repo,metric,period,granularity,value
airbnb/epoxy,stars,2022-03,month,34.0
airbnb/epoxy,stars,2022-04,month,72.0
airbnb/epoxy,stars,2022-05,month,27.0
airbnb/epoxy,stars,2022-06,month,34.0
airbnb/epoxy,stars,2022-07,month,34.0
airbnb/epoxy,stars,2022-08,month,34.0
airbnb/epoxy,stars,2022-09,month,37.0
airbnb/epoxy,stars,2022-10,month,33.0
airbnb/epoxy,stars,2022-11,month,36.0
airbnb/epoxy,stars,2022-12,month,34.0
airbnb/epoxy,stars,2023-01,month,37.0
airbnb/epoxy,stars,2023-02,month,23.0
airbnb/epoxy,stars,2023-03,month,31.0
airbnb/epoxy,stars,2023-04,month,22.0
airbnb/epoxy,stars,2023-05,month,32.0
airbnb/epoxy,stars,2023-06,month,47.0
airbnb/epoxy,stars,2023-07,month,57.0
airbnb/epoxy,stars,2023-08,month,30.0
airbnb/epoxy,stars,2023-09,month,35.0
airbnb/epoxy,stars,2023-10,month,27.0
airbnb/epoxy,stars,2023-11,month,28.0
airbnb/epoxy,stars,2023-12,month,13.0
airbnb/epoxy,stars,2024-01,month,11.0
airbnb/epoxy,stars,2024-02,month,16.0
airbnb/epoxy,stars,2024-03,month,20.0
airbnb/epoxy,stars,2024-04,month,13.0
airbnb/epoxy,stars,2024-05,month,12.0
airbnb/epoxy,stars,2024-06,month,16.0
airbnb/epoxy,stars,2024-07,month,19.0
airbnb/epoxy,stars,2024-08,month,19.0
airbnb/epoxy,stars,2024-09,month,19.0
airbnb/epoxy,stars,2024-10,month,16.0
airbnb/epoxy,stars,2024-11,month,11.0
airbnb/epoxy,stars,2024-12,month,11.0
airbnb/epoxy,stars,2025-01,month,6.0
airbnb/epoxy,stars,2025-02,month,5.0
airbnb/epoxy,stars,2025-03,month,8.0
airbnb/epoxy,stars,2025-04,month,11.0
airbnb/epoxy,stars,2025-05,month,8.0
airbnb/epoxy,stars,2025-06,month,1.0
airbnb/epoxy,stars,2025-07,month,5.0
airbnb/epoxy,stars,2025-08,month,4.0
airbnb/epoxy,stars,2025-09,month,1.0
airbnb/epoxy,stars,2025-10,month,2.0
airbnb/epoxy,stars,2025-11,month,4.0
airbnb/epoxy,stars,2025-12,month,7.0
airbnb/epoxy,stars,2026-01,month,3.0
airbnb/epoxy,stars,2026-02,month,2.0
airbnb/epoxy,stars,2026-03,month,1.0
airbnb/epoxy,stars,2026-04,month,1.0
airbnb/epoxy,stars,2021-10-raw,other,11.0
airbnb/epoxy,stars,2016Q3,quarter,858.0
airbnb/epoxy,stars,2016Q4,quarter,1412.0
airbnb/epoxy,stars,2017Q1,quarter,432.0
airbnb/epoxy,stars,2017Q2,quarter,299.0
airbnb/epoxy,stars,2017Q3,quarter,217.0
airbnb/epoxy,stars,2017Q4,quarter,282.0
airbnb/epoxy,stars,2018Q1,quarter,257.0
airbnb/epoxy,stars,2018Q2,quarter,634.0
airbnb/epoxy,stars,2018Q3,quarter,452.0
airbnb/epoxy,stars,2018Q4,quarter,278.0
airbnb/epoxy,stars,2019Q1,quarter,322.0
airbnb/epoxy,stars,2019Q2,quarter,306.0
airbnb/epoxy,stars,2019Q3,quarter,303.0
airbnb/epoxy,stars,2019Q4,quarter,253.0
airbnb/epoxy,stars,2020Q1,quarter,263.0
airbnb/epoxy,stars,2020Q2,quarter,264.0
airbnb/epoxy,stars,2020Q3,quarter,225.0
airbnb/epoxy,stars,2020Q4,quarter,205.0
airbnb/epoxy,stars,2021Q1,quarter,322.0
airbnb/epoxy,stars,2021Q2,quarter,178.0
airbnb/epoxy,stars,2021Q3,quarter,200.0
airbnb/epoxy,stars,2021Q4,quarter,138.0
airbnb/epoxy,stars,2022Q1,quarter,128.0
airbnb/epoxy,stars,2022Q2,quarter,133.0
airbnb/epoxy,stars,2022Q3,quarter,105.0
airbnb/epoxy,stars,2022Q4,quarter,103.0
airbnb/epoxy,stars,2023Q1,quarter,91.0
airbnb/epoxy,stars,2023Q2,quarter,101.0
airbnb/epoxy,stars,2023Q3,quarter,121.0
airbnb/epoxy,stars,2023Q4,quarter,68.0
airbnb/epoxy,stars,2024Q1,quarter,47.0
airbnb/epoxy,stars,2024Q2,quarter,41.0
airbnb/epoxy,stars,2024Q3,quarter,57.0
airbnb/epoxy,stars,2024Q4,quarter,38.0
airbnb/epoxy,stars,2025Q1,quarter,19.0
airbnb/epoxy,stars,2025Q2,quarter,20.0
airbnb/epoxy,stars,2025Q3,quarter,10.0
airbnb/epoxy,stars,2025Q4,quarter,13.0
airbnb/epoxy,stars,2026Q1,quarter,6.0
airbnb/epoxy,stars,2026Q2,quarter,1.0
airbnb/epoxy,technical_fork,2016,year,149.0
airbnb/epoxy,technical_fork,2017,year,125.0
airbnb/epoxy,technical_fork,2018,year,119.0
airbnb/epoxy,technical_fork,2019,year,135.0
airbnb/epoxy,technical_fork,2020,year,137.0
airbnb/epoxy,technical_fork,2021,year,95.0
airbnb/epoxy,technical_fork,2022,year,78.0
airbnb/epoxy,technical_fork,2023,year,40.0
airbnb/epoxy,technical_fork,2024,year,21.0
airbnb/epoxy,technical_fork,2025,year,10.0
airbnb/epoxy,technical_fork,2026,year,1.0
airbnb/epoxy,technical_fork,2016-08,month,32.0
airbnb/epoxy,technical_fork,2016-09,month,16.0
airbnb/epoxy,technical_fork,2016-10,month,28.0
airbnb/epoxy,technical_fork,2016-11,month,13.0
airbnb/epoxy,technical_fork,2016-12,month,60.0
airbnb/epoxy,technical_fork,2017-01,month,13.0
airbnb/epoxy,technical_fork,2017-02,month,16.0
airbnb/epoxy,technical_fork,2017-03,month,18.0
airbnb/epoxy,technical_fork,2017-04,month,14.0
airbnb/epoxy,technical_fork,2017-05,month,5.0
airbnb/epoxy,technical_fork,2017-06,month,8.0
airbnb/epoxy,technical_fork,2017-07,month,9.0
airbnb/epoxy,technical_fork,2017-08,month,9.0
airbnb/epoxy,technical_fork,2017-09,month,5.0
airbnb/epoxy,technical_fork,2017-10,month,9.0
airbnb/epoxy,technical_fork,2017-11,month,5.0
airbnb/epoxy,technical_fork,2017-12,month,14.0
airbnb/epoxy,technical_fork,2018-01,month,9.0
airbnb/epoxy,technical_fork,2018-02,month,4.0
airbnb/epoxy,technical_fork,2018-03,month,10.0
airbnb/epoxy,technical_fork,2018-04,month,11.0
airbnb/epoxy,technical_fork,2018-05,month,6.0
airbnb/epoxy,technical_fork,2018-06,month,22.0
airbnb/epoxy,technical_fork,2018-07,month,6.0
airbnb/epoxy,technical_fork,2018-08,month,12.0
airbnb/epoxy,technical_fork,2018-09,month,18.0
airbnb/epoxy,technical_fork,2018-10,month,7.0
airbnb/epoxy,technical_fork,2018-11,month,4.0
airbnb/epoxy,technical_fork,2018-12,month,10.0
airbnb/epoxy,technical_fork,2019-01,month,5.0
airbnb/epoxy,technical_fork,2019-02,month,8.0
airbnb/epoxy,technical_fork,2019-03,month,5.0
airbnb/epoxy,technical_fork,2019-04,month,15.0
airbnb/epoxy,technical_fork,2019-05,month,18.0
airbnb/epoxy,technical_fork,2019-06,month,12.0
airbnb/epoxy,technical_fork,2019-07,month,16.0
airbnb/epoxy,technical_fork,2019-08,month,8.0
airbnb/epoxy,technical_fork,2019-09,month,12.0
airbnb/epoxy,technical_fork,2019-10,month,14.0
airbnb/epoxy,technical_fork,2019-11,month,10.0
airbnb/epoxy,technical_fork,2019-12,month,12.0
airbnb/epoxy,technical_fork,2020-01,month,14.0
airbnb/epoxy,technical_fork,2020-02,month,14.0
airbnb/epoxy,technical_fork,2020-03,month,14.0
airbnb/epoxy,technical_fork,2020-04,month,11.0
airbnb/epoxy,technical_fork,2020-05,month,18.0
airbnb/epoxy,technical_fork,2020-06,month,6.0
airbnb/epoxy,technical_fork,2020-07,month,9.0
airbnb/epoxy,technical_fork,2020-08,month,14.0
airbnb/epoxy,technical_fork,2020-09,month,10.0
airbnb/epoxy,technical_fork,2020-10,month,10.0
airbnb/epoxy,technical_fork,2020-11,month,10.0
airbnb/epoxy,technical_fork,2020-12,month,7.0
airbnb/epoxy,technical_fork,2021-01,month,11.0
airbnb/epoxy,technical_fork,2021-02,month,9.0
airbnb/epoxy,technical_fork,2021-03,month,14.0
airbnb/epoxy,technical_fork,2021-04,month,8.0
airbnb/epoxy,technical_fork,2021-05,month,6.0
airbnb/epoxy,technical_fork,2021-06,month,4.0
airbnb/epoxy,technical_fork,2021-07,month,10.0
airbnb/epoxy,technical_fork,2021-08,month,7.0
airbnb/epoxy,technical_fork,2021-09,month,6.0
airbnb/epoxy,technical_fork,2021-10,month,8.0
airbnb/epoxy,technical_fork,2021-11,month,10.0
airbnb/epoxy,technical_fork,2021-12,month,8.0
airbnb/epoxy,technical_fork,2022-01,month,14.0
airbnb/epoxy,technical_fork,2022-02,month,10.0
airbnb/epoxy,technical_fork,2022-03,month,8.0
airbnb/epoxy,technical_fork,2022-04,month,8.0
airbnb/epoxy,technical_fork,2022-05,month,3.0
airbnb/epoxy,technical_fork,2022-06,month,3.0
airbnb/epoxy,technical_fork,2022-07,month,3.0
airbnb/epoxy,technical_fork,2022-08,month,8.0
airbnb/epoxy,technical_fork,2022-09,month,4.0
airbnb/epoxy,technical_fork,2022-10,month,8.0
airbnb/epoxy,technical_fork,2022-11,month,7.0
airbnb/epoxy,technical_fork,2022-12,month,2.0
airbnb/epoxy,technical_fork,2023-01,month,2.0
airbnb/epoxy,technical_fork,2023-02,month,6.0
airbnb/epoxy,technical_fork,2023-03,month,8.0
airbnb/epoxy,technical_fork,2023-04,month,3.0
airbnb/epoxy,technical_fork,2023-05,month,3.0
airbnb/epoxy,technical_fork,2023-06,month,3.0
airbnb/epoxy,technical_fork,2023-07,month,1.0
airbnb/epoxy,technical_fork,2023-08,month,3.0
airbnb/epoxy,technical_fork,2023-09,month,2.0
airbnb/epoxy,technical_fork,2023-10,month,2.0
airbnb/epoxy,technical_fork,2023-11,month,5.0
airbnb/epoxy,technical_fork,2023-12,month,2.0
airbnb/epoxy,technical_fork,2024-01,month,2.0
airbnb/epoxy,technical_fork,2024-02,month,1.0
airbnb/epoxy,technical_fork,2024-04,month,2.0
airbnb/epoxy,technical_fork,2024-06,month,6.0
airbnb/epoxy,technical_fork,2024-07,month,1.0
airbnb/epoxy,technical_fork,2024-08,month,3.0
airbnb/epoxy,technical_fork,2024-09,month,1.0
airbnb/epoxy,technical_fork,2024-11,month,2.0
airbnb/epoxy,technical_fork,2024-12,month,3.0
airbnb/epoxy,technical_fork,2025-01,month,2.0
airbnb/epoxy,technical_fork,2025-03,month,1.0
airbnb/epoxy,technical_fork,2025-04,month,2.0
airbnb/epoxy,technical_fork,2025-05,month,1.0
airbnb/epoxy,technical_fork,2025-06,month,1.0
airbnb/epoxy,technical_fork,2025-08,month,1.0
airbnb/epoxy,technical_fork,2025-09,month,1.0
airbnb/epoxy,technical_fork,2025-12,month,1.0
airbnb/epoxy,technical_fork,2026-01,month,1.0
airbnb/epoxy,technical_fork,2021-10-raw,other,2.0
airbnb/epoxy,technical_fork,2016Q3,quarter,48.0
airbnb/epoxy,technical_fork,2016Q4,quarter,101.0
airbnb/epoxy,technical_fork,2017Q1,quarter,47.0
airbnb/epoxy,technical_fork,2017Q2,quarter,27.0
airbnb/epoxy,technical_fork,2017Q3,quarter,23.0
airbnb/epoxy,technical_fork,2017Q4,quarter,28.0
airbnb/epoxy,technical_fork,2018Q1,quarter,23.0
airbnb/epoxy,technical_fork,2018Q2,quarter,39.0
airbnb/epoxy,technical_fork,2018Q3,quarter,36.0
airbnb/epoxy,technical_fork,2018Q4,quarter,21.0
airbnb/epoxy,technical_fork,2019Q1,quarter,18.0
airbnb/epoxy,technical_fork,2019Q2,quarter,45.0
airbnb/epoxy,technical_fork,2019Q3,quarter,36.0
airbnb/epoxy,technical_fork,2019Q4,quarter,36.0
airbnb/epoxy,technical_fork,2020Q1,quarter,42.0
airbnb/epoxy,technical_fork,2020Q2,quarter,35.0
airbnb/epoxy,technical_fork,2020Q3,quarter,33.0
airbnb/epoxy,technical_fork,2020Q4,quarter,27.0
airbnb/epoxy,technical_fork,2021Q1,quarter,34.0
airbnb/epoxy,technical_fork,2021Q2,quarter,18.0
airbnb/epoxy,technical_fork,2021Q3,quarter,23.0
airbnb/epoxy,technical_fork,2021Q4,quarter,20.0
airbnb/epoxy,technical_fork,2022Q1,quarter,32.0
airbnb/epoxy,technical_fork,2022Q2,quarter,14.0
airbnb/epoxy,technical_fork,2022Q3,quarter,15.0
airbnb/epoxy,technical_fork,2022Q4,quarter,17.0
airbnb/epoxy,technical_fork,2023Q1,quarter,16.0
airbnb/epoxy,technical_fork,2023Q2,quarter,9.0
airbnb/epoxy,technical_fork,2023Q3,quarter,6.0
airbnb/epoxy,technical_fork,2023Q4,quarter,9.0
airbnb/epoxy,technical_fork,2024Q1,quarter,3.0
airbnb/epoxy,technical_fork,2024Q2,quarter,8.0
airbnb/epoxy,technical_fork,2024Q3,quarter,5.0
airbnb/epoxy,technical_fork,2024Q4,quarter,5.0
airbnb/epoxy,technical_fork,2025Q1,quarter,3.0
airbnb/epoxy,technical_fork,2025Q2,quarter,4.0
airbnb/epoxy,technical_fork,2025Q3,quarter,2.0
airbnb/epoxy,technical_fork,2025Q4,quarter,1.0
airbnb/epoxy,technical_fork,2026Q1,quarter,1.0
airbnb/javascript,activity,2015,year,1020.95
airbnb/javascript,activity,2016,year,1435.41
airbnb/javascript,activity,2017,year,1197.89
airbnb/javascript,activity,2018,year,873.19
airbnb/javascript,activity,2019,year,514.0
airbnb/javascript,activity,2020,year,534.05
airbnb/javascript,activity,2021,year,358.09
airbnb/javascript,activity,2022,year,351.68
airbnb/javascript,activity,2023,year,398.37
airbnb/javascript,activity,2024,year,423.91
airbnb/javascript,activity,2025,year,276.66
airbnb/javascript,activity,2026,year,165.0
airbnb/javascript,activity,2015-01,month,18.03
airbnb/javascript,activity,2015-02,month,37.05
airbnb/javascript,activity,2015-03,month,62.39
airbnb/javascript,activity,2015-04,month,139.6
airbnb/javascript,activity,2015-05,month,54.75
airbnb/javascript,activity,2015-06,month,63.34
airbnb/javascript,activity,2015-07,month,156.15
airbnb/javascript,activity,2015-08,month,109.08
airbnb/javascript,activity,2015-09,month,84.74
airbnb/javascript,activity,2015-10,month,75.62
airbnb/javascript,activity,2015-11,month,92.53
airbnb/javascript,activity,2015-12,month,127.66
airbnb/javascript,activity,2016-01,month,139.27
airbnb/javascript,activity,2016-02,month,142.89
airbnb/javascript,activity,2016-03,month,93.85
airbnb/javascript,activity,2016-04,month,130.11
airbnb/javascript,activity,2016-05,month,102.41
airbnb/javascript,activity,2016-06,month,92.67
airbnb/javascript,activity,2016-07,month,92.36
airbnb/javascript,activity,2016-08,month,165.08
airbnb/javascript,activity,2016-09,month,135.22
airbnb/javascript,activity,2016-10,month,114.2
airbnb/javascript,activity,2016-11,month,110.64
airbnb/javascript,activity,2016-12,month,116.72
airbnb/javascript,activity,2017-01,month,114.58
airbnb/javascript,activity,2017-02,month,95.51
airbnb/javascript,activity,2017-03,month,102.73
airbnb/javascript,activity,2017-04,month,105.18
airbnb/javascript,activity,2017-05,month,98.12
airbnb/javascript,activity,2017-06,month,119.54
airbnb/javascript,activity,2017-07,month,118.06
airbnb/javascript,activity,2017-08,month,95.4
airbnb/javascript,activity,2017-09,month,82.27
airbnb/javascript,activity,2017-10,month,131.79
airbnb/javascript,activity,2017-11,month,58.0
airbnb/javascript,activity,2017-12,month,76.7
airbnb/javascript,activity,2018-01,month,93.69
airbnb/javascript,activity,2018-02,month,102.36
airbnb/javascript,activity,2018-03,month,91.56
airbnb/javascript,activity,2018-04,month,61.05
airbnb/javascript,activity,2018-05,month,79.87
airbnb/javascript,activity,2018-06,month,81.22
airbnb/javascript,activity,2018-07,month,66.09
airbnb/javascript,activity,2018-08,month,87.86
airbnb/javascript,activity,2018-09,month,56.05
airbnb/javascript,activity,2018-10,month,63.73
airbnb/javascript,activity,2018-11,month,54.74
airbnb/javascript,activity,2018-12,month,34.97
airbnb/javascript,activity,2019-01,month,55.74
airbnb/javascript,activity,2019-02,month,52.77
airbnb/javascript,activity,2019-03,month,24.85
airbnb/javascript,activity,2019-04,month,26.47
airbnb/javascript,activity,2019-05,month,30.71
airbnb/javascript,activity,2019-06,month,36.98
airbnb/javascript,activity,2019-07,month,43.92
airbnb/javascript,activity,2019-08,month,69.24
airbnb/javascript,activity,2019-09,month,46.3
airbnb/javascript,activity,2019-10,month,64.13
airbnb/javascript,activity,2019-11,month,37.04
airbnb/javascript,activity,2019-12,month,25.85
airbnb/javascript,activity,2020-01,month,32.24
airbnb/javascript,activity,2020-02,month,50.77
airbnb/javascript,activity,2020-03,month,52.46
airbnb/javascript,activity,2020-04,month,42.52
airbnb/javascript,activity,2020-05,month,44.48
airbnb/javascript,activity,2020-06,month,57.72
airbnb/javascript,activity,2020-07,month,36.59
airbnb/javascript,activity,2020-08,month,41.81
airbnb/javascript,activity,2020-09,month,23.07
airbnb/javascript,activity,2020-10,month,79.88
airbnb/javascript,activity,2020-11,month,44.43
airbnb/javascript,activity,2020-12,month,28.09
airbnb/javascript,activity,2021-01,month,25.25
airbnb/javascript,activity,2021-02,month,45.9
airbnb/javascript,activity,2021-03,month,34.04
airbnb/javascript,activity,2021-04,month,18.09
airbnb/javascript,activity,2021-05,month,39.77
airbnb/javascript,activity,2021-06,month,24.03
airbnb/javascript,activity,2021-07,month,20.67
airbnb/javascript,activity,2021-08,month,24.15
airbnb/javascript,activity,2021-09,month,20.77
airbnb/javascript,activity,2021-10,month,38.0
airbnb/javascript,activity,2021-11,month,66.41
airbnb/javascript,activity,2021-12,month,26.93
airbnb/javascript,activity,2022-01,month,31.54
airbnb/javascript,activity,2022-02,month,22.71
airbnb/javascript,activity,2022-03,month,57.65
airbnb/javascript,activity,2022-04,month,13.06
airbnb/javascript,activity,2022-05,month,26.45
airbnb/javascript,activity,2022-06,month,21.78
airbnb/javascript,activity,2022-07,month,23.43
airbnb/javascript,activity,2022-08,month,28.06
airbnb/javascript,activity,2022-09,month,32.41
airbnb/javascript,activity,2022-10,month,27.85
airbnb/javascript,activity,2022-11,month,29.08
airbnb/javascript,activity,2022-12,month,37.67
airbnb/javascript,activity,2023-01,month,39.99
airbnb/javascript,activity,2023-02,month,32.71
airbnb/javascript,activity,2023-03,month,37.2
airbnb/javascript,activity,2023-04,month,31.26
airbnb/javascript,activity,2023-05,month,34.22
airbnb/javascript,activity,2023-06,month,20.85
airbnb/javascript,activity,2023-07,month,30.82
airbnb/javascript,activity,2023-08,month,52.08
airbnb/javascript,activity,2023-09,month,39.21
airbnb/javascript,activity,2023-10,month,41.29
airbnb/javascript,activity,2023-11,month,18.87
airbnb/javascript,activity,2023-12,month,19.86
airbnb/javascript,activity,2024-01,month,32.45
airbnb/javascript,activity,2024-02,month,54.43
airbnb/javascript,activity,2024-03,month,70.58
airbnb/javascript,activity,2024-04,month,46.86
airbnb/javascript,activity,2024-05,month,27.68
airbnb/javascript,activity,2024-06,month,21.46
airbnb/javascript,activity,2024-07,month,31.03
airbnb/javascript,activity,2024-08,month,17.76
airbnb/javascript,activity,2024-09,month,35.73
airbnb/javascript,activity,2024-10,month,32.2
airbnb/javascript,activity,2024-11,month,20.94
airbnb/javascript,activity,2024-12,month,32.79
airbnb/javascript,activity,2025-01,month,31.37
airbnb/javascript,activity,2025-02,month,29.0
airbnb/javascript,activity,2025-03,month,28.19
airbnb/javascript,activity,2025-04,month,23.51
airbnb/javascript,activity,2025-05,month,14.04
airbnb/javascript,activity,2025-06,month,23.21
airbnb/javascript,activity,2025-07,month,10.31
airbnb/javascript,activity,2025-08,month,33.21
airbnb/javascript,activity,2025-09,month,17.11
airbnb/javascript,activity,2025-10,month,33.16
airbnb/javascript,activity,2025-11,month,16.46
airbnb/javascript,activity,2025-12,month,17.08
airbnb/javascript,activity,2026-01,month,24.06
airbnb/javascript,activity,2026-02,month,17.52
airbnb/javascript,activity,2026-03,month,28.69
airbnb/javascript,activity,2026-04,month,33.18
airbnb/javascript,activity,2026-05,month,8.8
airbnb/javascript,activity,2026-06,month,7.36
airbnb/javascript,activity,2026-07,month,31.94
airbnb/javascript,activity,2026-08,month,13.45
airbnb/javascript,activity,2021-10-raw,other,12.07
airbnb/javascript,activity,2015Q1,quarter,117.47
airbnb/javascript,activity,2015Q2,quarter,257.69
airbnb/javascript,activity,2015Q3,quarter,349.98
airbnb/javascript,activity,2015Q4,quarter,295.81
airbnb/javascript,activity,2016Q1,quarter,376.01
airbnb/javascript,activity,2016Q2,quarter,325.19
airbnb/javascript,activity,2016Q3,quarter,392.66
airbnb/javascript,activity,2016Q4,quarter,341.55
airbnb/javascript,activity,2017Q1,quarter,312.83
airbnb/javascript,activity,2017Q2,quarter,322.84
airbnb/javascript,activity,2017Q3,quarter,295.73
airbnb/javascript,activity,2017Q4,quarter,266.5
airbnb/javascript,activity,2018Q1,quarter,287.61
airbnb/javascript,activity,2018Q2,quarter,222.15
airbnb/javascript,activity,2018Q3,quarter,210.0
airbnb/javascript,activity,2018Q4,quarter,153.44
airbnb/javascript,activity,2019Q1,quarter,133.36
airbnb/javascript,activity,2019Q2,quarter,94.16
airbnb/javascript,activity,2019Q3,quarter,159.46
airbnb/javascript,activity,2019Q4,quarter,127.02
airbnb/javascript,activity,2020Q1,quarter,135.46
airbnb/javascript,activity,2020Q2,quarter,144.72
airbnb/javascript,activity,2020Q3,quarter,101.47
airbnb/javascript,activity,2020Q4,quarter,152.4
airbnb/javascript,activity,2021Q1,quarter,105.19
airbnb/javascript,activity,2021Q2,quarter,81.89
airbnb/javascript,activity,2021Q3,quarter,65.59
airbnb/javascript,activity,2021Q4,quarter,105.41
airbnb/javascript,activity,2022Q1,quarter,111.89
airbnb/javascript,activity,2022Q2,quarter,61.29
airbnb/javascript,activity,2022Q3,quarter,83.89
airbnb/javascript,activity,2022Q4,quarter,94.6
airbnb/javascript,activity,2023Q1,quarter,109.9
airbnb/javascript,activity,2023Q2,quarter,86.34
airbnb/javascript,activity,2023Q3,quarter,122.12
airbnb/javascript,activity,2023Q4,quarter,80.02
airbnb/javascript,activity,2024Q1,quarter,157.46
airbnb/javascript,activity,2024Q2,quarter,96.0
airbnb/javascript,activity,2024Q3,quarter,84.52
airbnb/javascript,activity,2024Q4,quarter,85.93
airbnb/javascript,activity,2025Q1,quarter,88.56
airbnb/javascript,activity,2025Q2,quarter,60.76
airbnb/javascript,activity,2025Q3,quarter,60.63
airbnb/javascript,activity,2025Q4,quarter,66.71
airbnb/javascript,activity,2026Q1,quarter,70.27
airbnb/javascript,activity,2026Q2,quarter,49.34
airbnb/javascript,activity,2026Q3,quarter,45.39
airbnb/javascript,openrank,2015,year,192.62
airbnb/javascript,openrank,2016,year,591.13
airbnb/javascript,openrank,2017,year,736.21
airbnb/javascript,openrank,2018,year,732.8
airbnb/javascript,openrank,2019,year,682.0
airbnb/javascript,openrank,2020,year,643.21
airbnb/javascript,openrank,2021,year,575.03
airbnb/javascript,openrank,2022,year,547.37
airbnb/javascript,openrank,2023,year,518.57
airbnb/javascript,openrank,2024,year,446.04
airbnb/javascript,openrank,2025,year,304.02
airbnb/javascript,openrank,2026,year,81.78
airbnb/javascript,openrank,2015-01,month,1.13
airbnb/javascript,openrank,2015-02,month,3.49
airbnb/javascript,openrank,2015-03,month,7.29
airbnb/javascript,openrank,2015-04,month,16.71
airbnb/javascript,openrank,2015-05,month,12.69
airbnb/javascript,openrank,2015-06,month,11.69
airbnb/javascript,openrank,2015-07,month,23.05
airbnb/javascript,openrank,2015-08,month,22.57
airbnb/javascript,openrank,2015-09,month,20.97
airbnb/javascript,openrank,2015-10,month,18.8
airbnb/javascript,openrank,2015-11,month,21.96
