quarter,section,role,exec,speaker,firm,words,lm_pos,lm_neg,lm_unc,lm_weak_modal,hedge_extra,n_numbers,n_fwd,text_head
2021Q2,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,Your next question comes from the line of Stephen Ju with Credit Suisse.
2021Q2,qa,analyst,analyst,Stephen Ju,Credit Suisse,100,2,1,3,1,0,0,0,"OK. Thank you, much. So Brian, as a follow-up to the product announcement that you had, I think this was late May when you hosted that session and it seems like"
2021Q2,qa,mgmt,ceo,Brian Chesky,,439,4,1,1,0,0,3,4,"Yes, Stephen -- yes, Stephen, thanks. It's a great question. Let me like preface this by saying the following. There's been a major paradigm shift in how people"
2021Q2,qa,analyst,analyst,Stephen Ju,Credit Suisse,2,0,0,0,0,0,0,0,Thank you.
2021Q2,qa,operator,operator,Operator,,10,0,1,0,0,0,0,0,Next question from the line of Jed Kelly with Oppenheimer.
2021Q2,qa,analyst,analyst,Jed Kelly,Oppenheimer,63,2,1,0,0,0,0,0,"Hey. Great. Thanks for taking my question. Just on the work-from-anywhere trends you were just mentioning, Brian, can you survive anything you're seeing in sort"
2021Q2,qa,mgmt,ceo,Brian Chesky,,9,0,1,0,0,0,0,0,"Yeah, Dave, actually, you want to take these questions?"
2021Q2,qa,mgmt,cfo,Dave Stephenson,,487,14,0,6,4,0,1,2,Sure. Maybe I'll start with the yield management. The majority of the ADR uplift that we're seeing is being driven by mix. It continues to be mix. The strength 
2021Q2,qa,mgmt,ceo,Brian Chesky,,216,4,0,3,0,0,2,4,"And I'll just add one more really interesting fact. Not long ago, we did a contest online, on social, a contest that allowed people to apply to be able to live "
2021Q2,qa,analyst,analyst,Jed Kelly,Oppenheimer,4,0,0,0,0,0,0,0,"Thank you, very helpful."
2021Q2,qa,operator,operator,Operator,,12,0,1,0,0,0,0,0,Next question comes from the line of Naved Khan with Truist Securities.
2021Q2,qa,analyst,analyst,Naved Khan,Truist,67,0,1,1,1,0,0,0,Yeah. Thanks a lot. So you guys mentioned some slowdown in the nights booked in the third quarter. Just wanted to get some color on how that looks like. Maybe c
2021Q2,qa,mgmt,ceo,Brian Chesky,,8,0,0,0,0,0,0,0,"Dave, do you want to take this one?"
2021Q2,qa,mgmt,cfo,Dave Stephenson,,332,8,1,0,0,0,2,6,"Sure. I mean, again, what we saw in Q2 is very strong bookings growth in advance of the third quarter kind of pre-travel season. We saw this kind of in the dept"
2021Q2,qa,analyst,analyst,Naved Khan,Truist,66,0,3,11,8,1,0,0,"Got it. And maybe just a clarification on this, maybe slowdown with the Delta variant COVID spreading, is this possible that with people getting more cautious a"
2021Q2,qa,mgmt,cfo,Dave Stephenson,,103,4,0,0,0,0,0,1,"Again, we feel like the ability for Airbnb to provide the kinds of stays and experiences that people desire all around the world, it remains incredibly strong. "
2021Q2,qa,analyst,analyst,Naved Khan,Truist,4,0,0,0,0,0,0,0,Got it. Thank you.
2021Q2,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,Your next question comes from the line of Brian Fitzgerald with Wells Fargo.
2021Q2,qa,analyst,analyst,Brian Fitzgerald,Wells Fargo,82,1,1,3,3,0,0,0,"Thanks, guys. We want to ask about the growth you're seeing in hosts, maybe particularly -- in particular high-demand locations. Any way to characterize the new"
2021Q2,qa,mgmt,ceo,Brian Chesky,,152,1,2,0,0,0,2,0,"Thank you, Brian, for the questions. Dave, before I hand over to you, let me just kind of recap a couple of high-level things about our host community. Number o"
2021Q2,qa,mgmt,cfo,Dave Stephenson,,110,2,0,0,0,0,1,1,"Yes, we continue to see 90% of our hosts are individual hosts and that remains to be the case. So as we continue to add new individuals and this is where we foc"
2021Q2,qa,analyst,analyst,Brian Fitzgerald,Wells Fargo,7,0,0,0,0,0,0,0,"Thanks, Brian and thanks, Dave. Appreciate it."
2021Q2,qa,mgmt,cfo,Dave Stephenson,,2,0,0,0,0,0,0,0,"Thanks, Brian."
2021Q2,qa,operator,operator,Operator,,12,0,1,0,0,0,0,0,Your next question comes from the line of Colin Sebastian with Baird.
2021Q2,qa,analyst,analyst,Colin Sebastian,Baird,116,2,0,0,0,2,0,2,"Great. Thanks guys and nice to see the progress on listings growth. But first off, just in terms of the trend in ADRs and the commentary in the letter, is that "
2021Q2,qa,mgmt,ceo,Brian Chesky,,9,0,0,0,0,0,0,0,"Dave, do you want to take one of these?"
2021Q2,qa,mgmt,cfo,Dave Stephenson,,263,7,0,5,2,2,2,3,"Sure. On the trend in ADR, again, the vast majority of the ADR has been driven by mix. And so as other parts of the mix toward urban and maybe toward Latin Amer"
2021Q2,qa,mgmt,ceo,Brian Chesky,,183,8,1,0,0,0,1,3,"And I think the one thing I'll just add on -- the one thing I'd just add on, the efficiency of our business. And we've said this in the letter. I also mentioned"
2021Q2,qa,analyst,analyst,Colin Sebastian,Baird,4,1,0,0,0,0,0,0,"Great color. Thanks, Brian."
2021Q2,qa,mgmt,ceo,Brian Chesky,,2,0,0,0,0,0,0,0,Thank you.
2021Q2,qa,operator,operator,Operator,,15,0,1,0,0,0,0,0,And your next question comes from the line of Justin Patterson with KeyBanc Capital Markets.
2021Q2,qa,analyst,analyst,Justin Patterson,KeyBanc,64,1,1,0,0,0,0,0,"All right. Thank you very much. Great. With flexible dates rolling out, how has the booking window changed? Are there more instances of last minute stays coming"
2021Q2,qa,mgmt,ceo,Brian Chesky,,351,11,3,0,0,0,0,2,"Thank you for the question. So why don't -- Justin, why don't, Dave, I take the second question around take rate for hosts and then you can take the first quest"
2021Q2,qa,mgmt,cfo,Dave Stephenson,,93,2,0,1,0,0,0,0,Yes. What we saw in Q2 is actually a fairly stable booking new window in line with our Q2 of 2019. It was actually a little bit shorter booking window than Q1 o
2021Q2,qa,analyst,analyst,Justin Patterson,KeyBanc,2,0,0,0,0,0,0,0,Thank you.
2021Q2,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,And your next question comes from the line of Justin Post with BofA.
2021Q2,qa,analyst,analyst,Justin Post,Bank of America,88,4,1,1,1,0,0,1,Great. Thanks. A couple of questions. You mentioned a lot of positive trends for the company. I wonder if you have any thoughts on the market opportunity or the
2021Q2,qa,mgmt,ceo,Brian Chesky,,1,0,0,0,0,0,0,0,Dave?
2021Q2,qa,mgmt,cfo,Dave Stephenson,,503,10,0,1,1,0,3,7,"Sure. On the latter, on supply metrics, I think we've highlighted what's really important. Remember that we do not need to grow supply one-to-one for revenue gr"
2021Q2,qa,analyst,analyst,Justin Post,Bank of America,3,1,0,0,0,0,0,0,Great. Thank you.
2021Q2,qa,mgmt,ceo,Brian Chesky,,261,2,1,3,3,0,0,1,"And I'll just kind of just add to that just a little bit. In addition to long-term stays, which is essentially an entirely new category that is not even really "
2021Q2,qa,analyst,analyst,Justin Post,Bank of America,5,1,0,0,0,0,0,0,"Great. Thanks a lot, Brian."
2021Q2,qa,mgmt,ceo,Brian Chesky,,2,0,0,0,0,0,0,0,Thank you.
2021Q2,qa,operator,operator,Operator,,12,0,1,0,0,0,0,0,Your next question comes from the line of James Lee with Mizuho.
2021Q2,qa,analyst,analyst,James Lee,Mizuho,76,2,1,1,0,0,0,0,"Thanks for taking my question. On the hosts acquisition side, obviously, you guys did a lot of upgrades there and did a great job ramping up listings in the qua"
2021Q2,qa,mgmt,ceo,Brian Chesky,,418,5,4,2,2,0,1,3,"James, I'll answer the first question and Dave can answer the second question about APAC. So with regards to host acquisition, there's a number of things we've "
2021Q2,qa,mgmt,cfo,Dave Stephenson,,98,3,0,0,0,0,0,0,"Yeah. In regards to APAC, I mean it's amazing how resilient the domestic business has been all around the world. So we're actually seeing have seen strength in "
2021Q2,qa,analyst,analyst,James Lee,Mizuho,2,0,0,0,0,0,0,0,Thank you.
2021Q2,qa,operator,operator,Operator,,14,0,1,0,0,0,0,1,And your next question will come from the line of Brent Thill with Jefferies.
2021Q2,qa,analyst,analyst,Brent Thill,Jefferies,38,0,0,1,1,0,0,0,Thank you. I was curious if you could just talk a little bit about Europe in more detail and kind of what you're seeing in that region and any other observation
2021Q2,qa,mgmt,ceo,Brian Chesky,,1,0,0,0,0,0,0,0,Dave?
2021Q2,qa,mgmt,cfo,Dave Stephenson,,103,1,0,1,0,0,0,0,"Yeah. Europe, what we've seen over the last several months is that the pent-up demand that people have had to travel, it kind of varies a bit by the travel rest"
2021Q2,qa,analyst,analyst,Brent Thill,Jefferies,39,0,0,0,0,0,0,0,"Dave, did you see -- when you're talking about all the decel, did you see EMEA drop off more or less? Was this consistent across regions when you saw a little b"
2021Q2,qa,mgmt,cfo,Dave Stephenson,,114,9,1,0,0,0,0,3,"Well, again, the pullback we're seeing has been -- is incredibly modest. I really don't want to overstate it. I mean what we're seeing is that Q2 was incredibly"
2021Q2,qa,analyst,analyst,Brent Thill,Jefferies,3,0,0,0,0,0,0,0,"OK, thank you."
2021Q2,qa,operator,operator,Operator,,13,0,1,0,0,0,0,0,And your next question comes from the line of Mario Lu with Barclays.
2021Q2,qa,analyst,analyst,Mario Lu,Barclays,66,1,1,0,0,0,0,2,Great. Thanks for taking the question. The first one on listings. You guys grew that sequentially this quarter. So just trying to think through where the scores
2021Q2,qa,mgmt,ceo,Brian Chesky,,1,0,0,0,0,0,0,0,Dave?
2021Q2,qa,mgmt,cfo,Dave Stephenson,,238,5,1,3,3,0,2,0,"Yeah. I mean if you think about it, we have 4 million hosts around the world. 90% of those are individual hosts. Then the vast majority of those individual host"
2021Q2,qa,mgmt,ceo,Brian Chesky,,22,0,0,0,0,0,0,0,"And I think the key point again is that we've seen, as demand in markets increase, supply in those markets correspondingly increase."
2021Q2,qa,analyst,analyst,Mario Lu,Barclays,55,1,0,0,0,0,0,0,"Got it. And just a quick follow-up. In terms of the hosts campaign, you guys mentioned there's early signs of success there. Anything to talk about in terms of "
2021Q2,qa,mgmt,ceo,Brian Chesky,,233,3,1,1,1,0,1,2,"Yeah, I can just share and Dave, if you're going to add as well. Number one, what we've seen is that the vast majority of hosts on Airbnb, because they're indiv"
2021Q2,qa,mgmt,cfo,Dave Stephenson,,84,1,1,0,0,0,1,4,"Yeah. The Superhosts program is really -- that is a loyalty program for hosts, right? And that's why we continue to invest. Those are our best hosts. We have ov"
2021Q2,qa,analyst,analyst,Mario Lu,Barclays,5,0,0,0,0,0,0,0,That's very helpful. Thank you.
2021Q2,qa,operator,operator,Operator,,12,0,1,0,0,0,0,0,And your next question line of Kevin Kopelman with Cowen and Company.
2021Q2,qa,analyst,analyst,Kevin Kopelman,TD Cowen,45,1,0,0,0,0,0,0,Great and thanks a lot. A quick one. Can you just give us an update on where your revenue take rate is today as a percentage of GPV just given all the timing di
2021Q2,qa,mgmt,ceo,Brian Chesky,,5,0,0,0,0,0,0,0,"Kevin, Dave can take this."
2021Q2,qa,mgmt,cfo,Dave Stephenson,,37,1,0,1,0,0,1,0,"Sure. Our take rate has actually been very consistent. So if you time adjust our revenue to gross booking value, the take rate is approximately 15% and it's bee"
2021Q2,qa,analyst,analyst,Kevin Kopelman,TD Cowen,4,0,0,0,0,0,0,0,"Thanks, Dave. Thanks, Brian."
2021Q2,qa,mgmt,cfo,Dave Stephenson,,2,0,0,0,0,0,0,0,Thank you.
2021Q2,qa,operator,operator,Operator,,14,0,1,0,0,0,0,0,[Operator instructions] Your next question is from the line of Deepak Mathivanan with Wolfe.
2021Q2,qa,analyst,analyst,Deepak Mathivanan,Wolfe Research,134,4,1,1,0,1,1,3,"Hey, guys. Thanks for taking the question. I wanted to ask about how you think about the travel demand trends. I know there's COVID uncertainty near term. But a"
2021Q2,qa,mgmt,ceo,Brian Chesky,,360,5,3,6,5,0,1,12,"Yeah. Thank you very much, Deepak. I think I can maybe take this at a high level. And Dave, feel free to chime in as well. I think there's been a number of less"
2021Q2,qa,mgmt,cfo,Dave Stephenson,,122,1,0,0,0,0,0,2,Yeah. I guess I just will add that remember that we're not really just a travel company. We are about stays of any kind. And I think we talked about a lot on th
2021Q2,qa,analyst,analyst,Deepak Mathivanan,Wolfe Research,6,0,0,0,0,0,0,0,"Got it. Thanks, Brian. Thanks, David."
2021Q2,qa,mgmt,ceo,Brian Chesky,,2,0,0,0,0,0,0,0,Thank you.
2021Q2,qa,operator,operator,Operator,,14,0,1,0,0,0,0,0,And your final question comes from the line of Rob Sanderson with Loop Capital.
2021Q2,qa,analyst,analyst,Rob Sanderson,Loop Capital Markets,117,1,1,3,3,0,0,1,"Hello. Great. Thanks for squeezing me in. A question for Brian. So this year, you've been very clear in your focus and that's, of course, to position for recove"
2021Q2,qa,mgmt,ceo,Brian Chesky,,597,16,3,2,1,0,1,12,"It's a great question, Rob. I think there's four things. Number one, I think what the pandemic has shown in this travel recovery that is upon us is that I think"
2021Q2,qa,analyst,analyst,Rob Sanderson,Loop Capital Markets,7,2,0,0,0,0,0,0,Excellent. Thanks so much and enjoy Italy.
2021Q2,qa,mgmt,ceo,Brian Chesky,,2,0,0,0,0,0,0,0,Thank you.
2021Q2,qa,operator,operator,Operator,,15,0,0,0,0,0,0,1,And I will now turn the call back over to Brian Chesky for final remarks.
2021Q2,qa,mgmt,ceo,Brian Chesky,,165,4,0,2,2,0,0,3,"Well, thank you, everyone for joining us today. I just wanted to say, once again, it was -- we're very, very proud of the results for this quarter. I think what"
2021Q2,qa,operator,operator,Operator,,2,0,0,0,0,0,0,0,[Operator signoff]
2021Q3,prepared,operator,operator,Operator,,59,1,0,0,0,0,0,2,"Good afternoon, and thank you for joining Airbnb's earnings conference call for the third quarter of 2021. As a reminder, this conference call is being recorded"
2021Q3,prepared,ir,ir,Ellie Mertz,,261,1,0,4,1,0,0,4,"Good afternoon, and welcome to Airbnb's third quarter of 2021 earnings call. Thank you for joining us today. On the call today, we have Airbnb's co-founder and "
2021Q3,prepared,mgmt,ceo,Brian Chesky,,1223,35,7,9,7,0,21,10,"All right. Thank you, Ellie, and good afternoon, everyone. Thanks for joining us today. I'm really excited to share our results with you. The travel rebound tha"
2021Q3,qa,operator,operator,Operator,,18,0,1,0,0,0,0,0,"Thank you. [Operator instructions] Our first question comes from Eric Sheridan from Goldman Sachs. Eric, please go ahead."
2021Q3,qa,analyst,analyst,Eric Sheridan,Goldman Sachs,68,2,1,0,0,0,0,0,"Thanks so much for taking the questions. It's been a big year in terms of innovation and investing behind supply. Brian, would love to get a little bit more col"
2021Q3,qa,mgmt,ceo,Brian Chesky,,544,9,0,5,5,0,7,5,"Yes. Thank you very much, Eric. So yes, this has been a really great year for supply growth. We have more active listings on Airbnb today than we ever have. And"
2021Q3,qa,operator,operator,Operator,,12,0,1,0,0,0,0,0,"Our next question comes from Mario Lu from Barclays. Mario, please proceed."
2021Q3,qa,analyst,analyst,Mario Lu,Barclays,72,1,2,2,1,0,2,0,Great. Thanks for taking the question. I have a couple on the long-term stays of 28 days or more. You guys mentioned that it was roughly 20% of nights spent in 
2021Q3,qa,mgmt,ceo,Brian Chesky,,24,0,0,0,0,0,0,0,"Yes, Mario. Why don't I give the mix shift to Dave and I can talk a little bit more broadly about the strategy. Dave?"
2021Q3,qa,mgmt,cfo,Dave Stephenson,,109,5,0,0,0,0,0,0,Yes. The majority of the decrease is simply the increase of short-term stays kind of coming back. It still remains to be -- long-term stay has been one of the f
2021Q3,qa,mgmt,ceo,Brian Chesky,,193,3,1,2,2,0,0,1,"And I'll just share a few more thoughts, Mario. We've just seen a major paradigm shift in travel. Before the pandemic, short-term stays is really the primary bu"
2021Q3,qa,analyst,analyst,Mario Lu,Barclays,2,0,0,0,0,0,0,0,OK. Thanks.
2021Q3,qa,operator,operator,Operator,,18,0,1,0,0,0,0,0,"Our next question comes from the line of Jen Shi from Bank of America. Jen, please go ahead."
2021Q3,qa,analyst,analyst,Jen Shi,Bank of America,131,3,1,2,2,0,0,0,"Thanks for taking the question. This is Jen on for Justin. Just wondering, so you guys mentioned that with the host initiatives, you're gaining supply in very p"
2021Q3,qa,mgmt,ceo,Brian Chesky,,46,1,1,0,0,0,0,0,"All right. So thank you, Jen. I heard three questions. One is about supply growth in urban. The next is mix shift's impact on ADR and then marketing spend. Dave"
