quarter,metric,row,source_url
2024Q3,onboard_other_revenue_usd_m,"Onboard and other | 211,753 | 188,694 | 515,496 | 470,271",https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 3,144,586 | 3,060,666",https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 90,859 | 419,420",https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q3,capacity_days,"Capacity Days | 6,033,707 | 5,820,448 | 17,611,107 | 16,749,283",https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q3,occupancy_pct,Occupancy Percentage | 108.1 | % | 106.1 | % | 106.2 | % | 104.2 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q3,total_revenue_usd_m,"Total revenue | $ | 2,806,578 | $ | 2,813,354 | $ | 2,536,037 | $ | 7,370,285 | $ | 7,372,603 | $ | 6,563,468",https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q3,capacity_days,"Capacity Days | 6,033,707 | 6,033,707 | 5,820,448 | 17,611,107 | 17,611,107 | 16,749,283",https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q3,net_yield_usd_per_capacity_day,Net Yield | $ | 336.48 | $ | 337.35 | $ | 309.48 | $ | 303.95 | $ | 304.07 | $ | 276.47,https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q3,capacity_days,"Capacity Days | 6,033,707 | 6,033,707 | 5,820,448 | 17,611,107 | 17,611,107 | 16,749,283",https://www.nclhltd.com/investors/news-events/press-releases/detail/647/norwegian-cruise-line-holdings-reports-strong-third-quarter
2024Q4,net_yield_usd_per_capacity_day,Net Yield | ~0.1% ~$278 | ~0.5% ~$279 | ~2.4% ~$301 | ~3.0% ~$303,https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,capacity_days,Capacity Days | ~5.71 million | ~24.55 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,occupancy_pct,Occupancy | ~101.5% | ~103.4%,https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,408,734 | $ | 1,333,057 | $ | 6,415,545 | $ | 5,753,966",https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,onboard_other_revenue_usd_m,"Onboard and other | 700,632 | 653,399 | 3,064,106 | 2,795,958",https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,total_revenue_usd_m,"Total revenue | 2,109,366 | 1,986,456 | 9,479,651 | 8,549,924",https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,onboard_other_revenue_usd_m,"Onboard and other | 146,057 | 129,633 | 661,553 | 599,904",https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 3,105,964 | 3,060,666",https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 35,680 | 503,678",https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,capacity_days,"Capacity Days | 5,834,290 | 5,903,305 | 23,445,397 | 22,652,588",https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,occupancy_pct,Occupancy Percentage | 100.8 | % | 99.2 | % | 104.9 | % | 102.9 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,total_revenue_usd_m,"Total revenue | $ | 2,109,366 | $ | 2,108,996 | $ | 1,986,456 | $ | 9,479,651 | $ | 9,481,599 | $ | 8,549,924",https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,capacity_days,"Capacity Days | 5,834,290 | 5,834,290 | 5,903,305 | 23,445,397 | 23,445,397 | 22,652,588",https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,net_yield_usd_per_capacity_day,Net Yield | $ | 265.28 | $ | 265.16 | $ | 243.27 | $ | 294.33 | $ | 294.39 | $ | 267.82,https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2024Q4,capacity_days,"Capacity Days | 5,834,290 | 5,834,290 | 5,903,305 | 23,445,397 | 23,445,397 | 22,652,588",https://www.nclhltd.com/investors/news-events/press-releases/detail/677/norwegian-cruise-line-holdings-reports-strong-fourth
2025Q1,net_yield_usd_per_capacity_day,Net Yield | ~2.5% | ~2.5% | ~1.8%-2.8% | ~2.0%-3.0%,https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,capacity_days,Capacity Days | ~6.06 million | ~24.545 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,occupancy_pct,Occupancy | ~103.2% | ~102.5%,https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,418,684 | $ | 1,459,814",https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,onboard_other_revenue_usd_m,"Onboard and other | 708,869 | 731,401",https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,total_revenue_usd_m,"Total revenue | 2,127,553 | 2,191,215",https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,onboard_other_revenue_usd_m,"Onboard and other | 138,858 | 132,036",https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 3,762,256 | 3,105,964",https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 665,933 | 592,238",https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,capacity_days,"Capacity Days | 5,700,563 | 5,841,015",https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,occupancy_pct,Occupancy Percentage | 101.5 | % | 104.6 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,total_revenue_usd_m,"Total revenue | $ | 2,127,553 | $ | 2,140,372 | $ | 2,191,215",https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,capacity_days,"Capacity Days | 5,700,563 | 5,700,563 | 5,841,015",https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,net_yield_usd_per_capacity_day,Net Yield | $ | 279.51 | $ | 281.15 | $ | 277.86,https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q1,capacity_days,"Capacity Days | 5,700,563 | 5,700,563 | 5,841,015",https://www.nclhltd.com/investors/news-events/press-releases/detail/694/norwegian-cruise-line-holdings-reports-first-quarter-2025
2025Q2,net_yield_usd_per_capacity_day,Net Yield | ~1.9% | ~1.5% | ~2.5% | ~2.5 %,https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,capacity_days,Capacity Days | ~6.40 million | ~24.50 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,occupancy_pct,Occupancy | ~105.5% | ~103.0%,https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,708,985 | $ | 1,602,076 | $ | 3,127,669 | $ | 3,061,890",https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,onboard_other_revenue_usd_m,"Onboard and other | 808,512 | 770,416 | 1,517,381 | 1,501,817",https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,total_revenue_usd_m,"Total revenue | 2,517,497 | 2,372,492 | 4,645,050 | 4,563,707",https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,onboard_other_revenue_usd_m,"Onboard and other | 187,684 | 171,707 | 326,542 | 303,743",https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 3,833,775 | 3,105,964",https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 708,135 | 742,360",https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,capacity_days,"Capacity Days | 6,052,273 | 5,736,385 | 11,752,836 | 11,577,400",https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,occupancy_pct,Occupancy Percentage | 103.9 | % | 105.9 | % | 102.8 | % | 105.3 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,total_revenue_usd_m,"Total revenue | $ | 2,517,497 | $ | 2,523,953 | $ | 2,372,492 | $ | 4,645,050 | $ | 4,664,325 | $ | 4,563,707",https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,capacity_days,"Capacity Days | 6,052,273 | 6,052,273 | 5,736,385 | 11,752,836 | 11,752,836 | 11,577,400",https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,net_yield_usd_per_capacity_day,Net Yield | $ | 304.34 | $ | 305.36 | $ | 296.31 | $ | 292.30 | $ | 293.62 | $ | 287.00,https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q2,capacity_days,"Capacity Days | 6,052,273 | 6,052,273 | 5,736,385 | 11,752,836 | 11,752,836 | 11,577,400",https://www.nclhltd.com/investors/news-events/press-releases/detail/722/norwegian-cruise-line-holdings-reports-second-quarter-2025
2025Q3,net_yield_usd_per_capacity_day,Net Yield | ~3.8-4.3% | ~3.5-4.0% | ~2.3-2.4% | ~2.4-2.5 %,https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,capacity_days,Capacity Days | ~6.28 million | ~24.45 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,occupancy_pct,Occupancy | ~101.9% | ~103.5%,https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 2,049,959 | $ | 1,944,921 | $ | 5,177,628 | $ | 5,006,811",https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,onboard_other_revenue_usd_m,"Onboard and other | 888,183 | 861,657 | 2,405,564 | 2,363,474",https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,total_revenue_usd_m,"Total revenue | 2,938,142 | 2,806,578 | 7,583,192 | 7,370,285",https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,onboard_other_revenue_usd_m,"Onboard and other | 222,002 | 211,753 | 548,544 | 515,496",https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 3,146,869 | 3,105,964",https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 13,877 | 90,859",https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,capacity_days,"Capacity Days | 6,417,724 | 6,033,707 | 18,170,560 | 17,611,107",https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,occupancy_pct,Occupancy Percentage | 106.4 | % | 108.1 | % | 104.0 | % | 106.2 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,total_revenue_usd_m,"Total revenue | $ | 2,938,142 | $ | 2,933,747 | $ | 2,806,578 | $ | 7,583,192 | $ | 7,598,072 | $ | 7,370,285",https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,capacity_days,"Capacity Days | 6,417,724 | 6,417,724 | 6,033,707 | 18,170,560 | 18,170,560 | 17,611,107",https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,net_yield_usd_per_capacity_day,Net Yield | $ | 341.89 | $ | 341.50 | $ | 336.48 | $ | 309.81 | $ | 310.53 | $ | 303.95,https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q3,capacity_days,"Capacity Days | 6,417,724 | 6,417,724 | 6,033,707 | 18,170,560 | 18,170,560 | 17,611,107",https://www.nclhltd.com/investors/news-events/press-releases/detail/743/norwegian-cruise-line-holdings-reports-third-quarter-2025
2025Q4,net_yield_usd_per_capacity_day,Net Yield | ~(1.0%) | ~(1.6%) | ~0.4% | ~0.0%,https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,capacity_days,Capacity Days | ~6.39 million | ~26.25 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,occupancy_pct,Occupancy | ~104.2% | ~105.7%,https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,510,039 | $ | 1,408,734 | $ | 6,687,667 | $ | 6,415,545",https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,onboard_other_revenue_usd_m,"Onboard and other | 734,361 | 700,632 | 3,139,925 | 3,064,106",https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,total_revenue_usd_m,"Total revenue | 2,244,400 | 2,109,366 | 9,827,592 | 9,479,651",https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,onboard_other_revenue_usd_m,"Onboard and other | 140,180 | 146,057 | 688,724 | 661,553",https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 3,200,593 | 3,105,964",https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 66,302 | 35,680",https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,capacity_days,"Capacity Days | 6,263,064 | 5,834,290 | 24,433,624 | 23,445,397",https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,occupancy_pct,Occupancy Percentage | 101.8 | % | 100.8 | % | 103.5 | % | 104.9 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,total_revenue_usd_m,"Total revenue | $ | 2,244,400 | $ | 2,239,512 | $ | 2,109,366 | $ | 9,827,592 | $ | 9,837,584 | $ | 9,479,651",https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,capacity_days,"Capacity Days | 6,263,064 | 6,263,064 | 5,834,290 | 24,433,624 | 24,433,624 | 23,445,397",https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,net_yield_usd_per_capacity_day,Net Yield | $ | 275.80 | $ | 275.39 | $ | 265.28 | $ | 301.10 | $ | 301.52 | $ | 294.33,https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2025Q4,capacity_days,"Capacity Days | 6,263,064 | 6,263,064 | 5,834,290 | 24,433,624 | 24,433,624 | 23,445,397",https://www.nclhltd.com/investors/news-events/press-releases/detail/768/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2026Q1,net_yield_usd_per_capacity_day,Net Yield | ~(3.2%) | ~(3.6%) | (2.7%) – (4.7%) | (3.0%) – (5.0%),https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,capacity_days,Capacity Days | ~6.6 million | ~26.25 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,occupancy_pct,Occupancy | ~102.5% | ~104.2%,https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,542,321 | $ | 1,418,684",https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,onboard_other_revenue_usd_m,"Onboard and other | 788,900 | 708,869",https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,total_revenue_usd_m,"Total revenue | 2,331,221 | 2,127,553",https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,onboard_other_revenue_usd_m,"Onboard and other | 151,868 | 138,858",https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 3,718,873 | 3,200,593",https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 537,364 | 665,933",https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,capacity_days,"Capacity Days | 6,392,969 | 5,700,563",https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,occupancy_pct,Occupancy Percentage | 103.8 | % | 101.5 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,total_revenue_usd_m,"Total revenue | $ | 2,331,221 | $ | 2,313,442 | $ | 2,127,553",https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,capacity_days,"Capacity Days | 6,392,969 | 6,392,969 | 5,700,563",https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,net_yield_usd_per_capacity_day,Net Yield | $ | 278.70 | $ | 276.69 | $ | 279.51,https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q1,capacity_days,"Capacity Days | 6,392,969 | 6,392,969 | 5,700,563",https://www.nclhltd.com/investors/news-events/press-releases/detail/794/norwegian-cruise-line-holdings-reports-first-quarter-2026
2026Q2,net_yield_usd_per_capacity_day,Net Yield | (8.8%) | (8.9%) | ~(4.7%) | ~(5.0%),https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,capacity_days,Capacity Days | 6.8 million | ~26.25 million,https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,occupancy_pct,Occupancy | 104.0% | ~102.3%,https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,729,838 | $ | 1,708,985 | $ | 3,272,159 | $ | 3,127,669",https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,onboard_other_revenue_usd_m,"Onboard and other | 910,706 | 808,512 | 1,699,606 | 1,517,381",https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,total_revenue_usd_m,"Total revenue | 2,640,544 | 2,517,497 | 4,971,765 | 4,645,050",https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,onboard_other_revenue_usd_m,"Onboard and other | 191,446 | 187,684 | 343,314 | 326,542",https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 3,651,201 | 3,200,593",https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 481,997 | 708,135",https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,capacity_days,"Capacity Days | 6,589,740 | 6,052,273 | 12,982,709 | 11,752,836",https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,occupancy_pct,Occupancy Percentage | 102.4 | % | 103.9 | % | 103.1 | % | 102.8 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,total_revenue_usd_m,"Total revenue | $ | 2,640,544 | $ | 2,627,093 | $ | 2,517,497 | $ | 4,971,765 | $ | 4,940,535 | $ | 4,645,050",https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,capacity_days,"Capacity Days | 6,589,740 | 6,589,740 | 6,052,273 | 12,982,709 | 12,982,709 | 11,752,836",https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,net_yield_usd_per_capacity_day,Net Yield | $ | 298.10 | $ | 296.43 | $ | 304.34 | $ | 288.55 | $ | 286.71 | $ | 292.30,https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
2026Q2,capacity_days,"Capacity Days | 6,589,740 | 6,589,740 | 6,052,273 | 12,982,709 | 12,982,709 | 11,752,836",https://www.nclhltd.com/investors/news-events/press-releases/detail/812/norwegian-cruise-line-holdings-reports-second-quarter-2026
