check,passed,max_abs_delta
R to G 2023-05-09/2023Q3/revenue_growth,True,0.0
last p 2023-05-09/2023Q3/revenue_growth,True,
horizon 2023-05-09/2023Q3/revenue_growth,True,0.0
actual R 2023-05-09/2023Q3/revenue_growth,True,0.0
actual G 2023-05-09/2023Q3/revenue_growth,True,0.0
revenue baseline 2023-05-09/2023Q3/revenue_growth,True,0.0
cushion timing 2023-08-03/2023Q4/fixed,True,
cushion 2023-08-03/2023Q4/fixed,True,0.0
cushion n 2023-08-03/2023Q4/fixed,True,0.0
R to G 2023-08-03/2023Q4/fixed,True,0.0
last p 2023-08-03/2023Q4/fixed,True,
horizon 2023-08-03/2023Q4/fixed,True,0.0
actual R 2023-08-03/2023Q4/fixed,True,0.0
actual G 2023-08-03/2023Q4/fixed,True,0.0
fixed n 2023-08-03/2023Q4/fixed,True,0.0
coefficient 2023-08-03/2023Q4/fixed,True,0.0
point arithmetic 2023-08-03/2023Q4/fixed,True,0.0
known exposure 2023-08-03/2023Q4/fixed,True,5.551115123125783e-17
exposure complement 2023-08-03/2023Q4/fixed,True,0.0
cushion timing 2023-08-03/2023Q4/fixed_oracle,True,
cushion 2023-08-03/2023Q4/fixed_oracle,True,0.0
cushion n 2023-08-03/2023Q4/fixed_oracle,True,0.0
R to G 2023-08-03/2023Q4/fixed_oracle,True,0.0
last p 2023-08-03/2023Q4/fixed_oracle,True,
horizon 2023-08-03/2023Q4/fixed_oracle,True,0.0
actual R 2023-08-03/2023Q4/fixed_oracle,True,0.0
actual G 2023-08-03/2023Q4/fixed_oracle,True,0.0
fixed n 2023-08-03/2023Q4/fixed_oracle,True,0.0
coefficient 2023-08-03/2023Q4/fixed_oracle,True,0.0
point arithmetic 2023-08-03/2023Q4/fixed_oracle,True,0.0
oracle ineligible 2023-08-03/2023Q4/fixed_oracle,True,
oracle actual availability 2023-08-03/2023Q4/fixed_oracle,True,
cushion timing 2023-08-03/2023Q4/guide_growth,True,
cushion 2023-08-03/2023Q4/guide_growth,True,0.0
cushion n 2023-08-03/2023Q4/guide_growth,True,0.0
R to G 2023-08-03/2023Q4/guide_growth,True,4.547473508864641e-13
last p 2023-08-03/2023Q4/guide_growth,True,
horizon 2023-08-03/2023Q4/guide_growth,True,0.0
actual R 2023-08-03/2023Q4/guide_growth,True,0.0
actual G 2023-08-03/2023Q4/guide_growth,True,0.0
guide baseline 2023-08-03/2023Q4/guide_growth,True,4.547473508864641e-13
latest guide anchor 2023-08-03/2023Q4/guide_growth,True,
cushion timing 2023-08-03/2023Q4/joint,True,
cushion 2023-08-03/2023Q4/joint,True,0.0
cushion n 2023-08-03/2023Q4/joint,True,0.0
R to G 2023-08-03/2023Q4/joint,True,0.0
last p 2023-08-03/2023Q4/joint,True,
horizon 2023-08-03/2023Q4/joint,True,0.0
actual R 2023-08-03/2023Q4/joint,True,0.0
actual G 2023-08-03/2023Q4/joint,True,0.0
joint n 2023-08-03/2023Q4/joint,True,0.0
coefficient 2023-08-03/2023Q4/joint,True,0.0
point arithmetic 2023-08-03/2023Q4/joint,True,4.547473508864641e-13
known exposure 2023-08-03/2023Q4/joint,True,1.3877787807814457e-17
exposure complement 2023-08-03/2023Q4/joint,True,0.0
cushion timing 2023-08-03/2023Q4/joint_oracle,True,
cushion 2023-08-03/2023Q4/joint_oracle,True,0.0
cushion n 2023-08-03/2023Q4/joint_oracle,True,0.0
R to G 2023-08-03/2023Q4/joint_oracle,True,0.0
last p 2023-08-03/2023Q4/joint_oracle,True,
horizon 2023-08-03/2023Q4/joint_oracle,True,0.0
actual R 2023-08-03/2023Q4/joint_oracle,True,0.0
actual G 2023-08-03/2023Q4/joint_oracle,True,0.0
joint n 2023-08-03/2023Q4/joint_oracle,True,0.0
coefficient 2023-08-03/2023Q4/joint_oracle,True,0.0
point arithmetic 2023-08-03/2023Q4/joint_oracle,True,0.0
oracle ineligible 2023-08-03/2023Q4/joint_oracle,True,
oracle actual availability 2023-08-03/2023Q4/joint_oracle,True,
cushion timing 2023-08-03/2023Q4/revenue_growth,True,
cushion 2023-08-03/2023Q4/revenue_growth,True,0.0
cushion n 2023-08-03/2023Q4/revenue_growth,True,0.0
R to G 2023-08-03/2023Q4/revenue_growth,True,4.547473508864641e-13
last p 2023-08-03/2023Q4/revenue_growth,True,
horizon 2023-08-03/2023Q4/revenue_growth,True,0.0
actual R 2023-08-03/2023Q4/revenue_growth,True,0.0
actual G 2023-08-03/2023Q4/revenue_growth,True,0.0
revenue baseline 2023-08-03/2023Q4/revenue_growth,True,4.547473508864641e-13
cushion timing 2023-11-01/2024Q1/fixed,True,
cushion 2023-11-01/2024Q1/fixed,True,0.0
cushion n 2023-11-01/2024Q1/fixed,True,0.0
R to G 2023-11-01/2024Q1/fixed,True,0.0
last p 2023-11-01/2024Q1/fixed,True,
horizon 2023-11-01/2024Q1/fixed,True,0.0
actual R 2023-11-01/2024Q1/fixed,True,0.0
actual G 2023-11-01/2024Q1/fixed,True,0.0
fixed n 2023-11-01/2024Q1/fixed,True,0.0
coefficient 2023-11-01/2024Q1/fixed,True,0.0
point arithmetic 2023-11-01/2024Q1/fixed,True,4.547473508864641e-13
known exposure 2023-11-01/2024Q1/fixed,True,5.551115123125783e-17
exposure complement 2023-11-01/2024Q1/fixed,True,1.1102230246251565e-16
cushion timing 2023-11-01/2024Q1/fixed_oracle,True,
cushion 2023-11-01/2024Q1/fixed_oracle,True,0.0
cushion n 2023-11-01/2024Q1/fixed_oracle,True,0.0
R to G 2023-11-01/2024Q1/fixed_oracle,True,0.0
last p 2023-11-01/2024Q1/fixed_oracle,True,
horizon 2023-11-01/2024Q1/fixed_oracle,True,0.0
actual R 2023-11-01/2024Q1/fixed_oracle,True,0.0
actual G 2023-11-01/2024Q1/fixed_oracle,True,0.0
fixed n 2023-11-01/2024Q1/fixed_oracle,True,0.0
coefficient 2023-11-01/2024Q1/fixed_oracle,True,0.0
point arithmetic 2023-11-01/2024Q1/fixed_oracle,True,0.0
oracle ineligible 2023-11-01/2024Q1/fixed_oracle,True,
oracle actual availability 2023-11-01/2024Q1/fixed_oracle,True,
cushion timing 2023-11-01/2024Q1/guide_growth,True,
cushion 2023-11-01/2024Q1/guide_growth,True,0.0
cushion n 2023-11-01/2024Q1/guide_growth,True,0.0
R to G 2023-11-01/2024Q1/guide_growth,True,0.0
last p 2023-11-01/2024Q1/guide_growth,True,
horizon 2023-11-01/2024Q1/guide_growth,True,0.0
actual R 2023-11-01/2024Q1/guide_growth,True,0.0
actual G 2023-11-01/2024Q1/guide_growth,True,0.0
guide baseline 2023-11-01/2024Q1/guide_growth,True,0.0
latest guide anchor 2023-11-01/2024Q1/guide_growth,True,
cushion timing 2023-11-01/2024Q1/joint,True,
cushion 2023-11-01/2024Q1/joint,True,0.0
cushion n 2023-11-01/2024Q1/joint,True,0.0
R to G 2023-11-01/2024Q1/joint,True,4.547473508864641e-13
last p 2023-11-01/2024Q1/joint,True,
horizon 2023-11-01/2024Q1/joint,True,0.0
actual R 2023-11-01/2024Q1/joint,True,0.0
actual G 2023-11-01/2024Q1/joint,True,0.0
joint n 2023-11-01/2024Q1/joint,True,0.0
coefficient 2023-11-01/2024Q1/joint,True,0.0
point arithmetic 2023-11-01/2024Q1/joint,True,0.0
known exposure 2023-11-01/2024Q1/joint,True,6.245004513516506e-17
exposure complement 2023-11-01/2024Q1/joint,True,2.220446049250313e-16
cushion timing 2023-11-01/2024Q1/joint_oracle,True,
cushion 2023-11-01/2024Q1/joint_oracle,True,0.0
cushion n 2023-11-01/2024Q1/joint_oracle,True,0.0
R to G 2023-11-01/2024Q1/joint_oracle,True,2.2737367544323206e-13
last p 2023-11-01/2024Q1/joint_oracle,True,
horizon 2023-11-01/2024Q1/joint_oracle,True,0.0
actual R 2023-11-01/2024Q1/joint_oracle,True,0.0
actual G 2023-11-01/2024Q1/joint_oracle,True,0.0
joint n 2023-11-01/2024Q1/joint_oracle,True,0.0
coefficient 2023-11-01/2024Q1/joint_oracle,True,0.0
point arithmetic 2023-11-01/2024Q1/joint_oracle,True,4.547473508864641e-13
oracle ineligible 2023-11-01/2024Q1/joint_oracle,True,
oracle actual availability 2023-11-01/2024Q1/joint_oracle,True,
cushion timing 2023-11-01/2024Q1/revenue_growth,True,
cushion 2023-11-01/2024Q1/revenue_growth,True,0.0
cushion n 2023-11-01/2024Q1/revenue_growth,True,0.0
R to G 2023-11-01/2024Q1/revenue_growth,True,0.0
last p 2023-11-01/2024Q1/revenue_growth,True,
horizon 2023-11-01/2024Q1/revenue_growth,True,0.0
actual R 2023-11-01/2024Q1/revenue_growth,True,0.0
actual G 2023-11-01/2024Q1/revenue_growth,True,0.0
revenue baseline 2023-11-01/2024Q1/revenue_growth,True,4.547473508864641e-13
cushion timing 2024-02-13/2024Q2/fixed,True,
cushion 2024-02-13/2024Q2/fixed,True,0.0
cushion n 2024-02-13/2024Q2/fixed,True,0.0
R to G 2024-02-13/2024Q2/fixed,True,0.0
last p 2024-02-13/2024Q2/fixed,True,
horizon 2024-02-13/2024Q2/fixed,True,0.0
actual R 2024-02-13/2024Q2/fixed,True,0.0
actual G 2024-02-13/2024Q2/fixed,True,0.0
fixed n 2024-02-13/2024Q2/fixed,True,0.0
coefficient 2024-02-13/2024Q2/fixed,True,0.0
point arithmetic 2024-02-13/2024Q2/fixed,True,4.547473508864641e-13
known exposure 2024-02-13/2024Q2/fixed,True,5.551115123125783e-17
exposure complement 2024-02-13/2024Q2/fixed,True,1.1102230246251565e-16
cushion timing 2024-02-13/2024Q2/fixed_oracle,True,
cushion 2024-02-13/2024Q2/fixed_oracle,True,0.0
cushion n 2024-02-13/2024Q2/fixed_oracle,True,0.0
R to G 2024-02-13/2024Q2/fixed_oracle,True,0.0
last p 2024-02-13/2024Q2/fixed_oracle,True,
horizon 2024-02-13/2024Q2/fixed_oracle,True,0.0
actual R 2024-02-13/2024Q2/fixed_oracle,True,0.0
actual G 2024-02-13/2024Q2/fixed_oracle,True,0.0
fixed n 2024-02-13/2024Q2/fixed_oracle,True,0.0
coefficient 2024-02-13/2024Q2/fixed_oracle,True,0.0
point arithmetic 2024-02-13/2024Q2/fixed_oracle,True,0.0
oracle ineligible 2024-02-13/2024Q2/fixed_oracle,True,
oracle actual availability 2024-02-13/2024Q2/fixed_oracle,True,
cushion timing 2024-02-13/2024Q2/guide_growth,True,
cushion 2024-02-13/2024Q2/guide_growth,True,0.0
cushion n 2024-02-13/2024Q2/guide_growth,True,0.0
R to G 2024-02-13/2024Q2/guide_growth,True,9.094947017729282e-13
last p 2024-02-13/2024Q2/guide_growth,True,
horizon 2024-02-13/2024Q2/guide_growth,True,0.0
actual R 2024-02-13/2024Q2/guide_growth,True,0.0
actual G 2024-02-13/2024Q2/guide_growth,True,0.0
guide baseline 2024-02-13/2024Q2/guide_growth,True,4.547473508864641e-13
latest guide anchor 2024-02-13/2024Q2/guide_growth,True,
cushion timing 2024-02-13/2024Q2/joint,True,
cushion 2024-02-13/2024Q2/joint,True,0.0
cushion n 2024-02-13/2024Q2/joint,True,0.0
R to G 2024-02-13/2024Q2/joint,True,0.0
last p 2024-02-13/2024Q2/joint,True,
horizon 2024-02-13/2024Q2/joint,True,0.0
actual R 2024-02-13/2024Q2/joint,True,0.0
actual G 2024-02-13/2024Q2/joint,True,0.0
joint n 2024-02-13/2024Q2/joint,True,0.0
coefficient 2024-02-13/2024Q2/joint,True,0.0
point arithmetic 2024-02-13/2024Q2/joint,True,9.094947017729282e-13
known exposure 2024-02-13/2024Q2/joint,True,6.938893903907228e-18
exposure complement 2024-02-13/2024Q2/joint,True,1.1102230246251565e-16
cushion timing 2024-02-13/2024Q2/joint_oracle,True,
cushion 2024-02-13/2024Q2/joint_oracle,True,0.0
cushion n 2024-02-13/2024Q2/joint_oracle,True,0.0
R to G 2024-02-13/2024Q2/joint_oracle,True,0.0
last p 2024-02-13/2024Q2/joint_oracle,True,
horizon 2024-02-13/2024Q2/joint_oracle,True,0.0
actual R 2024-02-13/2024Q2/joint_oracle,True,0.0
actual G 2024-02-13/2024Q2/joint_oracle,True,0.0
joint n 2024-02-13/2024Q2/joint_oracle,True,0.0
coefficient 2024-02-13/2024Q2/joint_oracle,True,0.0
point arithmetic 2024-02-13/2024Q2/joint_oracle,True,4.547473508864641e-13
oracle ineligible 2024-02-13/2024Q2/joint_oracle,True,
oracle actual availability 2024-02-13/2024Q2/joint_oracle,True,
cushion timing 2024-02-13/2024Q2/revenue_growth,True,
cushion 2024-02-13/2024Q2/revenue_growth,True,0.0
cushion n 2024-02-13/2024Q2/revenue_growth,True,0.0
R to G 2024-02-13/2024Q2/revenue_growth,True,0.0
last p 2024-02-13/2024Q2/revenue_growth,True,
horizon 2024-02-13/2024Q2/revenue_growth,True,0.0
actual R 2024-02-13/2024Q2/revenue_growth,True,0.0
actual G 2024-02-13/2024Q2/revenue_growth,True,0.0
revenue baseline 2024-02-13/2024Q2/revenue_growth,True,0.0
cushion timing 2024-05-08/2024Q3/fixed,True,
cushion 2024-05-08/2024Q3/fixed,True,0.0
cushion n 2024-05-08/2024Q3/fixed,True,0.0
R to G 2024-05-08/2024Q3/fixed,True,4.547473508864641e-13
last p 2024-05-08/2024Q3/fixed,True,
horizon 2024-05-08/2024Q3/fixed,True,0.0
actual R 2024-05-08/2024Q3/fixed,True,0.0
actual G 2024-05-08/2024Q3/fixed,True,0.0
fixed n 2024-05-08/2024Q3/fixed,True,0.0
coefficient 2024-05-08/2024Q3/fixed,True,0.0
point arithmetic 2024-05-08/2024Q3/fixed,True,0.0
known exposure 2024-05-08/2024Q3/fixed,True,1.1102230246251565e-16
exposure complement 2024-05-08/2024Q3/fixed,True,1.1102230246251565e-16
cushion timing 2024-05-08/2024Q3/fixed_oracle,True,
cushion 2024-05-08/2024Q3/fixed_oracle,True,0.0
cushion n 2024-05-08/2024Q3/fixed_oracle,True,0.0
R to G 2024-05-08/2024Q3/fixed_oracle,True,4.547473508864641e-13
last p 2024-05-08/2024Q3/fixed_oracle,True,
horizon 2024-05-08/2024Q3/fixed_oracle,True,0.0
actual R 2024-05-08/2024Q3/fixed_oracle,True,0.0
actual G 2024-05-08/2024Q3/fixed_oracle,True,0.0
fixed n 2024-05-08/2024Q3/fixed_oracle,True,0.0
coefficient 2024-05-08/2024Q3/fixed_oracle,True,0.0
point arithmetic 2024-05-08/2024Q3/fixed_oracle,True,9.094947017729282e-13
oracle ineligible 2024-05-08/2024Q3/fixed_oracle,True,
oracle actual availability 2024-05-08/2024Q3/fixed_oracle,True,
cushion timing 2024-05-08/2024Q3/guide_growth,True,
cushion 2024-05-08/2024Q3/guide_growth,True,0.0
cushion n 2024-05-08/2024Q3/guide_growth,True,0.0
R to G 2024-05-08/2024Q3/guide_growth,True,0.0
last p 2024-05-08/2024Q3/guide_growth,True,
horizon 2024-05-08/2024Q3/guide_growth,True,0.0
actual R 2024-05-08/2024Q3/guide_growth,True,0.0
actual G 2024-05-08/2024Q3/guide_growth,True,0.0
guide baseline 2024-05-08/2024Q3/guide_growth,True,0.0
latest guide anchor 2024-05-08/2024Q3/guide_growth,True,
cushion timing 2024-05-08/2024Q3/joint,True,
cushion 2024-05-08/2024Q3/joint,True,0.0
cushion n 2024-05-08/2024Q3/joint,True,0.0
R to G 2024-05-08/2024Q3/joint,True,4.547473508864641e-13
last p 2024-05-08/2024Q3/joint,True,
horizon 2024-05-08/2024Q3/joint,True,0.0
actual R 2024-05-08/2024Q3/joint,True,0.0
actual G 2024-05-08/2024Q3/joint,True,0.0
joint n 2024-05-08/2024Q3/joint,True,0.0
coefficient 2024-05-08/2024Q3/joint,True,0.0
point arithmetic 2024-05-08/2024Q3/joint,True,9.094947017729282e-13
known exposure 2024-05-08/2024Q3/joint,True,8.326672684688674e-17
exposure complement 2024-05-08/2024Q3/joint,True,1.1102230246251565e-16
cushion timing 2024-05-08/2024Q3/joint_oracle,True,
cushion 2024-05-08/2024Q3/joint_oracle,True,0.0
cushion n 2024-05-08/2024Q3/joint_oracle,True,0.0
R to G 2024-05-08/2024Q3/joint_oracle,True,0.0
last p 2024-05-08/2024Q3/joint_oracle,True,
horizon 2024-05-08/2024Q3/joint_oracle,True,0.0
actual R 2024-05-08/2024Q3/joint_oracle,True,0.0
actual G 2024-05-08/2024Q3/joint_oracle,True,0.0
joint n 2024-05-08/2024Q3/joint_oracle,True,0.0
coefficient 2024-05-08/2024Q3/joint_oracle,True,0.0
point arithmetic 2024-05-08/2024Q3/joint_oracle,True,0.0
oracle ineligible 2024-05-08/2024Q3/joint_oracle,True,
oracle actual availability 2024-05-08/2024Q3/joint_oracle,True,
cushion timing 2024-05-08/2024Q3/revenue_growth,True,
cushion 2024-05-08/2024Q3/revenue_growth,True,0.0
cushion n 2024-05-08/2024Q3/revenue_growth,True,0.0
R to G 2024-05-08/2024Q3/revenue_growth,True,0.0
last p 2024-05-08/2024Q3/revenue_growth,True,
horizon 2024-05-08/2024Q3/revenue_growth,True,0.0
actual R 2024-05-08/2024Q3/revenue_growth,True,0.0
actual G 2024-05-08/2024Q3/revenue_growth,True,0.0
revenue baseline 2024-05-08/2024Q3/revenue_growth,True,0.0
cushion timing 2024-08-06/2024Q4/fixed,True,
cushion 2024-08-06/2024Q4/fixed,True,0.0
cushion n 2024-08-06/2024Q4/fixed,True,0.0
R to G 2024-08-06/2024Q4/fixed,True,4.547473508864641e-13
last p 2024-08-06/2024Q4/fixed,True,
horizon 2024-08-06/2024Q4/fixed,True,0.0
actual R 2024-08-06/2024Q4/fixed,True,0.0
actual G 2024-08-06/2024Q4/fixed,True,0.0
fixed n 2024-08-06/2024Q4/fixed,True,0.0
coefficient 2024-08-06/2024Q4/fixed,True,0.0
point arithmetic 2024-08-06/2024Q4/fixed,True,4.547473508864641e-13
known exposure 2024-08-06/2024Q4/fixed,True,0.0
exposure complement 2024-08-06/2024Q4/fixed,True,1.1102230246251565e-16
cushion timing 2024-08-06/2024Q4/fixed_oracle,True,
cushion 2024-08-06/2024Q4/fixed_oracle,True,0.0
cushion n 2024-08-06/2024Q4/fixed_oracle,True,0.0
R to G 2024-08-06/2024Q4/fixed_oracle,True,0.0
last p 2024-08-06/2024Q4/fixed_oracle,True,
horizon 2024-08-06/2024Q4/fixed_oracle,True,0.0
actual R 2024-08-06/2024Q4/fixed_oracle,True,0.0
actual G 2024-08-06/2024Q4/fixed_oracle,True,0.0
fixed n 2024-08-06/2024Q4/fixed_oracle,True,0.0
coefficient 2024-08-06/2024Q4/fixed_oracle,True,0.0
point arithmetic 2024-08-06/2024Q4/fixed_oracle,True,4.547473508864641e-13
oracle ineligible 2024-08-06/2024Q4/fixed_oracle,True,
oracle actual availability 2024-08-06/2024Q4/fixed_oracle,True,
cushion timing 2024-08-06/2024Q4/guide_growth,True,
cushion 2024-08-06/2024Q4/guide_growth,True,0.0
cushion n 2024-08-06/2024Q4/guide_growth,True,0.0
R to G 2024-08-06/2024Q4/guide_growth,True,0.0
last p 2024-08-06/2024Q4/guide_growth,True,
horizon 2024-08-06/2024Q4/guide_growth,True,0.0
actual R 2024-08-06/2024Q4/guide_growth,True,0.0
actual G 2024-08-06/2024Q4/guide_growth,True,0.0
guide baseline 2024-08-06/2024Q4/guide_growth,True,0.0
latest guide anchor 2024-08-06/2024Q4/guide_growth,True,
cushion timing 2024-08-06/2024Q4/joint,True,
cushion 2024-08-06/2024Q4/joint,True,0.0
cushion n 2024-08-06/2024Q4/joint,True,0.0
R to G 2024-08-06/2024Q4/joint,True,4.547473508864641e-13
last p 2024-08-06/2024Q4/joint,True,
horizon 2024-08-06/2024Q4/joint,True,0.0
actual R 2024-08-06/2024Q4/joint,True,0.0
actual G 2024-08-06/2024Q4/joint,True,0.0
