merchant_name,category,bnpl_provider,source_urls,merchant_urls
1stopbedrooms,Garden & Patio,klarna,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/; https://www.klarna.com/us/shopping/t/1424/Garden-Patio/; https://www.klarna.com/us/shopping/t/182/Home-Improvement/; https://www.klarna.com/us/shopping/t/3/Home-Appliances/; https://www.klarna.com/us/shopping/t/34/Home-Appliances/,https://www.klarna.com/us/store/040b6935-66b2-475d-b16c-b13d69c7986f/1stopbedrooms/pay-with-klarna/
1stopbedrooms,Kitchen Appliances,klarna,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/; https://www.klarna.com/us/shopping/t/1424/Garden-Patio/; https://www.klarna.com/us/shopping/t/182/Home-Improvement/; https://www.klarna.com/us/shopping/t/3/Home-Appliances/; https://www.klarna.com/us/shopping/t/34/Home-Appliances/,https://www.klarna.com/us/store/040b6935-66b2-475d-b16c-b13d69c7986f/1stopbedrooms/pay-with-klarna/
1stopbedrooms,Home Appliances,klarna,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/; https://www.klarna.com/us/shopping/t/1424/Garden-Patio/; https://www.klarna.com/us/shopping/t/182/Home-Improvement/; https://www.klarna.com/us/shopping/t/3/Home-Appliances/; https://www.klarna.com/us/shopping/t/34/Home-Appliances/,https://www.klarna.com/us/store/040b6935-66b2-475d-b16c-b13d69c7986f/1stopbedrooms/pay-with-klarna/
20 SOMETHING,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,
2020AVE,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,
2BigFeet,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,https://www.klarna.com/us/store/3d21bcdb-633b-4f38-84f9-4b92eb0bf63e/2bigfeet/pay-with-klarna/
2M Automotive,Automotive,klarna,https://www.klarna.com/us/shopping/t/11/Automotive/,https://www.klarna.com/us/store/19b9066b-dcf2-4c96-8c66-2284153bfcb3/2m-automotive/pay-with-klarna/
32 Degrees,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,https://www.klarna.com/us/store/f414be49-0999-4ff9-82da-942c5378bf0b/32-degrees/pay-with-klarna/
4inkjets,TV & Audio,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,
4inkjets,Computers & Tablets,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,
4inkjets,Photography,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,
4inkjets,Gaming & Entertainment,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,
4inkjets,Phones & Smartwatches,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,
5.11 Tactical Series,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,https://www.klarna.com/us/store/5229664c-7c56-486c-af84-96b501b81a9a/5.11-tactical-series/pay-with-klarna/
5th Gear Automotive,Automotive,klarna,https://www.klarna.com/us/shopping/t/11/Automotive/,https://www.klarna.com/us/store/2eea2d7b-e0b2-4681-98aa-45848bcc272b/5th-gear-automotive/pay-with-klarna/
6 to 6 Auto Service,Automotive,klarna,https://www.klarna.com/us/shopping/t/11/Automotive/,
686,Sports & Outdoor,klarna,https://www.klarna.com/us/shopping/t/27/Sports-Outdoor/,https://www.klarna.com/us/store/164edb9d-fd8b-440d-82c2-99365b13bd8c/686/pay-with-klarna/
6pm,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,https://www.klarna.com/us/store/634be3ec-af46-4675-93e5-c78cb3b8b86f/6pm/pay-with-klarna/
7 for All Mankind,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,https://www.klarna.com/us/store/d4967b0e-840e-4518-ae94-0a950e3553c3/7-for-all-mankind/pay-with-klarna/
8&9 MFG Co,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,https://www.klarna.com/us/store/c3833c87-7098-4e37-8075-6f89216b7c8a/8-9-mfg-co/pay-with-klarna/
8otherreasons,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,
9 Five,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,https://www.klarna.com/us/store/53d9d274-51c4-4f9d-8804-5854485dcc27/9-five/pay-with-klarna/
A&A Automotive Service,Automotive,klarna,https://www.klarna.com/us/shopping/t/11/Automotive/,
A&E AUTOMOTIVE SALES,Automotive,klarna,https://www.klarna.com/us/shopping/t/11/Automotive/,
AAA | American Automobile Association,Automotive,klarna,https://www.klarna.com/us/shopping/t/11/Automotive/,https://www.klarna.com/us/store/ebc57bed-86be-4e60-abbd-6a1cd8fe5f8a/aaa-%7C-american-automobile-association/pay-with-klarna/
AAA-Autoteile,Automotive,klarna,https://www.klarna.com/us/shopping/t/11/Automotive/,
AbayaButh,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,https://www.klarna.com/us/store/a1b466ed-eb62-4ea1-a077-998ac5aed8e1/abayabuth/pay-with-klarna/
ABC Auto Wrecking,Automotive,klarna,https://www.klarna.com/us/shopping/t/11/Automotive/,
ABC Carpet & Home,Home & Appliances,klarna,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/; https://www.klarna.com/us/shopping/t/1424/Garden-Patio/; https://www.klarna.com/us/shopping/t/182/Home-Improvement/; https://www.klarna.com/us/shopping/t/3/Home-Appliances/; https://www.klarna.com/us/shopping/t/34/Home-Appliances/,https://www.klarna.com/us/store/9e4047c8-a244-454c-8848-c60ca82e11b9/abc-carpet-home/pay-with-klarna/
ABC Carpet & Home,Home Improvement,klarna,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/; https://www.klarna.com/us/shopping/t/1424/Garden-Patio/; https://www.klarna.com/us/shopping/t/182/Home-Improvement/; https://www.klarna.com/us/shopping/t/3/Home-Appliances/; https://www.klarna.com/us/shopping/t/34/Home-Appliances/,https://www.klarna.com/us/store/9e4047c8-a244-454c-8848-c60ca82e11b9/abc-carpet-home/pay-with-klarna/
ABC Carpet & Home,Garden & Patio,klarna,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/; https://www.klarna.com/us/shopping/t/1424/Garden-Patio/; https://www.klarna.com/us/shopping/t/182/Home-Improvement/; https://www.klarna.com/us/shopping/t/3/Home-Appliances/; https://www.klarna.com/us/shopping/t/34/Home-Appliances/,https://www.klarna.com/us/store/9e4047c8-a244-454c-8848-c60ca82e11b9/abc-carpet-home/pay-with-klarna/
ABC Carpet & Home,Kitchen Appliances,klarna,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/; https://www.klarna.com/us/shopping/t/1424/Garden-Patio/; https://www.klarna.com/us/shopping/t/182/Home-Improvement/; https://www.klarna.com/us/shopping/t/3/Home-Appliances/; https://www.klarna.com/us/shopping/t/34/Home-Appliances/,https://www.klarna.com/us/store/9e4047c8-a244-454c-8848-c60ca82e11b9/abc-carpet-home/pay-with-klarna/
ABC Carpet & Home,Home Appliances,klarna,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/; https://www.klarna.com/us/shopping/t/1424/Garden-Patio/; https://www.klarna.com/us/shopping/t/182/Home-Improvement/; https://www.klarna.com/us/shopping/t/3/Home-Appliances/; https://www.klarna.com/us/shopping/t/34/Home-Appliances/,https://www.klarna.com/us/store/9e4047c8-a244-454c-8848-c60ca82e11b9/abc-carpet-home/pay-with-klarna/
Abercrombie & Fitch,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,https://www.klarna.com/us/store/5d035a17-dc52-49a0-89e1-8305a5840741/abercrombie-fitch/pay-with-klarna/
Aberdeen Automotive,Automotive,klarna,https://www.klarna.com/us/shopping/t/11/Automotive/,
ABS Unlimited Auto Repair,Automotive,klarna,https://www.klarna.com/us/shopping/t/11/Automotive/,
Abunda,TV & Audio,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,https://www.klarna.com/us/store/fcf4f5be-bb8d-4a3b-925e-f5d68878a892/abunda/pay-with-klarna/
Abunda,Computers & Tablets,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,https://www.klarna.com/us/store/fcf4f5be-bb8d-4a3b-925e-f5d68878a892/abunda/pay-with-klarna/
Abunda,Photography,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,https://www.klarna.com/us/store/fcf4f5be-bb8d-4a3b-925e-f5d68878a892/abunda/pay-with-klarna/
Abunda,Gaming & Entertainment,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,https://www.klarna.com/us/store/fcf4f5be-bb8d-4a3b-925e-f5d68878a892/abunda/pay-with-klarna/
Abunda,Phones & Smartwatches,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,https://www.klarna.com/us/store/fcf4f5be-bb8d-4a3b-925e-f5d68878a892/abunda/pay-with-klarna/
ACACIA,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,https://www.klarna.com/us/store/412734d3-5815-475b-ac6c-9dfc16d674c2/acacia/pay-with-klarna/
Academy Sports,Sports & Outdoor,klarna,https://www.klarna.com/us/shopping/t/27/Sports-Outdoor/,https://www.klarna.com/us/store/c7f9eb06-0d0d-4ded-8fbb-e1e10e7c6595/academy-sports/pay-with-klarna/
Ace Hardware,Home & Appliances,klarna,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/; https://www.klarna.com/us/shopping/t/1424/Garden-Patio/; https://www.klarna.com/us/shopping/t/182/Home-Improvement/; https://www.klarna.com/us/shopping/t/3/Home-Appliances/; https://www.klarna.com/us/shopping/t/34/Home-Appliances/,https://www.klarna.com/us/store/6abd89f3-c893-4211-91ed-2a168b2a7fcf/ace-hardware/pay-with-klarna/
Ace Hardware,Home Improvement,klarna,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/; https://www.klarna.com/us/shopping/t/1424/Garden-Patio/; https://www.klarna.com/us/shopping/t/182/Home-Improvement/; https://www.klarna.com/us/shopping/t/3/Home-Appliances/; https://www.klarna.com/us/shopping/t/34/Home-Appliances/,https://www.klarna.com/us/store/6abd89f3-c893-4211-91ed-2a168b2a7fcf/ace-hardware/pay-with-klarna/
Ace Hardware,Garden & Patio,klarna,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/; https://www.klarna.com/us/shopping/t/1424/Garden-Patio/; https://www.klarna.com/us/shopping/t/182/Home-Improvement/; https://www.klarna.com/us/shopping/t/3/Home-Appliances/; https://www.klarna.com/us/shopping/t/34/Home-Appliances/,https://www.klarna.com/us/store/6abd89f3-c893-4211-91ed-2a168b2a7fcf/ace-hardware/pay-with-klarna/
Ace Hardware,Kitchen Appliances,klarna,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/; https://www.klarna.com/us/shopping/t/1424/Garden-Patio/; https://www.klarna.com/us/shopping/t/182/Home-Improvement/; https://www.klarna.com/us/shopping/t/3/Home-Appliances/; https://www.klarna.com/us/shopping/t/34/Home-Appliances/,https://www.klarna.com/us/store/6abd89f3-c893-4211-91ed-2a168b2a7fcf/ace-hardware/pay-with-klarna/
Ace Hardware,Home Appliances,klarna,https://www.klarna.com/us/shopping/t/14/Kitchen-Appliances/; https://www.klarna.com/us/shopping/t/1424/Garden-Patio/; https://www.klarna.com/us/shopping/t/182/Home-Improvement/; https://www.klarna.com/us/shopping/t/3/Home-Appliances/; https://www.klarna.com/us/shopping/t/34/Home-Appliances/,https://www.klarna.com/us/store/6abd89f3-c893-4211-91ed-2a168b2a7fcf/ace-hardware/pay-with-klarna/
Active Faith Sports,Sports & Outdoor,klarna,https://www.klarna.com/us/shopping/t/27/Sports-Outdoor/,
Active Ride Shop,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,
Actively Black,Sports & Outdoor,klarna,https://www.klarna.com/us/shopping/t/27/Sports-Outdoor/,https://www.klarna.com/us/store/67725d4b-495a-4843-8951-5f16c3653ef0/actively-black/pay-with-klarna/
Adam & Eve,Health & Beauty,klarna,https://www.klarna.com/us/shopping/t/10/Health-Beauty/,
Adidas,Sports & Outdoor,klarna,https://www.klarna.com/us/shopping/t/27/Sports-Outdoor/,https://www.klarna.com/us/store/c298c95e-aa8e-460b-ae43-98ded8ebd6a3/adidas/pay-with-klarna/
Adika,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,
Adina's Jewels,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,
Adorama,TV & Audio,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,https://www.klarna.com/us/store/541fefd4-6c64-4e37-8839-67f2a1c3cdcc/adorama/pay-with-klarna/
Adorama,Computers & Tablets,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,https://www.klarna.com/us/store/541fefd4-6c64-4e37-8839-67f2a1c3cdcc/adorama/pay-with-klarna/
Adorama,Photography,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,https://www.klarna.com/us/store/541fefd4-6c64-4e37-8839-67f2a1c3cdcc/adorama/pay-with-klarna/
Adorama,Gaming & Entertainment,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,https://www.klarna.com/us/store/541fefd4-6c64-4e37-8839-67f2a1c3cdcc/adorama/pay-with-klarna/
Adorama,Phones & Smartwatches,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,https://www.klarna.com/us/store/541fefd4-6c64-4e37-8839-67f2a1c3cdcc/adorama/pay-with-klarna/
Adore Me,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,https://www.klarna.com/us/store/99d2beaf-dd76-4b3c-bfc7-3baaffc07a11/adore-me/pay-with-klarna/
Adorn Purse Co.,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,
Adrianna Papell,Clothing & Accessories,klarna,https://www.klarna.com/us/shopping/t/141/Clothing-Accessories/,https://www.klarna.com/us/store/9b6a84f6-d7d5-4bd5-a23d-370ea3de82eb/adrianna-papell/pay-with-klarna/
Advance Auto Parts,Automotive,klarna,https://www.klarna.com/us/shopping/t/11/Automotive/,https://www.klarna.com/us/store/5cfd8562-e9f5-4a57-96cd-6b248858108a/advance-auto-parts/pay-with-klarna/
Advanced Sim Racing,TV & Audio,klarna,https://www.klarna.com/us/shopping/t/1/TV-Audio/; https://www.klarna.com/us/shopping/t/17/Photography/; https://www.klarna.com/us/shopping/t/19/Gaming-Entertainment/; https://www.klarna.com/us/shopping/t/2/Computers-Tablets/; https://www.klarna.com/us/shopping/t/4/Phones-Smartwatches/,https://www.klarna.com/us/store/f7dacb7e-e6a2-43df-b4d8-02adfbc82ff7/advanced-sim-racing/pay-with-klarna/
