adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote
0001193125-10-059399,ProfitLoss,us-gaap/2009,20100131,1,USD,,,305000000.0000,
0000950123-10-005134,NoncurrentCapitalLeaseReceivablesAdjustment,0000950123-10-005134,20091231,1,USD,,,-30700000.0000,
0001193125-10-037160,FinanceReceivablesHeldForInvestmentNoncurrent,0001193125-10-037160,20081231,0,USD,,,817102000.0000,
0001193125-10-042948,TemporaryConsultingExpensesReclassification,0001193125-10-042948,20081231,4,USD,,,100000000.0000,
0001122304-10-000024,ShortTermFuturePolicyBenefits,0001122304-10-000024,20081231,0,USD,,,759700000.0000,
0001193125-10-042577,SalesRevenueServicesNet,us-gaap/2009,20071231,4,USD,,,2448000000.0000,
0000897101-10-000409,OtherAssetsCurrent,us-gaap/2009,20081231,0,USD,,,158821000.0000,
0000732717-10-000013,OtherIntangibleAssetsNet,0000732717-10-000013,20081231,0,USD,,,5824000000.0000,
0001193125-10-036866,PaymentsOfDebtIssuanceCosts,us-gaap/2009,20071231,4,USD,,,834000.0000,
0000950123-10-016370,NetCashProvidedByUsedInInvestingActivities,us-gaap/2009,20071231,4,USD,,,-58300000.0000,
0001193125-10-026625,PaymentsForRepurchaseOfCommonStock,us-gaap/2009,20091231,4,USD,,,0.0000,
0001193125-10-036348,ProceedsFromSaleOfProductiveAssets,us-gaap/2009,20071231,4,USD,,,0.0000,
0001193125-10-040508,PaymentsForProceedsFromRemovalCosts,us-gaap/2009,20071231,4,USD,,,37000000.0000,
0000909281-10-000030,GainsInInvestmentSecuritiesRecognizedInNetIncomeTax,0000909281-10-000030,20071231,4,USD,,,0.0000,
0000874016-10-000018,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2009,20071231,4,shares,,,101300000.0000,
0001193125-10-042025,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2009,20081231,4,shares,,,1146000000.0000,
0000950123-10-015380,AverageWholesalePricingLitigationCharge,0000950123-10-015380,20071231,4,USD,,,56000000.0000,
0001193125-10-040947,ShortTermBorrowingsIncludingCommercialPaper,0001193125-10-040947,20091231,0,USD,,,162000000.0000,
0001193125-10-041620,OperationsAndMaintenance,0001193125-10-041620,20091231,4,USD,,,610000000.0000,
0001354488-10-000860,ComplianceReportingServices,0001354488-10-000860,20091231,4,USD,,,713510.0000,
0001193125-10-034780,InterestExpenseNet,0001193125-10-034780,20071231,4,USD,,,118585000.0000,
0001193125-10-040838,ProceedsFromRealEstateFinancingTransactions,0001193125-10-040838,20091231,4,USD,,,0.0000,
0001004980-10-000015,PreferredStockParSeriesValueInDollarsPerShare,0001004980-10-000015,20081231,0,USD,,,100.0000,
0001193125-10-040826,RepaymentsOfLongTermLinesOfCredit,us-gaap/2009,20091231,4,USD,,,100000000.0000,
0001193125-10-021555,RepaymentsOfOtherDebt,us-gaap/2009,20081231,2,USD,,,327000000.0000,
0001004980-10-000015,RegulatoryAssetsNoncurrent,us-gaap/2009,20081231,0,USD,,,5996000000.0000,
0001047469-10-001028,PaymentsOfDebtIssuanceCosts,us-gaap/2009,20071231,4,USD,,,10200000.0000,
0001193125-10-040142,PaymentsForRepurchaseOfPreferredStockAndPreferenceStock,us-gaap/2009,20081231,4,USD,,,0.0000,
0000950123-10-018464,ReceivablesFromCustomersAndCounterparties,0000950123-10-018464,20081130,0,USD,,,64665000000.0000,
0001047469-10-001324,AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationAmortization,0001047469-10-001324,20081231,4,USD,,,28640000.0000,
0000950123-10-009025,PaymentsForRepurchaseOfCommonStock,us-gaap/2009,20081231,4,USD,,,614200000.0000,
0000732717-10-000013,ProceedsFromSaleOfTreasuryStock,us-gaap/2009,20081231,4,USD,,,319000000.0000,
0000950123-10-004150,PaymentsForRepurchaseOfCommonStock,us-gaap/2009,20070930,4,USD,,,450124000.0000,
0001193125-10-053838,ProceedsFromSaleOfAvailableForSaleSecurities,us-gaap/2009,20100131,4,USD,,,874573000.0000,
0000950123-10-018286,GatheringSystemExpenditures,0000950123-10-018286,20081231,4,USD,,,0.0000,
0001104659-10-009153,OtherNonoperatingIncomeExpense,us-gaap/2009,20071231,4,USD,,,23600000.0000,
0001047469-10-001515,ProceedsFromSaleAndMaturityOfMarketableSecurities,us-gaap/2009,20081231,4,USD,,,446300000.0000,
0001193125-10-038391,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2009,20091231,4,USD,,,280000000.0000,
0001193125-10-040508,InterestExpense,us-gaap/2009,20071231,4,USD,,,727000000.0000,
0001193125-10-036181,OtherNonoperatingIncome,us-gaap/2009,20081231,4,USD,,,12452000.0000,
0001193125-10-043035,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2009,20091231,4,USD,,,0.0000,
0000950123-10-005721,IncreaseDecreaseInReceivables,us-gaap/2009,20081231,1,USD,,,2716000000.0000,
0001193125-10-043155,PaymentsOfDividendsCommonStock,us-gaap/2009,20081231,4,USD,,,534000000.0000,
0001193125-10-042642,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,us-gaap/2009,20081231,4,USD,,,-239300000.0000,
0000950123-10-014479,PropertyPlantAndEquipmentNet,us-gaap/2009,20091231,0,USD,,,3963000000.0000,
0001193125-10-034314,PreferredStockParOrStatedValuePerShare,us-gaap/2009,20090930,0,USD,,,0.0100,
0000950123-10-007509,PreferredStockParOrStatedValuePerShare,us-gaap/2009,20081231,0,USD,,,1.0000,
0001193125-10-059399,PaymentsOfDividends,us-gaap/2009,20090131,2,USD,,,69000000.0000,
0000950123-10-017877,PaymentsForOriginationOfMortgageLoansHeldForSale,us-gaap/2009,20091231,4,USD,,,-414299000000.0000,
0001104659-10-005204,IncreaseDecreaseInAccountsAndOtherReceivables,us-gaap/2009,20091031,4,USD,,,549000000.0000,
0000950123-10-018180,ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,us-gaap/2009,20081231,4,USD,,,-5000000.0000,
0001193125-10-061795,OperatingIncomeLoss,us-gaap/2009,20090131,4,USD,,,1536000000.0000,
0001104659-10-017012,NonoperatingIncomeExpense,us-gaap/2009,20071231,4,USD,,,115000000.0000,
0001193125-10-042763,IncreaseDecreaseInCashAndSecuritiesSegregatedUnderFederalAndOtherRegulations,0001193125-10-042763,20081130,4,USD,,,-5001000000.0000,
0001193125-10-043083,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20061231,0,USD,,,26907000000.0000,
0000797468-10-000020,RevenuesOperatingAndNonoperating,0000797468-10-000020,20071231,4,USD,,,20013000000.0000,
0000874016-10-000018,EffectOfSaleOfCompany,0000874016-10-000018,20071231,4,USD,,,-7300000.0000,
0001193125-10-044592,OtherAssetsCurrent,us-gaap/2009,20091231,0,USD,,,87000000.0000,
0000950123-10-015824,OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20081231,4,USD,,,580000000.0000,
0001193125-10-023041,OtherAssetsCurrent,us-gaap/2009,20081231,0,USD,,,933000000.0000,
0001193125-10-038962,PaymentsToAcquireOtherInvestments,us-gaap/2009,20091231,4,USD,,,4000000.0000,
0001047469-10-001465,PreferredStockIncludingAdditionalPaidInCapital,us-gaap/2009,20091231,0,USD,,,69784000000.0000,
0001193125-10-042347,TreasuryStockValueAcquiredCostMethod,us-gaap/2009,20071231,4,USD,,,1084000000.0000,
0001047469-10-002121,PaymentsForRepurchaseOfCommonStock,us-gaap/2009,20090131,4,USD,,,2815000000.0000,
0001193125-10-042997,PaymentsForRepurchaseOfCommonStock,us-gaap/2009,20091231,4,USD,,,0.0000,
0000950123-10-018160,PaymentsForRepurchaseOfCommonStock,us-gaap/2009,20091231,4,USD,,,453888000.0000,
0000704051-10-000017,LongTermDebtCurrent,us-gaap/2009,20091231,0,USD,,,556587000.0000,
0000950123-10-017899,OtherNonoperatingIncomeExpense,us-gaap/2009,20091231,4,USD,,,5000000.0000,
0001047469-10-001604,ProceedsFromRepaymentsOfShortTermDebt,us-gaap/2009,20081231,4,USD,,,1643000000.0000,
0001193125-10-044311,ProceedsFromPaymentsForOtherFinancingActivities,us-gaap/2009,20071231,4,USD,,,13000000.0000,
0001193125-10-042685,PaymentsToAcquireAvailableForSaleSecurities,us-gaap/2009,20091231,4,USD,,,14053000000.0000,
0001104659-10-010302,PaymentsForSoftware,us-gaap/2009,20091231,4,USD,,,44800000.0000,
0001193125-10-034034,InterestExpense,us-gaap/2009,20081231,4,USD,,,39800000.0000,
0000950123-10-019343,OtherAssetsNoncurrent,us-gaap/2009,20081231,0,USD,,,73310000.0000,
0001193125-10-034308,PaymentsToAcquireAdditionalInterestInSubsidiaries,us-gaap/2009,20071231,4,USD,,,3000000.0000,
0000950123-10-027758,RetainedEarningsAccumulatedDeficit,us-gaap/2009,20100228,0,USD,,,852936000.0000,
0001193125-10-012479,PaymentsOfDividends,us-gaap/2009,20081231,1,USD,,,81000000.0000,
0000950123-10-011337,OtherAmortizationOfDeferredCharges,us-gaap/2009,20071231,4,USD,,,0.0000,
0000950123-10-018432,IncomeTaxExpenseBenefit,us-gaap/2009,20081231,4,USD,,,68011000.0000,
0001104659-10-007295,PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,us-gaap/2009,20081231,0,USD,,,2847000000.0000,
0001193125-10-061070,NetCashProvidedByUsedInOperatingActivities,us-gaap/2009,20080131,4,USD,,,708500000.0000,
0000950123-10-016370,LiabilitiesCurrent,us-gaap/2009,20091231,0,USD,,,5456800000.0000,
0001193125-10-024580,ImpairmentOfLongLivedAssetsToBeDisposedOf,us-gaap/2009,20081231,1,USD,,,34000.0000,
0000874016-10-000018,DividendsCommonStock,us-gaap/2009,20071231,4,USD,,,57200000.0000,
0000018230-10-000092,DividendsCommonStock,us-gaap/2009,20071231,4,USD,,,-877000000.0000,
0001193125-10-043162,IncomeTaxesPaid,us-gaap/2009,20081231,4,USD,,,14712000.0000,
0000067716-10-000030,CommonStockSharesAuthorized,us-gaap/2009,20081231,0,shares,,,500000000.0000,
0001047469-10-000766,GainLossOnInvestments,us-gaap/2009,20081231,4,USD,,,-7230000.0000,
0000950123-10-012453,PaymentsOfDividendsPreferredStockAndPreferenceStock,us-gaap/2009,20071231,4,USD,,,10000000.0000,
0001193125-10-044584,DividendsCash,us-gaap/2009,20091231,4,USD,,,203600000.0000,
0000950123-10-016821,CashAndCashEquivalentsAtCarryingValue,us-gaap/2009,20061231,0,USD,,,325083000.0000,
0001047469-10-001324,DistributionMadeToMemberOrLimitedPartnerCashDistribution,us-gaap/2009,20091231,4,USD,,,928400000.0000,
0001193125-10-043237,DeferredTaxAssetsNetCurrent,us-gaap/2009,20091231,0,USD,,,45024000.0000,
0001193125-10-032740,LiabilitiesAndStockholdersEquity,us-gaap/2009,20090731,0,USD,,,68128000000.0000,
0001193125-10-024580,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,us-gaap/2009,20091231,0,USD,,,222000.0000,
0000950123-10-014582,InterestPaid,us-gaap/2009,20081231,4,USD,,,1363351000.0000,
0001193125-10-044365,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2009,20091231,4,USD,,,110000000.0000,
0001193125-10-059399,InterestExpense,us-gaap/2009,20090131,1,USD,,,25000000.0000,
0001193125-10-038679,PaymentsToAcquireMarketableSecurities,us-gaap/2009,20081231,4,USD,,,48404000000.0000,
0001193125-10-027229,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2009,20091231,4,USD,,,486000000.0000,
0001193125-10-044592,PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap/2009,20091231,4,USD,,,188500000.0000,
0001193125-10-052764,IncreaseDecreaseInOtherOperatingLiabilities,us-gaap/2009,20091231,4,USD,,,18000000.0000,
0000702165-10-000049,RetainedEarningsAccumulatedDeficit,us-gaap/2009,20081231,0,USD,,,8501000000.0000,
0000950123-10-017899,ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,us-gaap/2009,20071231,4,USD,,,172000000.0000,
0001193125-10-040826,NetCashProvidedByUsedInFinancingActivities,us-gaap/2009,20071231,4,USD,,,-425176000.0000,
0001193125-10-044592,OtherAssetImpairmentCharges,us-gaap/2009,20081231,4,USD,,,1100000.0000,
0000950123-10-017949,PaymentsForPurchaseOfSecuritiesOperatingActivities,us-gaap/2009,20091231,4,USD,,,-41900000.0000,
0001047469-10-001666,IncomeTaxExpenseBenefit,us-gaap/2009,20071231,4,USD,,,310000000.0000,
0001193125-10-034314,PaymentsForProceedsFromOtherInvestingActivities,us-gaap/2009,20070930,4,USD,,,-21000000.0000,
0001104659-10-006102,IncomeTaxExpenseBenefit,us-gaap/2009,20081231,4,USD,,,236700000.0000,
0001047469-10-001362,MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,us-gaap/2009,20091231,4,USD,,,-59000000.0000,
0001047469-10-001018,PaymentsForProceedsFromOtherInvestingActivities,us-gaap/2009,20081231,4,USD,,,75061000.0000,
0001193125-10-025672,LiabilitiesCurrent,us-gaap/2009,20091231,0,USD,,,851568000.0000,
0001047469-10-001512,OtherCostAndExpenseOperating,us-gaap/2009,20071231,4,USD,,,6637000.0000,
0001193125-10-035019,LongTermDebtNoncurrent,us-gaap/2009,20091231,0,USD,,,1678166000.0000,
0000950123-10-018336,GeneralAndAdministrativeExpense,us-gaap/2009,20091231,4,USD,,,647000000.0000,
0001193125-10-034180,InsuranceServicesRevenue,us-gaap/2009,20081231,4,USD,,,61579200000.0000,
0001193125-10-036348,EffectOfExchangeRateOnCashAndCashEquivalents,us-gaap/2009,20091231,4,USD,,,1200000.0000,
0000950123-10-015824,IncomeLossFromEquityMethodInvestments,us-gaap/2009,20081231,4,USD,,,59000000.0000,
0001370368-10-000015,IncomeLossFromContinuingOperations,us-gaap/2009,20081231,4,CHF,,,-7687000000.0000,
0001193125-10-042765,GainLossOnSaleOfOtherAssets,us-gaap/2009,20091231,4,USD,,,-56000000.0000,
0001157523-10-001098,PaymentsToAcquireProductiveAssets,us-gaap/2009,20081231,4,USD,,,10009000.0000,
0000950123-10-018235,DividendsPreferredStock,us-gaap/2009,20071231,4,USD,,,-503000000.0000,
0001193125-10-028165,CostsAndExpenses,us-gaap/2009,20071231,4,USD,,,10487000000.0000,
0001047469-10-000948,IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,us-gaap/2009,20071231,4,USD,,,0.0800,
0000065984-10-000041,EarningsPerShareBasic,us-gaap/2009,20081231,4,USD,,,6.3900,
0000950123-10-026782,LongTermDebtAndCapitalLeaseObligationsCurrent,us-gaap/2009,20100131,0,USD,,,356000000.0000,
0001193125-10-041006,NetIncomeLoss,us-gaap/2009,20091231,4,USD,,,658000000.0000,
0001144204-10-005166,LiabilitiesAndStockholdersEquity,us-gaap/2009,20091231,0,USD,,,21489000000.0000,
0000909281-10-000028,IncreaseDecreaseInOtherOperatingCapitalNet,us-gaap/2009,20081231,4,USD,,,-39184000.0000,
0001047469-10-001674,CashPaidForCapitalizedInterest,us-gaap/2009,20071231,4,USD,,,86606000.0000,
0001047469-10-001028,AllowanceForDoubtfulAccountsReceivableCurrent,us-gaap/2009,20081231,0,USD,,,7900000.0000,
0001193125-10-052764,IncreaseDecreaseInDeferredCharges,us-gaap/2009,20071231,4,USD,,,72000000.0000,
0001047469-10-001364,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,us-gaap/2009,20081231,4,USD,,,24300000.0000,
0000107815-10-000046,AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,us-gaap/2009,20071231,4,USD,,,10800000.0000,
0001140361-10-008522,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,us-gaap/2009,20071231,4,USD,EquityComponents=ComprehensiveIncome;,,250000000.0000,
0001193125-10-041024,ProceedsFromRepaymentsOfShortTermDebt,us-gaap/2009,20091231,4,USD,LegalEntity=AtlanticCityElectricCo;,AtlanticCityElectricCo,60000000.0000,
0001193125-10-035850,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20081231,0,USD,EquityComponents=Parent;,,5536000000.0000,
0001193125-10-043450,UtilitiesOperatingExpense,us-gaap/2009,20091231,4,USD,BusinessSegments=UtilitiesAndEnergy;,,8739000000.0000,
0000950123-10-014479,OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,us-gaap/2009,20081231,4,USD,EquityComponents=NoncontrollingInterest;,,0.0000,
0001193125-10-037160,EffectOnRetainedEarningsAccumulatedDeficitAndOtherComprehensiveIncomeLossDueToChangeInMeasurementDateNetOfTax,0001193125-10-037160,20081231,4,USD,EquityComponents=RetainedEarnings;,,11193000.0000,
0000950123-10-013437,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20061231,0,USD,EquityComponents=RetainedEarnings;,,3575000000.0000,
0001047469-10-000948,DividendsCommonStock,us-gaap/2009,20081231,4,USD,EquityComponents=RetainedEarnings;,,116700000.0000,
0001193125-10-040793,CashDistributionsToParent,0001193125-10-040793,20071231,4,USD,LegalEntity=PlumCreekTimberlands;EquityComponents=PartnershipInterest;,,488000000.0000,
0001193125-10-038824,SharesIssued,us-gaap/2009,20081231,0,shares,EquityComponents=CommonStock;,,123786000.0000,
0000085408-10-000006,EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,us-gaap/2009,20071231,4,USD,EquityComponents=CommonStock;,,0.0000,
0001193125-10-071527,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20070131,0,USD,EquityComponents=CommonStock;,,112000000.0000,
0000950123-10-026782,SharesIssued,us-gaap/2009,20100131,0,shares,EquityComponents=CommonStock;,,217700000.0000,
0001047469-10-001515,StockRepurchasedDuringPeriodShares,us-gaap/2009,20081231,4,shares,EquityComponents=CommonStock;,,200000.0000,
0001047469-10-000766,StockIssuedDuringPeriodValueStockOptionsExercised,us-gaap/2009,20091231,4,USD,EquityComponents=AdditionalPaidInCapital;,,7033000.0000,
0000950123-10-017776,StockIssuedDuringPeriodValueRestrictedStockAwardForfeitures,us-gaap/2009,20091231,4,USD,LegalEntity=ParentCompany;EquityComponents=CommonStock;,,-597000.0000,
0001047469-10-001610,ProfitLoss,us-gaap/2009,20071231,4,USD,,,88000000.0000,
0001193125-10-024165,ProceedsFromPaymentsToMinorityShareholders,us-gaap/2009,20081231,1,USD,,,22352000.0000,
0001193125-10-034780,StockBasedCompensationExpenseNetOfTax,0001193125-10-034780,20091231,4,USD,,,34927000.0000,
0001193125-10-039749,StockholdersEquity,us-gaap/2009,20061231,0,USD,,,1130683000.0000,
0000950123-10-017093,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20071231,0,USD,,,22006000000.0000,
0001061219-10-000011,PartnersCapitalAttributableToNoncontrollingInterest,0001061219-10-000011,20091231,0,USD,,,530200000.0000,
0001047469-10-001574,IncomeTaxesPayable,0001047469-10-001574,20091231,4,USD,,,0.0000,
0001193125-10-014865,SalesRevenueNet,us-gaap/2009,20081231,1,USD,,,19763000000.0000,Certain amounts for prior periods were reclassified to conform with the fiscal 2010 presentation
0001047469-10-001674,IncreaseDecreaseInPrepaidExpensesAndOtherAssets,0001047469-10-001674,20081231,4,USD,,,-26845000.0000,
0000909281-10-000028,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap/2009,20091231,0,USD,,,3010061000.0000,
0000029915-10-000024,RedemptionOfPreferredSecuritiesOfSubsidiaries,0000029915-10-000024,20071231,4,USD,,,0.0000,
0001193125-10-039749,IncreaseDecreaseAccountsReceivableAndOtherAssets,0001193125-10-039749,20071231,4,USD,,,65694000.0000,
0001193125-10-042765,PaymentsForRepurchaseOfCommonStock,us-gaap/2009,20071231,4,USD,,,1309000000.0000,
0000950123-10-017631,ProceedsFromSaleOfProductiveAssets,us-gaap/2009,20091231,4,USD,,,19500000.0000,
0001274494-10-000007,ProceedsFromPaymentsForOtherFinancingActivities,us-gaap/2009,20091231,4,USD,,,-4000.0000,
0000950123-10-017267,ProceedsFromIssuanceOfCommonLimitedPartnersUnits,us-gaap/2009,20081231,4,USD,,,362000000.0000,
0000950123-10-013755,PaymentsToAcquireAvailableForSaleSecurities,us-gaap/2009,20100131,1,USD,,,714332000.0000,
0001193125-10-040148,OtherNonoperatingExpense,us-gaap/2009,20071231,4,USD,,,1827000.0000,
0000950123-10-019490,UnrealizedGainLossOnDerivativesAndCommodityContracts,us-gaap/2009,20081231,4,USD,,,-257502000.0000,
0000950123-10-022556,NetCashProvidedByUsedInInvestingActivities,us-gaap/2009,20100131,1,USD,,,-489568000.0000,
0000950123-10-016612,ProceedsFromIssuanceOfCommonStock,us-gaap/2009,20071231,4,USD,,,248000000.0000,
0001193125-10-043173,ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,us-gaap/2009,20091231,4,USD,,,1405000000.0000,
0000950123-10-016198,PaymentsToAcquirePropertyPlantAndEquipment,us-gaap/2009,20081231,4,USD,,,117203000.0000,
0000950123-10-009988,OtherAssetsNoncurrent,us-gaap/2009,20090930,0,USD,,,465296000.0000,
0000950123-10-019484,OtherNonoperatingExpense,us-gaap/2009,20071231,4,USD,,,11000000.0000,
