period,property,measure,value
2022-11,Holiday parks & campgrounds,Guest arrivals,673000.0
2022-12,Holiday parks & campgrounds,Guest arrivals,1047200.0
2023-01,Holiday parks & campgrounds,Guest arrivals,1260900.0
2023-02,Holiday parks & campgrounds,Guest arrivals,935900.0
2023-03,Holiday parks & campgrounds,Guest arrivals,938000.0
2023-04,Holiday parks & campgrounds,Guest arrivals,832100.0
2023-05,Holiday parks & campgrounds,Guest arrivals,369600.0
2023-06,Holiday parks & campgrounds,Guest arrivals,307000.0
2023-07,Holiday parks & campgrounds,Guest arrivals,384100.0
2023-08,Holiday parks & campgrounds,Guest arrivals,321000.0
2023-09,Holiday parks & campgrounds,Guest arrivals,445700.0
2023-10,Holiday parks & campgrounds,Guest arrivals,617900.0
2023-11,Holiday parks & campgrounds,Guest arrivals,767300.0
2023-12,Holiday parks & campgrounds,Guest arrivals,1111300.0
2024-01,Holiday parks & campgrounds,Guest arrivals,1382600.0
2024-02,Holiday parks & campgrounds,Guest arrivals,1141000.0
2024-03,Holiday parks & campgrounds,Guest arrivals,1110100.0
2024-04,Holiday parks & campgrounds,Guest arrivals,721200.0
2024-05,Holiday parks & campgrounds,Guest arrivals,390400.0
2024-06,Holiday parks & campgrounds,Guest arrivals,309200.0
2024-07,Holiday parks & campgrounds,Guest arrivals,338300.0
2024-08,Holiday parks & campgrounds,Guest arrivals,311600.0
2024-09,Holiday parks & campgrounds,Guest arrivals,418800.0
2024-10,Holiday parks & campgrounds,Guest arrivals,612800.0
2024-11,Holiday parks & campgrounds,Guest arrivals,780500.0
2024-12,Holiday parks & campgrounds,Guest arrivals,1122300.0
2025-01,Holiday parks & campgrounds,Guest arrivals,1354400.0
2025-02,Holiday parks & campgrounds,Guest arrivals,1095500.0
2025-03,Holiday parks & campgrounds,Guest arrivals,979900.0
2025-04,Holiday parks & campgrounds,Guest arrivals,808500.0
2025-05,Holiday parks & campgrounds,Guest arrivals,400100.0
2025-06,Holiday parks & campgrounds,Guest arrivals,294500.0
2025-07,Holiday parks & campgrounds,Guest arrivals,332700.0
2025-08,Holiday parks & campgrounds,Guest arrivals,327300.0
2025-09,Holiday parks & campgrounds,Guest arrivals,463400.0
2025-10,Holiday parks & campgrounds,Guest arrivals,601200.0
2025-11,Holiday parks & campgrounds,Guest arrivals,780600.0
2025-12,Holiday parks & campgrounds,Guest arrivals,1122800.0
2026-01,Holiday parks & campgrounds,Guest arrivals,1363100.0
2026-02,Holiday parks & campgrounds,Guest arrivals,1106100.0
2026-03,Holiday parks & campgrounds,Guest arrivals,956100.0
2026-04,Holiday parks & campgrounds,Guest arrivals,756400.0
2026-05,Holiday parks & campgrounds,Guest arrivals,399900.0
2026-06,Holiday parks & campgrounds,Guest arrivals,248000.0
2026-07,Holiday parks & campgrounds,Guest arrivals,370200.0
2020-06,Holiday parks & campgrounds,International guest nights,48100.0
2020-07,Holiday parks & campgrounds,International guest nights,91400.0
2020-08,Holiday parks & campgrounds,International guest nights,21900.0
2020-09,Holiday parks & campgrounds,International guest nights,69300.0
2020-10,Holiday parks & campgrounds,International guest nights,41000.0
2020-11,Holiday parks & campgrounds,International guest nights,26200.0
2020-12,Holiday parks & campgrounds,International guest nights,34000.0
2021-01,Holiday parks & campgrounds,International guest nights,30600.0
2021-02,Holiday parks & campgrounds,International guest nights,19500.0
2021-03,Holiday parks & campgrounds,International guest nights,22100.0
2021-04,Holiday parks & campgrounds,International guest nights,28700.0
2021-05,Holiday parks & campgrounds,International guest nights,29100.0
2021-06,Holiday parks & campgrounds,International guest nights,27800.0
2021-07,Holiday parks & campgrounds,International guest nights,23500.0
2021-08,Holiday parks & campgrounds,International guest nights,12500.0
2021-09,Holiday parks & campgrounds,International guest nights,10100.0
2021-10,Holiday parks & campgrounds,International guest nights,11900.0
2021-11,Holiday parks & campgrounds,International guest nights,11800.0
2021-12,Holiday parks & campgrounds,International guest nights,16700.0
2022-01,Holiday parks & campgrounds,International guest nights,22900.0
2022-02,Holiday parks & campgrounds,International guest nights,10500.0
2022-03,Holiday parks & campgrounds,International guest nights,9500.0
2022-04,Holiday parks & campgrounds,International guest nights,20100.0
2022-05,Holiday parks & campgrounds,International guest nights,33700.0
2022-06,Holiday parks & campgrounds,International guest nights,38000.0
2022-07,Holiday parks & campgrounds,International guest nights,65500.0
2022-08,Holiday parks & campgrounds,International guest nights,78800.0
2022-09,Holiday parks & campgrounds,International guest nights,132100.0
2022-10,Holiday parks & campgrounds,International guest nights,183800.0
2022-11,Holiday parks & campgrounds,International guest nights,352200.0
2022-12,Holiday parks & campgrounds,International guest nights,471000.0
2023-01,Holiday parks & campgrounds,International guest nights,516300.0
2023-02,Holiday parks & campgrounds,International guest nights,530400.0
2023-03,Holiday parks & campgrounds,International guest nights,528200.0
2023-04,Holiday parks & campgrounds,International guest nights,360200.0
2023-05,Holiday parks & campgrounds,International guest nights,178400.0
2023-06,Holiday parks & campgrounds,International guest nights,125800.0
2023-07,Holiday parks & campgrounds,International guest nights,152500.0
2023-08,Holiday parks & campgrounds,International guest nights,160800.0
2023-09,Holiday parks & campgrounds,International guest nights,214300.0
2023-10,Holiday parks & campgrounds,International guest nights,304700.0
2023-11,Holiday parks & campgrounds,International guest nights,495200.0
2023-12,Holiday parks & campgrounds,International guest nights,598900.0
2024-01,Holiday parks & campgrounds,International guest nights,642900.0
2024-02,Holiday parks & campgrounds,International guest nights,673000.0
2024-03,Holiday parks & campgrounds,International guest nights,581300.0
2024-04,Holiday parks & campgrounds,International guest nights,356700.0
2024-05,Holiday parks & campgrounds,International guest nights,185500.0
2024-06,Holiday parks & campgrounds,International guest nights,112000.0
2024-07,Holiday parks & campgrounds,International guest nights,147000.0
2024-08,Holiday parks & campgrounds,International guest nights,153900.0
2024-09,Holiday parks & campgrounds,International guest nights,197500.0
2024-10,Holiday parks & campgrounds,International guest nights,282600.0
2024-11,Holiday parks & campgrounds,International guest nights,486000.0
2024-12,Holiday parks & campgrounds,International guest nights,648900.0
2025-01,Holiday parks & campgrounds,International guest nights,683400.0
2025-02,Holiday parks & campgrounds,International guest nights,652600.0
2025-03,Holiday parks & campgrounds,International guest nights,607500.0
2025-04,Holiday parks & campgrounds,International guest nights,381900.0
2025-05,Holiday parks & campgrounds,International guest nights,180800.0
2025-06,Holiday parks & campgrounds,International guest nights,113000.0
2025-07,Holiday parks & campgrounds,International guest nights,154900.0
2025-08,Holiday parks & campgrounds,International guest nights,164300.0
2025-09,Holiday parks & campgrounds,International guest nights,228600.0
2025-10,Holiday parks & campgrounds,International guest nights,332300.0
2025-11,Holiday parks & campgrounds,International guest nights,519900.0
2025-12,Holiday parks & campgrounds,International guest nights,662200.0
2026-01,Holiday parks & campgrounds,International guest nights,699200.0
2026-02,Holiday parks & campgrounds,International guest nights,706700.0
2026-03,Holiday parks & campgrounds,International guest nights,611900.0
2026-04,Holiday parks & campgrounds,International guest nights,367900.0
2026-05,Holiday parks & campgrounds,International guest nights,177900.0
2026-06,Holiday parks & campgrounds,International guest nights,109800.0
2026-07,Holiday parks & campgrounds,International guest nights,141800.0
2020-06,Holiday parks & campgrounds,Number of active establishments,756.0
2020-07,Holiday parks & campgrounds,Number of active establishments,782.0
2020-08,Holiday parks & campgrounds,Number of active establishments,800.0
2020-09,Holiday parks & campgrounds,Number of active establishments,820.0
2020-10,Holiday parks & campgrounds,Number of active establishments,852.0
2020-11,Holiday parks & campgrounds,Number of active establishments,850.0
2020-12,Holiday parks & campgrounds,Number of active establishments,864.0
2021-01,Holiday parks & campgrounds,Number of active establishments,866.0
2021-02,Holiday parks & campgrounds,Number of active establishments,864.0
2021-03,Holiday parks & campgrounds,Number of active establishments,864.0
2021-04,Holiday parks & campgrounds,Number of active establishments,858.0
2021-05,Holiday parks & campgrounds,Number of active establishments,832.0
2021-06,Holiday parks & campgrounds,Number of active establishments,814.0
2021-07,Holiday parks & campgrounds,Number of active establishments,792.0
2021-08,Holiday parks & campgrounds,Number of active establishments,780.0
2021-09,Holiday parks & campgrounds,Number of active establishments,792.0
2021-10,Holiday parks & campgrounds,Number of active establishments,824.0
2021-11,Holiday parks & campgrounds,Number of active establishments,838.0
2021-12,Holiday parks & campgrounds,Number of active establishments,856.0
2022-01,Holiday parks & campgrounds,Number of active establishments,852.0
2022-02,Holiday parks & campgrounds,Number of active establishments,854.0
2022-03,Holiday parks & campgrounds,Number of active establishments,856.0
2022-04,Holiday parks & campgrounds,Number of active establishments,852.0
2022-05,Holiday parks & campgrounds,Number of active establishments,822.0
2022-06,Holiday parks & campgrounds,Number of active establishments,794.0
2022-07,Holiday parks & campgrounds,Number of active establishments,794.0
2022-08,Holiday parks & campgrounds,Number of active establishments,786.0
2022-09,Holiday parks & campgrounds,Number of active establishments,810.0
2022-10,Holiday parks & campgrounds,Number of active establishments,846.0
2022-11,Holiday parks & campgrounds,Number of active establishments,848.0
2022-12,Holiday parks & campgrounds,Number of active establishments,860.0
2023-01,Holiday parks & campgrounds,Number of active establishments,862.0
2023-02,Holiday parks & campgrounds,Number of active establishments,860.0
2023-03,Holiday parks & campgrounds,Number of active establishments,836.0
2023-04,Holiday parks & campgrounds,Number of active establishments,842.0
2023-05,Holiday parks & campgrounds,Number of active establishments,804.0
2023-06,Holiday parks & campgrounds,Number of active establishments,792.0
2023-07,Holiday parks & campgrounds,Number of active establishments,790.0
2023-08,Holiday parks & campgrounds,Number of active establishments,780.0
2023-09,Holiday parks & campgrounds,Number of active establishments,802.0
2023-10,Holiday parks & campgrounds,Number of active establishments,838.0
2023-11,Holiday parks & campgrounds,Number of active establishments,844.0
2023-12,Holiday parks & campgrounds,Number of active establishments,852.0
2024-01,Holiday parks & campgrounds,Number of active establishments,850.0
2024-02,Holiday parks & campgrounds,Number of active establishments,850.0
2024-03,Holiday parks & campgrounds,Number of active establishments,844.0
2024-04,Holiday parks & campgrounds,Number of active establishments,840.0
2024-05,Holiday parks & campgrounds,Number of active establishments,790.0
2024-06,Holiday parks & campgrounds,Number of active establishments,780.0
2024-07,Holiday parks & campgrounds,Number of active establishments,776.0
2024-08,Holiday parks & campgrounds,Number of active establishments,780.0
2024-09,Holiday parks & campgrounds,Number of active establishments,798.0
2024-10,Holiday parks & campgrounds,Number of active establishments,832.0
2024-11,Holiday parks & campgrounds,Number of active establishments,832.0
2024-12,Holiday parks & campgrounds,Number of active establishments,846.0
2025-01,Holiday parks & campgrounds,Number of active establishments,846.0
2025-02,Holiday parks & campgrounds,Number of active establishments,844.0
2025-03,Holiday parks & campgrounds,Number of active establishments,838.0
2025-04,Holiday parks & campgrounds,Number of active establishments,836.0
2025-05,Holiday parks & campgrounds,Number of active establishments,798.0
2025-06,Holiday parks & campgrounds,Number of active establishments,784.0
2025-07,Holiday parks & campgrounds,Number of active establishments,782.0
2025-08,Holiday parks & campgrounds,Number of active establishments,786.0
2025-09,Holiday parks & campgrounds,Number of active establishments,798.0
2025-10,Holiday parks & campgrounds,Number of active establishments,830.0
2025-11,Holiday parks & campgrounds,Number of active establishments,826.0
2025-12,Holiday parks & campgrounds,Number of active establishments,842.0
2026-01,Holiday parks & campgrounds,Number of active establishments,842.0
2026-02,Holiday parks & campgrounds,Number of active establishments,836.0
2026-03,Holiday parks & campgrounds,Number of active establishments,828.0
2026-04,Holiday parks & campgrounds,Number of active establishments,826.0
2026-05,Holiday parks & campgrounds,Number of active establishments,796.0
2026-06,Holiday parks & campgrounds,Number of active establishments,776.0
2026-07,Holiday parks & campgrounds,Number of active establishments,778.0
2020-06,Holiday parks & campgrounds,Stay unit nights occupied,340400.0
2020-07,Holiday parks & campgrounds,Stay unit nights occupied,450800.0
2020-08,Holiday parks & campgrounds,Stay unit nights occupied,359900.0
2020-09,Holiday parks & campgrounds,Stay unit nights occupied,478600.0
2020-10,Holiday parks & campgrounds,Stay unit nights occupied,619100.0
2020-11,Holiday parks & campgrounds,Stay unit nights occupied,485700.0
2020-12,Holiday parks & campgrounds,Stay unit nights occupied,847600.0
2021-01,Holiday parks & campgrounds,Stay unit nights occupied,1300000.0
2021-02,Holiday parks & campgrounds,Stay unit nights occupied,732800.0
2021-03,Holiday parks & campgrounds,Stay unit nights occupied,614700.0
2021-04,Holiday parks & campgrounds,Stay unit nights occupied,723900.0
2021-05,Holiday parks & campgrounds,Stay unit nights occupied,407600.0
2021-06,Holiday parks & campgrounds,Stay unit nights occupied,371800.0
2021-07,Holiday parks & campgrounds,Stay unit nights occupied,427700.0
2021-08,Holiday parks & campgrounds,Stay unit nights occupied,283800.0
2021-09,Holiday parks & campgrounds,Stay unit nights occupied,287800.0
2021-10,Holiday parks & campgrounds,Stay unit nights occupied,431000.0
2021-11,Holiday parks & campgrounds,Stay unit nights occupied,359000.0
2021-12,Holiday parks & campgrounds,Stay unit nights occupied,702800.0
2022-01,Holiday parks & campgrounds,Stay unit nights occupied,1214100.0
2022-02,Holiday parks & campgrounds,Stay unit nights occupied,569900.0
2022-03,Holiday parks & campgrounds,Stay unit nights occupied,514500.0
2022-04,Holiday parks & campgrounds,Stay unit nights occupied,639000.0
2022-05,Holiday parks & campgrounds,Stay unit nights occupied,373900.0
