symbol,report_date,time,name,fiscal_quarter_ending
BFH,2023-01-26,time-not-supplied,"Bread Financial Holdings, Inc.",2022-12-31
BPRN,2023-01-26,time-not-supplied,"Princeton Bancorp, Inc.",2022-12-31
BRID,2023-01-26,time-not-supplied,Bridgford Foods Corporation,2022-10-31
BSVN,2023-01-26,time-not-supplied,Bank7 Corp.,2022-12-31
BX,2023-01-26,time-not-supplied,Blackstone Inc.,2022-12-31
BY,2023-01-26,time-not-supplied,"Byline Bancorp, Inc.",2022-12-31
CARE,2023-01-26,time-not-supplied,"Carter Bankshares, Inc.",2022-12-31
CBAN,2023-01-26,time-not-supplied,"Colony Bankcorp, Inc.",2022-12-31
CBFV,2023-01-26,time-not-supplied,"CB Financial Services, Inc.",2022-12-31
CFR,2023-01-26,time-not-supplied,"Cullen/Frost Bankers, Inc.",2022-12-31
CHMG,2023-01-26,time-not-supplied,Chemung Financial Corp,2022-12-31
CLST,2023-01-26,time-not-supplied,"Catalyst Bancorp, Inc.",2022-12-31
CMCSA,2023-01-26,time-not-supplied,Comcast Corporation,2022-12-31
CNOB,2023-01-26,time-not-supplied,"ConnectOne Bancorp, Inc.",2022-12-31
CNX,2023-01-26,time-not-supplied,CNX Resources Corporation,2022-12-31
CRS,2023-01-26,time-not-supplied,Carpenter Technology Corporation,2022-12-31
CVRX,2023-01-26,time-not-supplied,"CVRx, Inc.",2022-12-31
DOW,2023-01-26,time-not-supplied,Dow Inc.,2022-12-31
EBC,2023-01-26,time-not-supplied,"Eastern Bankshares, Inc.",2022-12-31
EBMT,2023-01-26,time-not-supplied,"Eagle Bancorp Montana, Inc.",2022-12-31
EMN,2023-01-26,time-not-supplied,Eastman Chemical Company,2022-12-31
EWBC,2023-01-26,time-not-supplied,"East West Bancorp, Inc.",2022-12-31
EXP,2023-01-26,time-not-supplied,Eagle Materials Inc,2022-12-31
FBIZ,2023-01-26,time-not-supplied,"First Business Financial Services, Inc.",2022-12-31
FCAP,2023-01-26,time-not-supplied,"First Capital, Inc.",2022-12-31
FCNCA,2023-01-26,time-not-supplied,"First Citizens BancShares, Inc.",2022-12-31
FFBC,2023-01-26,time-not-supplied,First Financial Bancorp.,2022-12-31
FFIC,2023-01-26,time-not-supplied,Flushing Financial Corporation,2022-12-31
FFWM,2023-01-26,time-not-supplied,First Foundation Inc.,2022-12-31
FHI,2023-01-26,time-not-supplied,"Federated Hermes, Inc.",2022-12-31
FIBK,2023-01-26,time-not-supplied,"First Interstate BancSystem, Inc.",2022-12-31
FICO,2023-01-26,time-not-supplied,Fair Isaac Corporation,2022-12-31
FMBH,2023-01-26,time-not-supplied,"First Mid Bancshares, Inc.",2022-12-31
FNWB,2023-01-26,time-not-supplied,First Northwest Bancorp,2022-12-31
FRME,2023-01-26,time-not-supplied,First Merchants Corporation,2022-12-31
FRST,2023-01-26,time-not-supplied,Primis Financial Corp.,2022-12-31
FXNC,2023-01-26,time-not-supplied,First National Corporation,2022-12-31
GBCI,2023-01-26,time-not-supplied,"Glacier Bancorp, Inc.",2022-12-31
GSIT,2023-01-26,time-not-supplied,"GSI Technology, Inc.",2022-12-31
HFBL,2023-01-26,time-not-supplied,"Home Federal Bancorp, Inc. of Louisiana",2022-12-31
HFWA,2023-01-26,time-not-supplied,Heritage Financial Corporation,2022-12-31
HONE,2023-01-26,time-not-supplied,"HarborOne Bancorp, Inc.",2022-12-31
HTBK,2023-01-26,time-not-supplied,Heritage Commerce Corp,2022-12-31
HTH,2023-01-26,time-not-supplied,Hilltop Holdings Inc.,2022-12-31
HZO,2023-01-26,time-not-supplied,"MarineMax, Inc.",2022-12-31
IBCP,2023-01-26,time-not-supplied,Independent Bank Corporation,2022-12-31
INTC,2023-01-26,time-not-supplied,Intel Corporation,2022-12-31
JBLU,2023-01-26,time-not-supplied,JetBlue Airways Corporation,2022-12-31
KLAC,2023-01-26,time-not-supplied,KLA Corporation ,2022-12-31
KNX,2023-01-26,time-not-supplied,"Knight Transportation, Inc.",2022-12-31
KOSS,2023-01-26,time-not-supplied,Koss Corporation,2022-12-31
KRNY,2023-01-26,time-not-supplied,Kearny Financial,2022-12-31
LHX,2023-01-26,time-not-supplied,"L3Harris Technologies, Inc.",2022-12-31
LUV,2023-01-26,time-not-supplied,Southwest Airlines Company,2022-12-31
LYTS,2023-01-26,time-not-supplied,LSI Industries Inc.,2022-12-31
MA,2023-01-26,time-not-supplied,Mastercard Incorporated,2022-12-31
MATW,2023-01-26,time-not-supplied,Matthews International Corporation,2022-12-31
MBLY,2023-01-26,time-not-supplied,Mobileye Global Inc.,2022-12-31
MGYR,2023-01-26,time-not-supplied,"Magyar Bancorp, Inc.",2022-12-31
MKC,2023-01-26,time-not-supplied,"McCormick & Company, Incorporated",2022-11-30
MMC,2023-01-26,time-not-supplied,"Marsh & McLennan Companies, Inc.",2022-12-31
MOFG,2023-01-26,time-not-supplied,"MidWestOne Financial Group, Inc.",2022-12-31
MSBI,2023-01-26,time-not-supplied,"Midland States Bancorp, Inc.",2022-12-31
MUR,2023-01-26,time-not-supplied,Murphy Oil Corporation,2022-12-31
MYFW,2023-01-26,time-not-supplied,"First Western Financial, Inc.",2022-12-31
NOC,2023-01-26,time-not-supplied,Northrop Grumman Corporation,2022-12-31
NOK,2023-01-26,time-not-supplied,Nokia Corporation,2022-12-31
NRIM,2023-01-26,time-not-supplied,Northrim BanCorp Inc,2022-12-31
NTCT,2023-01-26,time-not-supplied,"NetScout Systems, Inc.",2022-12-31
NUE,2023-01-26,time-not-supplied,Nucor Corporation,2022-12-31
OFG,2023-01-26,time-not-supplied,OFG Bancorp,2022-12-31
OLN,2023-01-26,time-not-supplied,Olin Corporation,2022-12-31
OPBK,2023-01-26,time-not-supplied,OP Bancorp,2022-12-31
ORI,2023-01-26,time-not-supplied,Old Republic International Corporation,2022-12-31
OSIS,2023-01-26,time-not-supplied,"OSI Systems, Inc.",2022-12-31
OVBC,2023-01-26,time-not-supplied,Ohio Valley Banc Corp.,2022-12-31
PCB,2023-01-26,time-not-supplied,PCB Bancorp,2022-12-31
PFIS,2023-01-26,time-not-supplied,Peoples Financial Services Corp. ,2022-12-31
PGC,2023-01-26,time-not-supplied,Peapack-Gladstone Financial Corporation,2022-12-31
RBKB,2023-01-26,time-not-supplied,"Rhinebeck Bancorp, Inc.",2022-12-31
RHI,2023-01-26,time-not-supplied,Robert Half Inc.,2022-12-31
RMBI,2023-01-26,time-not-supplied,"Richmond Mutual Bancorporation, Inc.",2022-12-31
RMD,2023-01-26,time-not-supplied,ResMed Inc.,2022-12-31
ROK,2023-01-26,time-not-supplied,"Rockwell Automation, Inc.",2022-12-31
RVSB,2023-01-26,time-not-supplied,Riverview Bancorp Inc,2022-12-31
SAP,2023-01-26,time-not-supplied,SAP SE,2022-12-31
SBCF,2023-01-26,time-not-supplied,Seacoast Banking Corporation of Florida,2022-12-31
SBFG,2023-01-26,time-not-supplied,"SB Financial Group, Inc.",2022-12-31
SHBI,2023-01-26,time-not-supplied,"Shore Bancshares, Inc.",2022-12-31
SHW,2023-01-26,time-not-supplied,Sherwin-Williams Company (The),2022-12-31
SPFI,2023-01-26,time-not-supplied,"South Plains Financial, Inc.",2022-12-31
SSB,2023-01-26,time-not-supplied,SouthState Bank Corporation,2022-12-31
STBA,2023-01-26,time-not-supplied,"S&T Bancorp, Inc.",2022-12-31
STM,2023-01-26,time-not-supplied,STMicroelectronics N.V.,2022-12-31
TBBK,2023-01-26,time-not-supplied,"The Bancorp, Inc.",2022-12-31
TCBX,2023-01-26,time-not-supplied,"Third Coast Bancshares, Inc.",2022-12-31
TFSL,2023-01-26,time-not-supplied,TFS Financial Corporation,2022-12-31
TOWN,2023-01-26,time-not-supplied,Towne Bank,2022-12-31
TROW,2023-01-26,time-not-supplied,"T. Rowe Price Group, Inc.",2022-12-31
TSCO,2023-01-26,time-not-supplied,Tractor Supply Company,2022-12-31
UBCP,2023-01-26,time-not-supplied,"United Bancorp, Inc.",2022-12-31
UBFO,2023-01-26,time-not-supplied,United Security Bancshares,2022-12-31
UBSI,2023-01-26,time-not-supplied,"United Bankshares, Inc.",2022-12-31
USCB,2023-01-26,time-not-supplied,"USCB Financial Holdings, Inc. ",2022-12-31
V,2023-01-26,time-not-supplied,Visa Inc.,2022-12-31
VIRT,2023-01-26,time-not-supplied,"Virtu Financial, Inc.",2022-12-31
VLO,2023-01-26,time-not-supplied,Valero Energy Corporation,2022-12-31
VLY,2023-01-26,time-not-supplied,Valley National Bancorp,2022-12-31
WBS,2023-01-26,time-not-supplied,Webster Financial Corporation,2022-12-31
WRB,2023-01-26,time-not-supplied,W.R. Berkley Corporation,2022-12-31
WRLD,2023-01-26,time-not-supplied,World Acceptance Corporation,2022-12-31
WSBF,2023-01-26,time-not-supplied,"Waterstone Financial, Inc.",2022-12-31
WSFS,2023-01-26,time-not-supplied,WSFS Financial Corporation,2022-12-31
WTBA,2023-01-26,time-not-supplied,West Bancorporation,2022-12-31
WY,2023-01-26,time-not-supplied,Weyerhaeuser Company,2022-12-31
XEL,2023-01-26,time-not-supplied,Xcel Energy Inc.,2022-12-31
XRX,2023-01-26,time-not-supplied,Xerox Holdings Corporation,2022-12-31
ALV,2023-01-27,time-not-supplied,"Autoliv, Inc.",2022-12-31
AXP,2023-01-27,time-not-supplied,American Express Company,2022-12-31
BAH,2023-01-27,time-not-supplied,Booz Allen Hamilton Holding Corporation,2022-12-31
BFIN,2023-01-27,time-not-supplied,BankFinancial Corporation,2022-12-31
BMI,2023-01-27,time-not-supplied,"Badger Meter, Inc.",2022-12-31
CCB,2023-01-27,time-not-supplied,Coastal Financial Corporation,2022-12-31
CHTR,2023-01-27,time-not-supplied,"Charter Communications, Inc.",2022-12-31
CL,2023-01-27,time-not-supplied,Colgate-Palmolive Company,2022-12-31
CVX,2023-01-27,time-not-supplied,Chevron Corporation,2022-12-31
CWBC,2023-01-27,time-not-supplied,Community West Bancshares,2022-12-31
DCOM,2023-01-27,time-not-supplied,"Dime Community Bancshares, Inc.",2022-12-31
FBP,2023-01-27,time-not-supplied,First BanCorp.,2022-12-31
FHB,2023-01-27,time-not-supplied,"First Hawaiian, Inc.",2022-12-31
GNTX,2023-01-27,time-not-supplied,Gentex Corporation,2022-12-31
HCA,2023-01-27,time-not-supplied,"HCA Healthcare, Inc.",2022-12-31
IROQ,2023-01-27,time-not-supplied,"IF Bancorp, Inc.",2022-12-31
LCNB,2023-01-27,time-not-supplied,LCNB Corporation,2022-12-31
MBCN,2023-01-27,time-not-supplied,Middlefield Banc Corp.,2022-12-31
NWFL,2023-01-27,time-not-supplied,Norwood Financial Corp.,2022-12-31
OPY,2023-01-27,time-not-supplied,"Oppenheimer Holdings, Inc.",2022-12-31
OXLC,2023-01-27,time-not-supplied,Oxford Lane Capital Corp.,2022-12-31
PFS,2023-01-27,time-not-supplied,"Provident Financial Services, Inc",2022-12-31
PKX,2023-01-27,time-not-supplied,POSCO HOLDINGS INC.,2022-12-31
PROV,2023-01-27,time-not-supplied,"Provident Financial Holdings, Inc.",2022-12-31
PVBC,2023-01-27,time-not-supplied,"Provident Bancorp, Inc.",2022-12-31
RBCAA,2023-01-27,time-not-supplied,"Republic Bancorp, Inc.",2022-12-31
ROP,2023-01-27,time-not-supplied,"Roper Technologies, Inc.",2022-12-31
SBSI,2023-01-27,time-not-supplied,"Southside Bancshares, Inc.",2022-12-31
SFBC,2023-01-27,time-not-supplied,"Sound Financial Bancorp, Inc.",2022-12-31
STEL,2023-01-27,time-not-supplied,"Stellar Bancorp, Inc.",2022-12-31
TMP,2023-01-27,time-not-supplied,Tompkins Financial Corporation,2022-12-31
AGNC,2023-01-30,time-not-supplied,AGNC Investment Corp.,2022-12-31
ARE,2023-01-30,time-not-supplied,"Alexandria Real Estate Equities, Inc.",2022-12-31
ARLP,2023-01-30,time-not-supplied,"Alliance Resource Partners, L.P.",2022-12-31
AROW,2023-01-30,time-not-supplied,Arrow Financial Corporation,2022-12-31
AUBN,2023-01-30,time-not-supplied,"Auburn National Bancorporation, Inc.",2022-12-31
BEN,2023-01-30,time-not-supplied,"Franklin Resources, Inc.",2022-12-31
BSBK,2023-01-30,time-not-supplied,Bogota Financial Corp.,2022-12-31
BSRR,2023-01-30,time-not-supplied,Sierra Bancorp,2022-12-31
CADE,2023-01-30,time-not-supplied,Cadence Bank,2022-12-31
CFLT,2023-01-30,time-not-supplied,"Confluent, Inc.",2022-12-31
CODA,2023-01-30,time-not-supplied,"Coda Octopus Group, Inc.",2022-10-31
CSWC,2023-01-30,time-not-supplied,Capital Southwest Corporation,2022-12-31
CZFS,2023-01-30,time-not-supplied,"Citizens Financial Services, Inc.",2022-12-31
DX,2023-01-30,time-not-supplied,"Dynex Capital, Inc.",2022-12-31
ELS,2023-01-30,time-not-supplied,"Equity Lifestyle Properties, Inc.",2022-12-31
FISI,2023-01-30,time-not-supplied,"Financial Institutions, Inc.",2022-12-31
FSBC,2023-01-30,time-not-supplied,Five Star Bancorp,2022-12-31
GABC,2023-01-30,time-not-supplied,"German American Bancorp, Inc.",2022-12-31
GEHC,2023-01-30,time-not-supplied,GE HealthCare Technologies Inc.,2022-12-31
GGG,2023-01-30,time-not-supplied,Graco Inc.,2022-12-31
GMGI,2023-01-30,time-not-supplied,"Golden Matrix Group, Inc.",2022-10-31
HITI,2023-01-30,time-not-supplied,High Tide Inc.,2022-10-31
HLIT,2023-01-30,time-not-supplied,Harmonic Inc.,2022-12-31
HP,2023-01-30,time-not-supplied,"Helmerich & Payne, Inc.",2022-12-31
HWBK,2023-01-30,time-not-supplied,"Hawthorn Bancshares, Inc.",2022-12-31
JJSF,2023-01-30,time-not-supplied,J & J Snack Foods Corp.,2022-12-31
MBIN,2023-01-30,time-not-supplied,Merchants Bancorp,2022-12-31
MRBK,2023-01-30,time-not-supplied,Meridian Corporation,2022-12-31
NXPI,2023-01-30,time-not-supplied,NXP Semiconductors N.V.,2022-12-31
PBFS,2023-01-30,time-not-supplied,"Pioneer Bancorp, Inc.",2022-12-31
PCH,2023-01-30,time-not-supplied,PotlatchDeltic Corporation,2022-12-31
PDLB,2023-01-30,time-not-supplied,"Ponce Financial Group, Inc.",2022-12-31
PFG,2023-01-30,time-not-supplied,Principal Financial Group Inc,2022-12-31
PHG,2023-01-30,time-not-supplied,Koninklijke Philips N.V.,2022-12-31
RRBI,2023-01-30,time-not-supplied,"Red River Bancshares, Inc.",2022-12-31
RYAAY,2023-01-30,time-not-supplied,Ryanair Holdings plc,2022-12-31
SANM,2023-01-30,time-not-supplied,Sanmina Corporation,2022-12-31
SILC,2023-01-30,time-not-supplied,Silicom Ltd,2022-12-31
SMBC,2023-01-30,time-not-supplied,"Southern Missouri Bancorp, Inc.",2022-12-31
SMFG,2023-01-30,time-not-supplied,Sumitomo Mitsui Financial Group Inc,2022-12-31
SOFI,2023-01-30,time-not-supplied,"SoFi Technologies, Inc. ",2022-12-31
SYM,2023-01-30,time-not-supplied,Symbotic Inc.,2022-12-31
TRNS,2023-01-30,time-not-supplied,"Transcat, Inc.",2022-12-31
WHR,2023-01-30,time-not-supplied,Whirlpool Corporation,2022-12-31
WWD,2023-01-30,time-not-supplied,"Woodward, Inc.",2022-12-31
ALGM,2023-01-31,time-not-supplied,"Allegro MicroSystems, Inc.",2022-12-31
AMD,2023-01-31,time-not-supplied,"Advanced Micro Devices, Inc.",2022-12-31
AMGN,2023-01-31,time-not-supplied,Amgen Inc.,2022-12-31
AOS,2023-01-31,time-not-supplied,A.O. Smith Corporation,2022-12-31
APAM,2023-01-31,time-not-supplied,Artisan Partners Asset Management Inc.,2022-12-31
ASH,2023-01-31,time-not-supplied,Ashland Inc.,2022-12-31
BXP,2023-01-31,time-not-supplied,"BXP, Inc.",2022-12-31
CAC,2023-01-31,time-not-supplied,Camden National Corporation,2022-12-31
CACC,2023-01-31,time-not-supplied,Credit Acceptance Corporation,2022-12-31
CAT,2023-01-31,time-not-supplied,"Caterpillar, Inc.",2022-12-31
CB,2023-01-31,time-not-supplied,Chubb Limited,2022-12-31
CENT,2023-01-31,time-not-supplied,Central Garden & Pet Company,2022-12-31
CENTA,2023-01-31,time-not-supplied,Central Garden & Pet Company,2022-12-31
CP,2023-01-31,time-not-supplied,Canadian Pacific Kansas City Limited,2022-12-31
CRVL,2023-01-31,time-not-supplied,CorVel Corp.,2022-12-31
CVLT,2023-01-31,time-not-supplied,"Commvault Systems, Inc.",2022-12-31
DOV,2023-01-31,time-not-supplied,Dover Corporation,2022-12-31
DOX,2023-01-31,time-not-supplied,Amdocs Limited,2022-12-31
EA,2023-01-31,time-not-supplied,Electronic Arts Inc.,2022-12-31
EFSI,2023-01-31,time-not-supplied,Eagle Financial Services Inc,2022-12-31
EW,2023-01-31,time-not-supplied,Edwards Lifesciences Corporation,2022-12-31
FGBI,2023-01-31,time-not-supplied,"First Guaranty Bancshares, Inc.",2022-12-31
FLG,2023-01-31,time-not-supplied,"Flagstar Financial, Inc.",2022-12-31
GFF,2023-01-31,time-not-supplied,Griffon Corporation,2022-12-31
GLW,2023-01-31,time-not-supplied,Corning Incorporated,2022-12-31
GM,2023-01-31,time-not-supplied,General Motors Company,2022-12-31
HFFG,2023-01-31,time-not-supplied,HF Foods Group Inc.,2022-09-30
HLI,2023-01-31,time-not-supplied,"Houlihan Lokey, Inc.",2022-12-31
HUBB,2023-01-31,time-not-supplied,Hubbell Inc,2022-12-31
IEX,2023-01-31,time-not-supplied,IDEX Corporation,2022-12-31
IMO,2023-01-31,time-not-supplied,Imperial Oil Limited,2022-12-31
IP,2023-01-31,time-not-supplied,International Paper Company,2022-12-31
KEX,2023-01-31,time-not-supplied,Kirby Corporation,2022-12-31
KTCC,2023-01-31,time-not-supplied,Key Tronic Corporation,2022-12-31
LARK,2023-01-31,time-not-supplied,Landmark Bancorp Inc.,2022-12-31
LII,2023-01-31,time-not-supplied,"Lennox International, Inc.",2022-12-31
LSBK,2023-01-31,time-not-supplied,"Lake Shore Bancorp, Inc.",2022-12-31
MAN,2023-01-31,time-not-supplied,ManpowerGroup,2022-12-31
MCD,2023-01-31,time-not-supplied,McDonald's Corporation,2022-12-31
MCO,2023-01-31,time-not-supplied,Moody's Corporation,2022-12-31
MDLZ,2023-01-31,time-not-supplied,"Mondelez International, Inc.",2022-12-31
MMYT,2023-01-31,time-not-supplied,MakeMyTrip Limited,2022-12-31
MPC,2023-01-31,time-not-supplied,Marathon Petroleum Corporation,2022-12-31
MPLX,2023-01-31,time-not-supplied,MPLX LP,2022-12-31
MRCY,2023-01-31,time-not-supplied,Mercury Systems Inc,2022-12-31
MSCI,2023-01-31,time-not-supplied,MSCI Inc.,2022-12-31
MTCH,2023-01-31,time-not-supplied,"Match Group, Inc.",2022-12-31
NECB,2023-01-31,time-not-supplied,"NorthEast Community Bancorp, Inc.",2022-12-31
NEU,2023-01-31,time-not-supplied,NewMarket Corporation,2022-12-31
NVR,2023-01-31,time-not-supplied,"NVR, Inc.",2022-12-31
OI,2023-01-31,time-not-supplied,"O-I Glass, Inc.",2022-12-31
OSK,2023-01-31,time-not-supplied,Oshkosh Corporation,2022-12-31
PBHC,2023-01-31,time-not-supplied,"Pathfinder Bancorp, Inc.",2022-12-31
PBI,2023-01-31,time-not-supplied,Pitney Bowes Inc.,2022-12-31
PFE,2023-01-31,time-not-supplied,"Pfizer, Inc.",2022-12-31
PHM,2023-01-31,time-not-supplied,"PulteGroup, Inc.",2022-12-31
PII,2023-01-31,time-not-supplied,Polaris Inc.,2022-12-31
PNR,2023-01-31,time-not-supplied,Pentair plc.,2022-12-31
POWL,2023-01-31,time-not-supplied,"Powell Industries, Inc.",2022-12-31
PSX,2023-01-31,time-not-supplied,Phillips 66,2022-12-31
RNR,2023-01-31,time-not-supplied,RenaissanceRe Holdings Ltd.,2022-12-31
SMCI,2023-01-31,time-not-supplied,"Super Micro Computer, Inc.",2022-12-31
SNAP,2023-01-31,time-not-supplied,Snap Inc.,2022-12-31
SPOT,2023-01-31,time-not-supplied,Spotify Technology S.A.,2022-12-31
ST,2023-01-31,time-not-supplied,Sensata Technologies Holding plc,2022-12-31
SYK,2023-01-31,time-not-supplied,Stryker Corporation,2022-12-31
SYY,2023-01-31,time-not-supplied,Sysco Corporation,2022-12-31
UBS,2023-01-31,time-not-supplied,UBS AG,2022-12-31
UNM,2023-01-31,time-not-supplied,Unum Group,2022-12-31
UPS,2023-01-31,time-not-supplied,"United Parcel Service, Inc.",2022-12-31
UTMD,2023-01-31,time-not-supplied,"Utah Medical Products, Inc.",2022-12-31
VABK,2023-01-31,time-not-supplied,Virginia National Bankshares Corporation,2022-12-31
VREX,2023-01-31,time-not-supplied,Varex Imaging Corporation,2022-12-31
WDC,2023-01-31,time-not-supplied,Western Digital Corporation,2022-12-31
WM,2023-01-31,time-not-supplied,"Waste Management, Inc.",2022-12-31
XOM,2023-01-31,time-not-supplied,Exxon Mobil Corporation,2022-12-31
AFG,2023-02-01,time-not-supplied,"American Financial Group, Inc.",2022-12-31
AFL,2023-02-01,time-not-supplied,Aflac Incorporated,2022-12-31
ALGN,2023-02-01,time-not-supplied,"Align Technology, Inc.",2022-12-31
ALGT,2023-02-01,time-not-supplied,Allegiant Travel Company,2022-12-31
ALL,2023-02-01,time-not-supplied,Allstate Corporation (The),2022-12-31
AMSC,2023-02-01,time-not-supplied,American Superconductor Corporation,2022-12-31
ARAY,2023-02-01,time-not-supplied,Accuray Incorporated,2022-12-31
ATKR,2023-02-01,time-not-supplied,Atkore Inc.,2022-12-31
AVNW,2023-02-01,time-not-supplied,"Aviat Networks, Inc.",2022-12-31
AVT,2023-02-01,time-not-supplied,"Avnet, Inc.",2022-12-31
BBVA,2023-02-01,time-not-supplied,Banco Bilbao Viscaya Argentaria S.A.,2022-12-31
BDN,2023-02-01,time-not-supplied,Brandywine Realty Trust,2022-12-31
BHE,2023-02-01,time-not-supplied,"Benchmark Electronics, Inc.",2022-12-31
BSX,2023-02-01,time-not-supplied,Boston Scientific Corporation,2022-12-31
CCS,2023-02-01,time-not-supplied,"Century Communities, Inc.",2022-12-31
CHRW,2023-02-01,time-not-supplied,"C.H. Robinson Worldwide, Inc.",2022-12-31
CLB,2023-02-01,time-not-supplied,Core Laboratories Inc.,2022-12-31
CMCO,2023-02-01,time-not-supplied,Columbus McKinnon Corporation,2022-12-31
CSGS,2023-02-01,time-not-supplied,"CSG Systems International, Inc.",2022-12-31
CTVA,2023-02-01,time-not-supplied,"Corteva, Inc.",2022-12-31
DT,2023-02-01,time-not-supplied,"Dynatrace, Inc.",2022-12-31
DXC,2023-02-01,time-not-supplied,DXC Technology Company,2022-12-31
EAT,2023-02-01,time-not-supplied,"Brinker International, Inc.",2022-12-31
ELF,2023-02-01,time-not-supplied,"e.l.f. Beauty, Inc.",2022-12-31
ENVA,2023-02-01,time-not-supplied,"Enova International, Inc.",2022-12-31
EPD,2023-02-01,time-not-supplied,Enterprise Products Partners L.P.,2022-12-31
EVR,2023-02-01,time-not-supplied,Evercore Inc.,2022-12-31
