company_name,form_type,cik,date_filed,file_name
1st FRANKLIN FINANCIAL CORP,424B3,38723,2026-08-27,edgar/data/38723/0001628280-26-059185.txt
1st FRANKLIN FINANCIAL CORP,424B3,38723,2026-09-01,edgar/data/38723/0000038723-26-000046.txt
1st FRANKLIN FINANCIAL CORP,424B3,38723,2026-09-01,edgar/data/38723/0000038723-26-000047.txt
1st FRANKLIN FINANCIAL CORP,424B3,38723,2026-09-03,edgar/data/38723/0001628280-26-060248.txt
1st FRANKLIN FINANCIAL CORP,424B3,38723,2026-09-03,edgar/data/38723/0001628280-26-060250.txt
1st FRANKLIN FINANCIAL CORP,424B3,38723,2026-09-04,edgar/data/38723/0000038723-26-000051.txt
1st FRANKLIN FINANCIAL CORP,424B3,38723,2026-09-04,edgar/data/38723/0000038723-26-000053.txt
1st FRANKLIN FINANCIAL CORP,424B3,38723,2026-09-09,edgar/data/38723/0000038723-26-000055.txt
1st FRANKLIN FINANCIAL CORP,424B3,38723,2026-09-09,edgar/data/38723/0000038723-26-000057.txt
1st FRANKLIN FINANCIAL CORP,424B3,38723,2026-09-10,edgar/data/38723/0001628280-26-061222.txt
1st FRANKLIN FINANCIAL CORP,424B3,38723,2026-09-10,edgar/data/38723/0001628280-26-061225.txt
1st FRANKLIN FINANCIAL CORP,8-K,38723,2026-09-01,edgar/data/38723/0000038723-26-000042.txt
1st FRANKLIN FINANCIAL CORP,8-K,38723,2026-09-04,edgar/data/38723/0000038723-26-000049.txt
1st stREIT Office Inc.,1-SA,1700461,2026-09-04,edgar/data/1700461/0001104659-26-105172.txt
"1stdibs.com, Inc.",10-Q,1600641,2026-08-05,edgar/data/1600641/0001600641-26-000035.txt
"1stdibs.com, Inc.",4,1600641,2026-09-10,edgar/data/1600641/0001237860-26-000018.txt
"1stdibs.com, Inc.",4,1600641,2026-09-10,edgar/data/1600641/0001336088-26-000009.txt
"1stdibs.com, Inc.",4,1600641,2026-09-10,edgar/data/1600641/0001775877-26-000008.txt
"1stdibs.com, Inc.",8-K,1600641,2026-08-05,edgar/data/1600641/0001600641-26-000032.txt
"1stdibs.com, Inc.",8-K,1600641,2026-09-02,edgar/data/1600641/0001600641-26-000040.txt
"1stdibs.com, Inc.",SCHEDULE 13G/A,1600641,2026-08-14,edgar/data/1600641/0001237860-26-000016.txt
2 Mile DK SPV LLC,D,2150591,2026-08-24,edgar/data/2150591/0002150591-26-000001.txt
"20/20 Biolabs, Inc.",10-Q,1139685,2026-08-14,edgar/data/1139685/0001213900-26-090042.txt
"20/20 Biolabs, Inc.",424B3,1139685,2026-08-17,edgar/data/1139685/0001213900-26-090758.txt
"20/20 Biolabs, Inc.",424B3,1139685,2026-08-17,edgar/data/1139685/0001213900-26-090765.txt
"20/20 Biolabs, Inc.",8-K,1139685,2026-07-01,edgar/data/1139685/0001213900-26-074182.txt
"20/20 Biolabs, Inc.",8-K,1139685,2026-07-22,edgar/data/1139685/0001213900-26-080432.txt
"20/20 Biolabs, Inc.",8-K,1139685,2026-08-05,edgar/data/1139685/0001213900-26-085514.txt
"20/20 Biolabs, Inc.",8-K,1139685,2026-08-17,edgar/data/1139685/0001213900-26-090746.txt
"20/20 Biolabs, Inc.",8-K,1139685,2026-08-19,edgar/data/1139685/0001213900-26-091438.txt
"20/20 Biolabs, Inc.",8-K,1139685,2026-09-02,edgar/data/1139685/0001213900-26-096743.txt
"20/20 Biolabs, Inc.",8-K,1139685,2026-09-10,edgar/data/1139685/0001213900-26-098792.txt
"20/20 Biolabs, Inc.",DEFA14A,1139685,2026-08-19,edgar/data/1139685/0001213900-26-091729.txt
2000 Universal Holdings LLC,4,2058650,2026-08-05,edgar/data/2058650/0001193125-26-335505.txt
2008 Zeev Children's Trust,144,2144947,2026-07-13,edgar/data/2144947/0001968582-26-000726.txt
201 Ventures Fund II LP,D,2142585,2026-07-31,edgar/data/2142585/0001470831-26-000742.txt
202 VC Ohr SPV 2 a Series of CGF2021 LLC,D,2147880,2026-08-26,edgar/data/2147880/0002147880-26-000001.txt
202 Ventures CHIRP Robotic SPV July 2026 a Series of CGF2021,D,2144591,2026-07-15,edgar/data/2144591/0002144591-26-000001.txt
2020 VENTURES LTD,D/A,1656952,2026-09-08,edgar/data/1656952/0001656952-26-000001.txt
2023 ETF Series Trust,4,1969674,2026-08-05,edgar/data/1969674/0001687898-26-000009.txt
2023 ETF Series Trust,497,1969674,2026-07-10,edgar/data/1969674/0001999371-26-014736.txt
2023 ETF Series Trust,497,1969674,2026-07-15,edgar/data/1969674/0001999371-26-015058.txt
2023 ETF Series Trust,497,1969674,2026-07-31,edgar/data/1969674/0001999371-26-016554.txt
2023 ETF Series Trust,N-CEN,1969674,2026-09-11,edgar/data/1969674/0000940400-26-036392.txt
2023 ETF Series Trust,N-CSR,1969674,2026-09-04,edgar/data/1969674/0001398344-26-016586.txt
2023 ETF Series Trust,N-CSR,1969674,2026-09-04,edgar/data/1969674/0001398344-26-016590.txt
2023 ETF Series Trust,N-CSR,1969674,2026-09-04,edgar/data/1969674/0001398344-26-016597.txt
2023 ETF Series Trust,N-CSRS,1969674,2026-08-06,edgar/data/1969674/0001398344-26-013697.txt
2023 ETF Series Trust,N-CSRS,1969674,2026-09-03,edgar/data/1969674/0001969674-26-000010.txt
2023 ETF Series Trust,N-CSRS,1969674,2026-09-04,edgar/data/1969674/0001999371-26-019869.txt
2023 ETF Series Trust,N-PX,1969674,2026-08-21,edgar/data/1969674/0001398344-26-015242.txt
2023 ETF Series Trust,N-PX,1969674,2026-08-21,edgar/data/1969674/0001398344-26-015247.txt
2023 ETF Series Trust,N-PX,1969674,2026-08-21,edgar/data/1969674/0001398344-26-015250.txt
2023 ETF Series Trust,N-PX,1969674,2026-08-21,edgar/data/1969674/0001398344-26-015258.txt
2023 ETF Series Trust,N-PX,1969674,2026-08-21,edgar/data/1969674/0001398344-26-015259.txt
2023 ETF Series Trust,N-PX,1969674,2026-08-26,edgar/data/1969674/0001104659-26-101205.txt
2023 ETF Series Trust,N-PX,1969674,2026-08-27,edgar/data/1969674/0002000324-26-003955.txt
2023 ETF Series Trust,N-PX,1969674,2026-08-31,edgar/data/1969674/0001398344-26-016174.txt
2023 ETF Series Trust,N-PX,1969674,2026-09-11,edgar/data/1969674/0002000324-26-004360.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-07-22,edgar/data/1969674/0000940400-26-027698.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-21,edgar/data/1969674/0000940400-26-032604.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-26,edgar/data/1969674/0000940400-26-034629.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-26,edgar/data/1969674/0000940400-26-034631.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-26,edgar/data/1969674/0000940400-26-034781.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-26,edgar/data/1969674/0000940400-26-034784.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-26,edgar/data/1969674/0000940400-26-034809.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-26,edgar/data/1969674/0001004726-26-007862.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-27,edgar/data/1969674/0001003715-26-003070.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-28,edgar/data/1969674/0000940400-26-035723.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-31,edgar/data/1969674/0001003715-26-003144.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-31,edgar/data/1969674/0001003715-26-003145.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-31,edgar/data/1969674/0001003715-26-003146.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-31,edgar/data/1969674/0001003715-26-003147.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-31,edgar/data/1969674/0001003715-26-003148.txt
2023 ETF Series Trust,NPORT-P,1969674,2026-08-31,edgar/data/1969674/0001003715-26-003149.txt
2023 ETF Series Trust,SCHEDULE 13D/A,1969674,2026-08-07,edgar/data/1969674/0001542826-26-000006.txt
2026 Cervurite Co-Investing LLC,D,2143515,2026-07-13,edgar/data/2143515/0002143515-26-000001.txt
"2026 Jackson County Development Program, L.P.",D,2152089,2026-09-08,edgar/data/2152089/0002152089-26-000001.txt
2026 STRATEGIC OPPORTUNITY FUND LLC,D/A,2121023,2026-08-17,edgar/data/2121023/0002121023-26-000006.txt
2027 So Cal Fund LLC,D,2154657,2026-09-11,edgar/data/2154657/0002154657-26-000001.txt
208 Capital Fund I LLC,D,2147285,2026-07-28,edgar/data/2147285/0002147285-26-000001.txt
"20Slash20, Inc.",C/A,2140631,2026-07-06,edgar/data/2140631/0002140631-26-000003.txt
"20VC Fund S-5, L.P.",D,2107393,2026-07-14,edgar/data/2107393/0001231919-26-000760.txt
"21 Golf Club, LLC",D/A,2028043,2026-08-11,edgar/data/2028043/0002028043-26-000004.txt
21 West Wealth Management LLC,13F-HR,2067541,2026-07-13,edgar/data/2067541/0002067541-26-000003.txt
"2101 Venable, LLC",D,2146804,2026-08-03,edgar/data/2146804/0002146804-26-000001.txt
"21Bridge SPV 1, LLC",D,2147409,2026-07-29,edgar/data/2147409/0002147409-26-000001.txt
"21J Capital Fund, LP",D,2140542,2026-09-10,edgar/data/2140542/0002140542-26-000001.txt
21Shares Dogecoin ETF,10-Q,2064314,2026-08-11,edgar/data/2064314/0001213900-26-087821.txt
21Shares Dogecoin ETF,424B3,2064314,2026-07-07,edgar/data/2064314/0001213900-26-076058.txt
21Shares Dogecoin ETF,424B3,2064314,2026-08-11,edgar/data/2064314/0001213900-26-087872.txt
21Shares Dogecoin ETF,424B3,2064314,2026-08-26,edgar/data/2064314/0001213900-26-094023.txt
21Shares Dogecoin ETF,424B3,2064314,2026-08-27,edgar/data/2064314/0001213900-26-094060.txt
21Shares Dogecoin ETF,8-K,2064314,2026-07-07,edgar/data/2064314/0001213900-26-075973.txt
21Shares Dogecoin ETF,8-K,2064314,2026-08-26,edgar/data/2064314/0001213900-26-093981.txt
21Shares Ethereum ETF,10-Q,1992508,2026-08-14,edgar/data/1992508/0001213900-26-089297.txt
21Shares Ethereum ETF,8-K,1992508,2026-07-07,edgar/data/1992508/0001213900-26-075978.txt
21Shares Ethereum Staking ETF,424B3,1992508,2026-08-27,edgar/data/1992508/0001213900-26-094063.txt
21Shares Ethereum Staking ETF,8-K,1992508,2026-08-26,edgar/data/1992508/0001213900-26-093968.txt
21Shares Hyperliquid Staking ETF,424B3,2090011,2026-08-26,edgar/data/2090011/0001213900-26-094028.txt
21Shares Hyperliquid Staking ETF,8-K,2090011,2026-08-26,edgar/data/2090011/0001213900-26-093988.txt
21Shares Polkadot ETF,10-Q,2054247,2026-08-14,edgar/data/2054247/0001213900-26-090040.txt
21Shares Polkadot ETF,424B3,2054247,2026-07-07,edgar/data/2054247/0001213900-26-076069.txt
21Shares Polkadot ETF,424B3,2054247,2026-08-14,edgar/data/2054247/0001213900-26-090254.txt
21Shares Polkadot ETF,8-K,2054247,2026-07-07,edgar/data/2054247/0001213900-26-075993.txt
21Shares Polkadot Staking ETF,424B3,2054247,2026-08-26,edgar/data/2054247/0001213900-26-094025.txt
21Shares Polkadot Staking ETF,424B3,2054247,2026-08-27,edgar/data/2054247/0001213900-26-094062.txt
21Shares Polkadot Staking ETF,8-K,2054247,2026-08-26,edgar/data/2054247/0001213900-26-093977.txt
21Shares Solana ETF,10-Q,2028834,2026-08-12,edgar/data/2028834/0001213900-26-088437.txt
21Shares Solana ETF,424B3,2028834,2026-07-07,edgar/data/2028834/0001213900-26-076068.txt
21Shares Solana ETF,424B3,2028834,2026-07-27,edgar/data/2028834/0001213900-26-081845.txt
21Shares Solana ETF,424B3,2028834,2026-08-13,edgar/data/2028834/0001213900-26-088569.txt
21Shares Solana ETF,8-K,2028834,2026-07-07,edgar/data/2028834/0001213900-26-075995.txt
21Shares Solana ETF,8-K,2028834,2026-07-27,edgar/data/2028834/0001213900-26-081840.txt
21Shares Solana Staking ETF,424B3,2028834,2026-08-26,edgar/data/2028834/0001213900-26-094032.txt
21Shares Solana Staking ETF,424B3,2028834,2026-08-27,edgar/data/2028834/0001213900-26-094065.txt
21Shares Solana Staking ETF,8-K,2028834,2026-08-26,edgar/data/2028834/0001213900-26-093971.txt
21Shares Sui ETF,10-Q,2061626,2026-08-12,edgar/data/2061626/0001213900-26-088492.txt
21Shares Sui ETF,424B3,2061626,2026-07-07,edgar/data/2061626/0001213900-26-076064.txt
21Shares Sui ETF,424B3,2061626,2026-08-13,edgar/data/2061626/0001213900-26-088567.txt
21Shares Sui ETF,8-K,2061626,2026-07-07,edgar/data/2061626/0001213900-26-075997.txt
21Shares Sui Staking ETF,424B3,2061626,2026-08-26,edgar/data/2061626/0001213900-26-094026.txt
21Shares Sui Staking ETF,424B3,2061626,2026-08-27,edgar/data/2061626/0001213900-26-094066.txt
21Shares Sui Staking ETF,8-K,2061626,2026-08-26,edgar/data/2061626/0001213900-26-093985.txt
21Shares XRP ETF,10-Q,2028835,2026-08-11,edgar/data/2028835/0001213900-26-087823.txt
21Shares XRP ETF,424B3,2028835,2026-07-07,edgar/data/2028835/0001213900-26-076065.txt
21Shares XRP ETF,424B3,2028835,2026-08-11,edgar/data/2028835/0001213900-26-087875.txt
21Shares XRP ETF,424B3,2028835,2026-08-26,edgar/data/2028835/0001213900-26-094019.txt
21Shares XRP ETF,424B3,2028835,2026-08-27,edgar/data/2028835/0001213900-26-094061.txt
21Shares XRP ETF,8-K,2028835,2026-07-07,edgar/data/2028835/0001213900-26-075988.txt
21Shares XRP ETF,8-K,2028835,2026-08-26,edgar/data/2028835/0001213900-26-093987.txt
"224 Ventures Fund I, L.P.",D,2134600,2026-08-04,edgar/data/2134600/0002134600-26-000002.txt
"224 Ventures SPV Series LP, Series B1",D,2143403,2026-07-08,edgar/data/2143403/0002081111-26-000140.txt
226 MP LLC,D,2147159,2026-08-07,edgar/data/2147159/0002147159-26-000001.txt
228 St Lucy LLC,D,2148267,2026-08-03,edgar/data/2148267/0001104659-26-089363.txt
2294 Tall Grass Storage LLC,D,2149163,2026-08-07,edgar/data/2149163/0002149163-26-000001.txt
22C Capital LLC,13F-HR,2075659,2026-08-14,edgar/data/2075659/0000905148-26-003753.txt
"22NW Fund, LP",SCHEDULE 13D/A,1640809,2026-07-02,edgar/data/1640809/0001193125-26-294951.txt
"22NW, LP",13F-HR,1694297,2026-08-14,edgar/data/1694297/0001214659-26-010406.txt
"22NW, LP",N-PX,1694297,2026-08-31,edgar/data/1694297/0001420506-26-002123.txt
"22NW, LP",SCHEDULE 13G,1694297,2026-09-02,edgar/data/1694297/0001214659-26-011357.txt
"22nd Century Group, Inc.",10-Q,1347858,2026-08-14,edgar/data/1347858/0001104659-26-097172.txt
"22nd Century Group, Inc.",424B3,1347858,2026-08-14,edgar/data/1347858/0001493152-26-038365.txt
"22nd Century Group, Inc.",8-K,1347858,2026-07-02,edgar/data/1347858/0001493152-26-031964.txt
"22nd Century Group, Inc.",8-K,1347858,2026-08-05,edgar/data/1347858/0001493152-26-036144.txt
"22nd Century Group, Inc.",8-K,1347858,2026-08-13,edgar/data/1347858/0001493152-26-037524.txt
"22nd Century Group, Inc.",8-K,1347858,2026-09-01,edgar/data/1347858/0001493152-26-040928.txt
"22nd Century Group, Inc.",S-8,1347858,2026-08-14,edgar/data/1347858/0001493152-26-038431.txt
"22nd Century Group, Inc.",SCHEDULE 13G,1347858,2026-08-20,edgar/data/1347858/0001213900-26-091964.txt
"22nd Century Group, Inc.",SCHEDULE 13G,1347858,2026-08-20,edgar/data/1347858/0001437749-26-028612.txt
"22nd Century Group, Inc.",SCHEDULE 13G,1347858,2026-08-25,edgar/data/1347858/0000930413-26-002666.txt
"22nd Century Group, Inc.",SCHEDULE 13G/A,1347858,2026-08-14,edgar/data/1347858/0001193125-26-352074.txt
235 E 10TH HOLDING LLC,D,2039066,2026-07-02,edgar/data/2039066/0001493152-26-031844.txt
"23rd Terrace Properties, LLC",D,2144703,2026-08-24,edgar/data/2144703/0001474506-26-000014.txt
24 S LAKE FUNDING L.P.,D,2142739,2026-08-12,edgar/data/2142739/0001013594-26-000863.txt
24X National Exchange LLC,1/A,1931336,2026-07-22,edgar/data/1931336/9999999997-26-001252.txt
25 LLC,13F-HR,1968777,2026-07-28,edgar/data/1968777/0001968777-26-000003.txt
25 LLC,N-PX,1968777,2026-07-28,edgar/data/1968777/0001968777-26-000004.txt
"2506WTS, LLC",D,1892802,2026-07-09,edgar/data/1892802/0001892802-26-000004.txt
25Madison Basalt Holdings August 2026 a Series of CGF2021 LL,D,2149688,2026-08-24,edgar/data/2149688/0002149688-26-000001.txt
25Madison Ventures Radial SPV July 2026 a Series of CGF2021,D,2148650,2026-09-08,edgar/data/2148650/0002148650-26-000001.txt
2611 Arts Apartments LLC,D,2147957,2026-08-10,edgar/data/2147957/0002147957-26-000001.txt
2620 N 52nd St Owner LLC,D,2143916,2026-07-17,edgar/data/2143916/0002143916-26-000001.txt
2698945 Ontario Ltd,13F-NT,2147758,2026-08-07,edgar/data/2147758/0001999371-26-017429.txt
"26North BDC, Inc.",10-Q,1950976,2026-08-07,edgar/data/1950976/0001193125-26-340235.txt
"26North BDC, Inc.",8-K,1950976,2026-08-20,edgar/data/1950976/0001193125-26-359179.txt
"26North BDC, Inc.",SCHEDULE 13G/A,1950976,2026-08-11,edgar/data/1950976/0001493152-26-037182.txt
"26North BDC, Inc.",SCHEDULE 13G/A,1950976,2026-08-11,edgar/data/1950976/0001493152-26-037183.txt
26North Partners LP,13F-HR,1950972,2026-08-14,edgar/data/1950972/0002073679-26-000090.txt
26North Partners LP,N-PX,1950972,2026-08-31,edgar/data/1950972/0002073679-26-000159.txt
27 Club Miami LLC,D,2146108,2026-07-17,edgar/data/2146108/0002146108-26-000001.txt
"270 Private Capital Fund III (Offshore), LP",D,2144474,2026-07-29,edgar/data/2144474/0002144474-26-000001.txt
"270 Private Capital Fund III, LP",D,2144469,2026-07-29,edgar/data/2144469/0002144469-26-000001.txt
"270 Private Capital Opportunities Fund II, LP",D,2144473,2026-07-16,edgar/data/2144473/0002144473-26-000001.txt
"270 Private Capital Opportunities Fund IV (Offshore), LP",D,2150188,2026-08-27,edgar/data/2150188/0002150189-26-000002.txt
"270 Private Capital Opportunities Fund IV, LP",D,2150189,2026-08-27,edgar/data/2150189/0002150189-26-000002.txt
2717 Partners SPV A LP,D/A,1991006,2026-08-28,edgar/data/1991006/0000902664-26-003647.txt
277 Church Investors LLC,D,2152406,2026-08-27,edgar/data/2152406/0002152406-26-000001.txt
277 VELEROS LLC,D,2149707,2026-08-11,edgar/data/2149707/0002149707-26-000001.txt
2774719 Ontario Ltd,13F-NT,2055944,2026-08-07,edgar/data/2055944/0001999371-26-017427.txt
2774719 Ontario Ltd,N-PX,2055944,2026-08-31,edgar/data/2055944/0001999371-26-019276.txt
28 S LAKE FUNDING L.P.,D,2142738,2026-08-12,edgar/data/2142738/0001013594-26-000864.txt
28 VENTURES CHICHICKY A SERIES OF A 28 VENTURES MASTER LLC,D,1999639,2026-08-31,edgar/data/1999639/0001999639-26-000003.txt
280 Meeting Street Owner LLC,D,2148397,2026-08-03,edgar/data/2148397/0002148397-26-000001.txt
299 USRA Net Lease Fund V LLC,D/A,2037313,2026-08-10,edgar/data/2037313/0002081111-26-000148.txt
"2DALOOP, CORP.",D,2149426,2026-08-12,edgar/data/2149426/0002149426-26-000001.txt
2DE HA a Series of SLRTE I LLC,D,2143346,2026-07-01,edgar/data/2143346/0002143346-26-000001.txt
2MDOpinion Inc.,C/A,2045208,2026-07-30,edgar/data/2045208/0001669191-26-000245.txt
2UniFi Bank,13F-HR,2040900,2026-08-14,edgar/data/2040900/0001104659-26-097132.txt
2UniFi Bank,N-PX,2040900,2026-08-31,edgar/data/2040900/0001104659-26-103881.txt
2Xideas AG,13F-HR,1843587,2026-08-14,edgar/data/1843587/0001420506-26-001651.txt
2Xideas AG,N-PX,1843587,2026-08-24,edgar/data/1843587/0001843587-26-000006.txt
2Xideas US Inc.,13F-NT,2058194,2026-08-14,edgar/data/2058194/0001420506-26-001653.txt
"2am Ventures Opportunity Fund II, LP",D,2150698,2026-09-02,edgar/data/2150698/0002150698-26-000001.txt
3 Alpha India Multi Manager Equity Fund SPV LP,D/A,2029439,2026-08-18,edgar/data/2029439/0000929638-26-003121.txt
3 E Network Technology Group Ltd,6-K,1993097,2026-09-02,edgar/data/1993097/0001185185-26-003800.txt
3 E Network Technology Group Ltd,6-K,1993097,2026-09-11,edgar/data/1993097/0001185185-26-003945.txt
3 E Network Technology Group Ltd,EFFECT,1993097,2026-07-16,edgar/data/1993097/9999999995-26-002335.txt
3 E Network Technology Group Ltd,EFFECT,1993097,2026-07-29,edgar/data/1993097/9999999995-26-002489.txt
3 E Network Technology Group Ltd,EFFECT,1993097,2026-08-26,edgar/data/1993097/9999999995-26-002768.txt
3 E Network Technology Group Ltd,F-1,1993097,2026-07-27,edgar/data/1993097/0001185185-26-003135.txt
3 E Network Technology Group Ltd,F-1/A,1993097,2026-07-14,edgar/data/1993097/0001185185-26-002956.txt
3 E Network Technology Group Ltd,F-1/A,1993097,2026-08-18,edgar/data/1993097/0001185185-26-003599.txt
3 E Network Technology Group Ltd,POS AM,1993097,2026-07-22,edgar/data/1993097/0001185185-26-003091.txt
"3 FACTOR INDEXING, LLC",13F-HR,2135169,2026-07-08,edgar/data/2135169/0002135169-26-000003.txt
"316 High Street, LLC",D,2147257,2026-08-03,edgar/data/2147257/0002147257-26-000001.txt
325 CAPITAL CAYMAN FUND LP,D/A,1872846,2026-07-09,edgar/data/1872846/0001872846-26-000001.txt
325 CAPITAL LLC,13F-HR,1873893,2026-08-14,edgar/data/1873893/0001214659-26-010357.txt
325 CAPITAL LLC,4,1873893,2026-07-02,edgar/data/1873893/0000921895-26-001748.txt
325 CAPITAL LLC,N-PX,1873893,2026-07-29,edgar/data/1873893/0001873893-26-000005.txt
325 CAPITAL ONSHORE FUND LP,D/A,1872845,2026-07-09,edgar/data/1872845/0001872845-26-000001.txt
"325 Capital GP, LLC",4,1972758,2026-07-02,edgar/data/1972758/0000921895-26-001748.txt
325 Capital Master Fund LP,4,1972759,2026-07-02,edgar/data/1972759/0000921895-26-001748.txt
33 Private Opportunities Fund LLC - 33 Cleveland Series,D,2033784,2026-08-10,edgar/data/2033784/0002033784-26-000001.txt
"330 County LW, LLC",D,2146802,2026-08-03,edgar/data/2146802/0002146802-26-000001.txt
"334 DOUGLASS STREET INTL PARTNERS, LLC",D,2144914,2026-07-14,edgar/data/2144914/0002144914-26-000001.txt
"334 DOUGLASS STREET PARTNERS, LLC",D,2144915,2026-07-14,edgar/data/2144915/0002144915-26-000001.txt
33rd Team Inc.,D,2018453,2026-07-27,edgar/data/2018453/0001079973-26-000975.txt
"340 Capital Fund, LP",D,2107188,2026-08-10,edgar/data/2107188/0001315863-26-000578.txt
"360 Financial, Inc.",13F-HR,1802324,2026-08-11,edgar/data/1802324/0001802324-26-000006.txt
"360 Financial, Inc.",N-PX,1802324,2026-08-05,edgar/data/1802324/0001802324-26-000005.txt
