method,object,spec_id,target,window,horizon_q,weighting,n,first_quarter,last_quarter,mae,rmse,bias,crps,pinball_mean,cov80,cov90,pit_mean,ratio_seasonal_naive,n_match_seasonal_naive,ratio_seasonal_naive_drift,n_match_seasonal_naive_drift,ratio_trailing4,n_match_trailing4,ratio_pct_rev_last4,n_match_pct_rev_last4,ratio_guide_implied,n_match_guide_implied,ratio_q_guide_implied,n_match_q_guide_implied,ratio_street,n_match_street,beats_seasonal_naive,survives_both_windows,mae_full_sample,hindsight_gap_mae,hindsight_share,n_params,n_obs,param_obs_ratio,conformal_cov_empirical,replays_present,survives_both_windows_eq_and_rw
margin-ts,ensemble_simple,invmae4,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,2.7804374057708423,3.3270352949839626,0.5713511254835234,2.191610282541241,0.9576136748858904,1.0,1.0,0.4856758255188029,1.2428939919081756,14,1.1659748846599036,14,0.2933886225520796,14,,0,0.6348298638833876,14,1.2428939919081756,14,1.7464203453845546,14,False,False,1.9619612870753664,0.8184761186954759,0.29436955386829267,5,14,0.3571428571428571,1.0,2,False
margin-ts,incremental_margin,k4_rw,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,2.854815414607456,3.573413725463607,0.5590309381258177,2.0494331093321003,0.8585752417296363,0.8571428571428572,0.8571428571428572,0.458651796239208,1.2761419909896332,14,1.1971652614310218,14,0.3012369062485401,14,,0,0.6518118614380399,14,1.2761419909896332,14,1.7931379113372543,14,False,False,2.264217175176982,0.5905982394304736,0.2068779075552534,3,14,0.2142857142857142,1.0,2,False
guide-policy-margin,q4_implied,guide_mid,adj_ebitda_margin_pct,W1,0,equal,3,2023Q4,2025Q4,2.868380342387359,3.2651001988083244,-2.868380342387359,1.8929128028992463,0.7336271056696344,0.6666666666666666,1.0,0.7962591643395349,0.7386940979686898,3,2.015303098999596,3,0.8692839157597617,3,,0,1.0650656171841268,3,0.7386940979686898,3,1.7312501286149058,3,True,True,2.868380342387359,0.0,0.0,0,3,0.0,,2,True
margin-ts,yoy_margin_change,k2_rw,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,2.9227509371256826,3.3697378190337064,0.2670848312074698,3.0855052651352697,1.4132552996169332,1.0,1.0,0.51511093091382,1.3065101095452951,14,1.2256539851361827,14,0.308405386046938,14,,0,0.6673229096003114,14,1.3065101095452951,14,1.835808887656993,14,False,False,2.4201828927136138,0.5025680444120688,0.17195034925087005,3,14,0.2142857142857142,1.0,2,False
margin-ts,incremental_margin,k4_ew,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,2.954831624679214,3.6446190817735937,0.7002309796647533,2.08343740436135,0.8670660819471739,0.8571428571428572,0.8571428571428572,0.4477733045981422,1.3208506207662314,14,1.2391070036765044,14,0.3117905040547447,14,,0,0.6746475767446335,14,1.3208506207662314,14,1.855959086083013,14,False,False,2.263103974939296,0.6917276497399181,0.23410053011565904,3,14,0.2142857142857142,1.0,2,False
margin-ts,yoy_margin_change,k4_rw_shrink50,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,2.956787430654092,3.265285132762832,0.3585456676528702,1.9466883184592048,0.7965240498477255,0.7142857142857142,0.8571428571428572,0.4721935144251708,1.3217248930985162,14,1.239927169827788,14,0.3119968784977578,14,,0,0.6750941266429471,14,1.3217248930985162,14,1.8571875472377448,14,False,False,2.2121610011486537,0.7446264295054386,0.25183630780678556,4,14,0.2857142857142857,1.0,2,False
margin-ts,yoy_margin_change,k2_ew,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,2.9910443637134425,3.4300724010855843,0.2679443786440121,3.3213130516404683,1.5307079959526062,1.0,1.0,0.5165071703386981,1.337038216172179,14,1.2542927957144832,14,0.3156116314795301,14,,0,0.6829156744706351,14,1.337038216172179,14,1.8787046670769303,14,False,False,2.4172787007936574,0.5737656629197851,0.1918278678446091,3,14,0.2142857142857142,1.0,2,False
margin-ts,ensemble_simple,eq4,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,2.998181451009251,3.7036136880879487,0.9455203070639784,2.2935627702304355,0.9880981298194844,0.9285714285714286,1.0,0.4661581292951372,1.3402285929457307,14,1.2572857293152422,14,0.3163647288901768,14,,0,0.6845452152569583,14,1.3402285929457307,14,1.883187542481468,14,False,False,1.977504063425004,1.020677387584247,0.3404321600484405,1,14,0.0714285714285714,1.0,2,False
street-bias,street_plus_bias,rw_hl4_from21,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,3.0181986102625804,4.177754183843592,3.0181986102625804,2.9848917888047954,1.3507472788183954,1.0,1.0,0.362384737683417,1.349176540099439,14,1.2656799139507882,14,0.3184769169827952,14,,0,0.6891155359042594,14,1.349176540099439,14,1.895760518986625,14,False,False,3.0181986102625804,0.0,0.0,3,14,0.2142857142857142,1.0,2,False
guide-policy-margin,actual_given_guide,last,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,3.492712774515244,5.126577653835761,1.7945482362047145,3.791453545554935,1.739400109463427,1.0,1.0,0.4543855093331705,1.5612909371367132,14,1.4646671656636538,14,0.3685471169961431,14,,0,0.7974566773656849,14,1.5612909371367132,14,2.1938075776630823,14,False,False,1.8657489721626228,1.6269638023526212,0.4658166609701906,1,14,0.0714285714285714,0.875,2,False
margin-ts,sarima_margin,margin_aicc,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,3.607452464132688,4.501091234309885,1.876547630095232,2.6836227285485585,1.1520703904067209,0.7857142857142857,0.8571428571428572,0.3989633439380244,1.6125811659916924,14,1.5127831908940523,14,0.3806543197761973,14,,0,0.8236540596159323,14,1.6125811659916924,14,2.265876716121339,14,False,False,2.898039808133249,0.7094126559994391,0.1966519761667872,4,14,0.2857142857142857,1.0,2,False
margin-ts,yoy_margin_change,k4_rw,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,3.676507642484378,4.397706545897402,1.190351553069381,3.03200006224363,1.3276834569845526,1.0,1.0,0.4738072806845048,1.6434497861970323,14,1.541741441652248,14,0.387940944396712,14,,0,0.8394207477573227,14,1.6434497861970323,14,2.3092509593886907,14,False,False,2.1872547834735028,1.4892528590108753,0.4050726950222036,3,14,0.2142857142857142,1.0,2,False
margin-ts,pct_rev_seasonal,drift_k4_rw,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,3.781432418892753,4.789141799708309,1.54868070235467,3.411896546383069,1.509472820197841,0.9285714285714286,1.0,0.4659882098359357,1.690352613043488,14,1.5857415884697248,14,0.3990124885926526,14,,0,0.8633771876279254,14,1.690352613043488,14,2.3751552533944427,14,False,False,2.176913979802536,1.6045184390902172,0.42431498473270046,7,14,0.5,1.0,2,False
margin-ts,pct_rev_seasonal,oracle_drift_k4_rw_revknown,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,3.781432418892753,4.789141799708309,1.54868070235467,3.411896546383069,1.509472820197841,0.9285714285714286,1.0,0.4659882098359357,1.690352613043488,14,1.5857415884697248,14,0.3990124885926526,14,,0,0.8633771876279254,14,1.690352613043488,14,2.3751552533944427,14,False,False,2.176913979802536,1.6045184390902172,0.42431498473270046,7,14,0.5,1.0,2,False
guide-policy-margin,actual_given_guide,rw_hl4,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,3.831092375739832,5.240451254349433,2.8109861803345924,3.883949012783908,1.7676281034082508,1.0,1.0,0.4219919543881411,1.7125513008742406,14,1.6065664638425032,14,0.4042525512911045,14,,0,0.8747155560372463,14,1.7125513008742406,14,2.4063471654326904,14,False,False,1.64234978199398,2.188742593745852,0.5713103154614428,2,14,0.1428571428571428,1.0,2,False
guide-policy-margin,actual_given_guide,oracle_rw_hl4_revknown,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,3.89658272160323,5.327079009002114,2.923814056724003,3.881390971203656,1.7608397954830526,1.0,1.0,0.418217923313492,1.741826391632502,14,1.6340298040730463,14,0.4111630188036774,14,,0,0.889668321117966,14,1.741826391632502,14,2.44748230201398,14,False,False,1.6517885079477304,2.2447942136554997,0.5760930471743944,2,14,0.1428571428571428,1.0,2,False
margin-ts,yoy_margin_change,k4_ew,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,3.910997243383998,4.797202279230308,1.419287869300836,3.3243733601135683,1.4611182064100716,1.0,1.0,0.4691624031608624,1.7482698823150689,14,1.6400745257905267,14,0.4126840229022515,14,,0,0.8929594467807973,14,1.7482698823150689,14,2.4565362062862617,14,False,False,2.17445816153087,1.7365390818531279,0.44401439678606985,3,14,0.2142857142857142,1.0,2,False
margin-ts,q_sentence_direction,k_abs_rw,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,3.970036308007797,7.539113754626773,-3.246370226516745,5.028772170149092,2.3567475449196063,1.0,1.0,0.543660636309221,1.7746611610960616,14,1.6648325248097775,14,0.418913758486584,14,,0,0.906439254411474,14,1.7746611610960616,14,2.4936192290572388,14,False,False,1.4631459645543274,2.5068903434534695,0.6314527497889437,2,14,0.1428571428571428,1.0,2,False
margin-ts,pct_rev_seasonal,drift_k4_ew,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,4.017644700245485,5.235467989759494,1.812011691553301,3.724942656654695,1.6512310654735165,0.9285714285714286,1.0,0.4612905755714979,1.795942771159938,14,1.6847970777009773,14,0.423937342398793,14,,0,0.917309209297432,14,1.795942771159938,14,2.523522532991497,14,False,False,2.174458161530872,1.8431865387146136,0.4587729070721439,7,14,0.5,1.0,2,False
baselines-margin,guide_implied,guide_implied|adj_ebitda_margin_pct|h0|PIT,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,4.379815071651362,5.50532120863909,-4.379815071651362,3.1475538920105914,1.349489509647639,0.7857142857142857,0.7857142857142857,0.8000460600515016,1.957837938349548,14,1.8366730221659555,14,0.4621531519600539,14,,0,1.0,14,1.957837938349548,14,2.751005339763531,14,False,False,,,,4,14,0.2857142857142857,1.0,1,False
guide-policy-margin,actual_given_guide,equal,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,4.577432213387513,5.620160714407216,3.692508381773808,4.081862325036353,1.8267567514543184,1.0,1.0,0.3863293551723537,2.046175535035647,14,1.9195436609958012,14,0.4830054901160265,14,,0,1.045119973903748,14,2.046175535035647,14,2.875130628902733,14,False,False,2.449788619633073,2.12764359375444,0.4648116006025755,2,14,0.1428571428571428,1.0,2,False
guide-policy-margin,actual_given_guide,rw_hl4_prorata,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,4.600414767976363,6.374979592988373,-0.3002174294027041,3.913285409372656,1.7509835729411891,0.8571428571428572,0.8571428571428572,0.5265536231990573,2.056449054935033,14,1.929181382521309,14,0.4854305833835663,14,,0,1.0503673540357557,14,2.056449054935033,14,2.8895661996656545,14,False,False,1.6810800981369267,2.9193346698394365,0.6345807534922764,5,14,0.3571428571428571,1.0,2,False
margin-ts,pct_rev_seasonal,drift_k8_rw,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,5.938916750554285,9.648577895761402,5.166984414016494,5.77430536335619,2.6829833381458745,0.8571428571428572,0.8571428571428572,0.3801353634718518,2.654777961333148,14,2.4904814468616068,14,0.6266678045980076,14,,0,1.3559743170423588,14,2.654777961333148,14,3.730292586765736,14,False,False,2.174458161530872,3.7644585890234135,0.6338628317482431,7,14,0.5,1.0,2,False
baselines-margin,trailing4,trailing4|adj_ebitda_margin_pct|h0|PIT,adj_ebitda_margin_pct,W1,0,equal,14,2023Q1,2026Q2,9.476977605964542,12.100965332301575,0.6446010975429656,6.928376314410359,2.8116767844099178,0.7857142857142857,0.8571428571428572,0.4680618878179515,4.23634011808876,14,3.974165305108008,14,1.0,14,,0,2.1637848746868107,14,4.23634011808876,14,5.952583744362979,14,False,False,,,,2,14,0.1428571428571428,1.0,1,False
street-bias,dispersion_conditioned,rw_hl4,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,0.820465429271642,1.2139973880549622,0.0834009549013527,1.3620387263807123,0.6528426526258714,1.0,1.0,0.5176393670442825,0.428958144751823,14,0.4140744073724111,14,0.096604588973182,14,,0,0.2506587709557099,14,0.428958144751823,14,0.6563315880334362,14,True,True,0.820465429271642,0.0,0.0,5,14,0.3571428571428571,1.0,2,True
street-bias,dispersion_conditioned,rw_hl4_usd,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,0.820465429271642,1.2139973880549622,0.0834009549013527,1.3620387263807123,0.6528426526258714,1.0,1.0,0.5176393670442825,0.428958144751823,14,0.4140744073724111,14,0.096604588973182,14,,0,0.2506587709557099,14,0.428958144751823,14,0.6563315880334362,14,True,True,0.820465429271642,0.0,0.0,5,14,0.3571428571428571,1.0,2,True
street-bias,dispersion_conditioned,rw_hl4_med,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,0.8597211937888567,1.1613472329079513,-0.1632092065302395,1.3424988887291278,0.6401544210738344,1.0,1.0,0.5463720278320188,0.4494819588180263,14,0.4338860982109229,14,0.1012267057141397,14,,0,0.262651721951277,14,0.4494819588180263,14,0.6877342496762582,14,True,True,0.8597211937888567,0.0,0.0,5,14,0.3571428571428571,1.0,2,True
street-bias,street_plus_bias,rw_hl4,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.0174651245787705,1.5064113406856927,0.6170674350696168,1.4672490012439554,0.6956573587241519,1.0,1.0,0.4463440701071151,0.531954103875461,14,0.5134966732919634,14,0.1198000508586167,14,,0,0.3108437583331431,14,0.531954103875461,14,0.8139215586161243,14,True,True,1.0174651245787705,0.0,0.0,3,14,0.2142857142857142,1.0,2,True
street-bias,street_plus_bias,rw_hl4_usd,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.0174651245787705,1.5064113406856927,0.6170674350696168,1.4672490012439554,0.6956573587241519,1.0,1.0,0.4463440701071151,0.531954103875461,14,0.5134966732919634,14,0.1198000508586167,14,,0,0.3108437583331431,14,0.531954103875461,14,0.8139215586161243,14,True,True,1.0174651245787705,0.0,0.0,3,14,0.2142857142857142,1.0,2,True
street-bias,street_plus_bias,rw_hl4_med,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.1298720394302937,1.4935967766091296,0.3522082585182975,1.465864647171457,0.6885412849371584,1.0,1.0,0.4785084946403714,0.5907230171431296,14,0.5702264573768641,14,0.133035250563027,14,,0,0.3451849726224748,14,0.5907230171431296,14,0.9038415068532284,14,True,True,1.1298720394302937,0.0,0.0,3,14,0.2142857142857142,1.0,2,True
street-bias,street_plus_flowthrough,rw_hl4_med,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.1324327197945816,1.5192689832259527,0.5659828171892348,1.4420040439999282,0.6759180575209274,1.0,1.0,0.4402997976004631,0.5920617995697608,14,0.5715187875183716,14,0.1333367543988478,14,,0,0.3459672810172265,14,0.5920617995697608,14,0.9058899239467202,14,True,True,1.1324327197945816,0.0,0.0,6,14,0.4285714285714285,1.0,2,True
street-bias,street_plus_flowthrough,rw_hl4,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.133875761485544,1.5560930743061618,0.4677798420291809,1.4679544174165933,0.6893865333104351,1.0,1.0,0.4478054930388907,0.592816254863635,14,0.5722470651662541,14,0.1335066633852024,14,,0,0.346408141830845,14,0.592816254863635,14,0.9070442856185684,14,True,True,1.133875761485544,0.0,0.0,6,14,0.4285714285714285,0.875,2,True
street-bias,street_plus_flowthrough,rw_hl4_usd,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.133875761485544,1.5560930743061618,0.4677798420291809,1.4679544174165933,0.6893865333104351,1.0,1.0,0.4478054930388907,0.592816254863635,14,0.5722470651662541,14,0.1335066633852024,14,,0,0.346408141830845,14,0.592816254863635,14,0.9070442856185684,14,True,True,1.133875761485544,0.0,0.0,6,14,0.4285714285714285,0.875,2,True
baselines-margin,street,street|adj_ebitda_margin_pct|h0|PIT,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.2500776196525898,1.5999838173298904,-1.0958528303769963,0.9967637483372708,0.4364225693113013,1.0,1.0,0.6393933611248624,0.6535692515380962,14,0.6308920900990013,14,0.1471886935422961,14,,0,0.3819087417485997,14,0.6535692515380962,14,1.0,14,True,True,,,,1,14,0.0714285714285714,1.0,1,True
street-bias,dispersion_conditioned,ew,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.2564627645469888,1.6354770213301673,0.9535253482462316,1.4995968556624646,0.6986541696111883,1.0,1.0,0.4101793035929513,0.6569075517396105,14,0.6341145599238205,14,0.1479405037661653,14,,0,0.3838594547396699,14,0.6569075517396105,14,1.005107798743068,14,True,True,1.2564627645469888,0.0,0.0,5,14,0.3571428571428571,0.875,2,True
street-bias,dispersion_conditioned,ew_usd,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.2564627645469888,1.6354770213301673,0.9535253482462316,1.4995968556624646,0.6986541696111883,1.0,1.0,0.4101793035929513,0.6569075517396105,14,0.6341145599238205,14,0.1479405037661653,14,,0,0.3838594547396699,14,0.6569075517396105,14,1.005107798743068,14,True,True,1.2564627645469888,0.0,0.0,5,14,0.3571428571428571,0.875,2,True
street-bias,dispersion_conditioned,rw_hl4_from21,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.3198439246978644,2.0869386344588605,0.966999338227911,1.5364595121772735,0.7078347207133293,1.0,1.0,0.4441350639315072,0.6900446759870921,14,0.6661019117265015,14,0.1554032324888786,14,,0,0.4032229076511094,14,0.6900446759870921,14,1.0558095785001442,14,True,True,1.3198439246978644,0.0,0.0,5,14,0.3571428571428571,1.0,2,False
street-bias,street_plus_flowthrough,rw_hl4_from21,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.3466791781040055,1.8251337923624584,0.8089128733316695,1.5202589842572396,0.7023080647147664,1.0,1.0,0.4166410445248277,0.704074761965562,14,0.6796451900346451,14,0.1585629129980169,14,,0,0.4114212928567356,14,0.704074761965562,14,1.077276448224281,14,True,True,1.3466791781040055,0.0,0.0,6,14,0.4285714285714285,0.875,2,True
margin-ts,per_night_seasonal,oracle_g_k4_rw_nightsknown,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.4856308554903288,2.0553252029487665,0.4561748308309648,1.2717808773901471,0.5593815411568792,0.9816547932277369,0.9816547932277369,0.4712737831231999,0.7767218859214173,14,0.7497716468168906,14,0.1749235897579828,14,,0,0.4538721450599899,14,0.7767218859214173,14,1.188430887918145,14,True,True,1.482654814808498,0.0029760406818308827,0.002003216795634369,7,14,0.5,1.0,2,False
margin-ts,q_sentence_direction,k_fit_median,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.5206111011586512,1.889865443580773,-0.8041811189196953,1.3123460712286952,0.5852237160993797,0.9816547932277369,1.0,0.5288921224684401,0.7950103606694237,14,0.7674255588259685,14,0.1790422913320017,14,,0,0.4645588907461967,14,0.7950103606694237,14,1.2164133468618097,14,True,True,1.1733938703742866,0.3472172307843646,0.2283405865706212,2,14,0.1428571428571428,1.0,2,True
margin-ts,q_sentence_direction,k_fit_rw,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.525827383566993,2.0305381017256554,-1.029762287141405,1.3416725714734137,0.5988578286920124,0.9816547932277369,0.9816547932277369,0.5482569440666092,0.797737552754007,14,0.7700581244038245,14,0.179656475428062,14,,0,0.4661525068703929,14,0.797737552754007,14,1.220586113677515,14,True,True,1.180049463262665,0.3457779203043281,0.22661666976770858,2,14,0.1428571428571428,1.0,2,True
guide-policy-margin,actual_given_guide,nov_sentence_pin,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.533345656862946,1.902329037275659,-1.0573356257174678,1.2726297012760523,0.5621511308820063,1.0,1.0,0.5860965951001363,0.801668278473471,14,0.7738524641144557,14,0.180541704318435,14,,0,0.4684493996788391,14,0.801668278473471,14,1.2266003588553802,14,True,True,1.5379665702154346,-0.004620913352488598,-0.0030136149222494755,1,14,0.0714285714285714,1.0,2,True
cycle-flex,flex_margin,l0_rw,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.5528943328636666,2.007119082204887,0.4024523462147012,1.1965849216948885,0.5187633749628594,0.9691471627762318,1.0,0.4519351675386395,0.8118887746582619,14,0.7837183355346563,14,0.1828434366555257,14,,0,0.4744216770293936,14,0.8118887746582619,14,1.2422383286049332,14,True,True,1.447662322429941,0.10523201043372565,0.06776508111770171,12,14,0.8571428571428571,1.0,2,True
street-bias,street_plus_flowthrough,ew,adj_ebitda_margin_pct,W1,0,recency,14,2023Q1,2026Q2,1.5711892903519276,1.9155990170339623,1.112774311490282,1.6680023262488786,0.7549241637108202,1.0,1.0,0.3632798982190379,0.821453798049247,14,0.79295147737048,14,0.1849975516070895,14,,0,0.4800109333162373,14,0.821453798049247,14,1.2568733858210963,14,True,True,1.5711892903519276,0.0,0.0,6,14,0.4285714285714285,0.875,2,True
