sample,sort,bucket,target,n,mean,median,min,max,n_positive,hit_rate_positive,sample_base_rate_positive,binom_p_vs_half,binom_p_vs_base_rate_1sided,prints,mann_whitney_p,welch_p,fisher_p_share_positive
post2022,momentum_score,+2 both accel,gap_excess_pct,1,7.84,7.84,7.84,7.84,1.0,1.0,0.36,1.0,0.357,2Q26,,,
post2022,momentum_score,-2 both decel,intraday_excess_pct,5,1.99,2.31,0.77,3.1,5.0,1.0,0.71,0.062,0.186,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,momentum_score,-1,intraday_excess_pct,2,0.14,0.14,0.13,0.16,2.0,1.0,0.71,0.5,0.51,1Q24 2Q25,,,
post2022,momentum_score,0,intraday_excess_pct,5,-2.49,-4.06,-6.4,1.89,2.0,0.4,0.71,1.0,0.145,2Q23 3Q23 4Q24 3Q25 4Q25,,,
post2022,momentum_score,+1,intraday_excess_pct,1,-0.25,-0.25,-0.25,-0.25,0.0,0.0,0.71,1.0,0.286,3Q24,,,
post2022,momentum_score,+2 both accel,intraday_excess_pct,1,8.41,8.41,8.41,8.41,1.0,1.0,0.71,1.0,0.714,2Q26,,,
post2022,momentum_score,-2 both decel,ev_ntm_rev_multiple_change_pct,5,-5.36,-2.49,-14.45,0.05,1.0,0.2,0.29,0.375,0.558,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,momentum_score,-1,ev_ntm_rev_multiple_change_pct,2,-6.72,-6.72,-8.38,-5.06,0.0,0.0,0.29,0.5,0.51,1Q24 2Q25,,,
post2022,momentum_score,0,ev_ntm_rev_multiple_change_pct,5,3.29,-0.7,-2.89,20.38,2.0,0.4,0.29,1.0,0.442,2Q23 3Q23 4Q24 3Q25 4Q25,,,
post2022,momentum_score,+1,ev_ntm_rev_multiple_change_pct,1,-9.46,-9.46,-9.46,-9.46,0.0,0.0,0.29,1.0,0.714,3Q24,,,
post2022,momentum_score,+2 both accel,ev_ntm_rev_multiple_change_pct,1,19.7,19.7,19.7,19.7,1.0,1.0,0.29,1.0,0.286,2Q26,,,
post2022,momentum_score,-2 both decel,ret_5d_cc_excess_pct,5,-8.53,-8.41,-18.76,0.55,1.0,0.2,0.36,0.375,0.415,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,momentum_score,-1,ret_5d_cc_excess_pct,2,-8.72,-8.72,-10.58,-6.85,0.0,0.0,0.36,0.5,0.413,1Q24 2Q25,,,
post2022,momentum_score,0,ret_5d_cc_excess_pct,5,1.46,1.08,-5.99,8.93,3.0,0.6,0.36,1.0,0.246,2Q23 3Q23 4Q24 3Q25 4Q25,,,
post2022,momentum_score,+1,ret_5d_cc_excess_pct,1,-7.75,-7.75,-7.75,-7.75,0.0,0.0,0.36,1.0,0.643,3Q24,,,
post2022,momentum_score,+2 both accel,ret_5d_cc_excess_pct,1,19.65,19.65,19.65,19.65,1.0,1.0,0.36,1.0,0.357,2Q26,,,
post2022,momentum_score,-2 both decel,ret_20d_cc_excess_pct,5,-7.37,-6.38,-16.73,6.51,1.0,0.2,0.29,0.375,0.558,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,momentum_score,-1,ret_20d_cc_excess_pct,2,-8.76,-8.76,-12.2,-5.33,0.0,0.0,0.29,0.5,0.51,1Q24 2Q25,,,
post2022,momentum_score,0,ret_20d_cc_excess_pct,5,-0.47,-2.4,-7.75,10.07,2.0,0.4,0.29,1.0,0.442,2Q23 3Q23 4Q24 3Q25 4Q25,,,
post2022,momentum_score,+1,ret_20d_cc_excess_pct,1,-9.61,-9.61,-9.61,-9.61,0.0,0.0,0.29,1.0,0.714,3Q24,,,
post2022,momentum_score,+2 both accel,ret_20d_cc_excess_pct,1,21.74,21.74,21.74,21.74,1.0,1.0,0.29,1.0,0.286,2Q26,,,
post2022,momentum_score,-2 both decel,ret_20d_open_excess_pct,5,0.84,-0.7,-4.05,10.64,1.0,0.2,0.29,0.375,0.558,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,momentum_score,-1,ret_20d_open_excess_pct,2,-0.72,-0.72,-4.96,3.52,1.0,0.5,0.29,1.0,0.49,1Q24 2Q25,,,
post2022,momentum_score,0,ret_20d_open_excess_pct,5,-5.19,-4.42,-11.82,0.99,1.0,0.2,0.29,0.375,0.558,2Q23 3Q23 4Q24 3Q25 4Q25,,,
post2022,momentum_score,+1,ret_20d_open_excess_pct,1,-0.95,-0.95,-0.95,-0.95,0.0,0.0,0.29,1.0,0.714,3Q24,,,
post2022,momentum_score,+2 both accel,ret_20d_open_excess_pct,1,12.82,12.82,12.82,12.82,1.0,1.0,0.29,1.0,0.286,2Q26,,,
post2022,guide_dir_x_q4print,accelerating | non-Q4 print,ret_1d_cc_excess_pct,3,2.48,-0.04,-8.78,16.26,1.0,0.33,0.29,1.0,0.636,2Q23 3Q24 2Q26,,,
post2022,guide_dir_x_q4print,decelerating | Q4 print,ret_1d_cc_excess_pct,3,5.21,4.44,-2.83,14.03,2.0,0.67,0.29,1.0,0.198,4Q23 4Q24 4Q25,,,
post2022,guide_dir_x_q4print,decelerating | non-Q4 print,ret_1d_cc_excess_pct,6,-5.16,-3.37,-12.3,0.61,1.0,0.17,0.29,0.219,0.452,1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
post2022,guide_dir_x_q4print,stable | non-Q4 print,ret_1d_cc_excess_pct,2,-7.73,-7.73,-8.36,-7.09,0.0,0.0,0.29,0.5,0.51,1Q24 2Q25,,,
post2022,guide_dir_x_q4print,accelerating | non-Q4 print,ret_1d_cc_raw_pct,3,2.73,-0.5,-8.7,17.4,1.0,0.33,0.43,1.0,0.606,2Q23 3Q24 2Q26,,,
post2022,guide_dir_x_q4print,decelerating | Q4 print,ret_1d_cc_raw_pct,3,5.77,4.6,-1.7,14.4,2.0,0.67,0.43,1.0,0.394,4Q23 4Q24 4Q25,,,
post2022,guide_dir_x_q4print,decelerating | non-Q4 print,ret_1d_cc_raw_pct,6,-4.27,-1.5,-13.4,1.0,3.0,0.5,0.43,1.0,0.515,1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
post2022,guide_dir_x_q4print,stable | non-Q4 print,ret_1d_cc_raw_pct,2,-7.45,-7.45,-8.0,-6.9,0.0,0.0,0.43,0.5,0.327,1Q24 2Q25,,,
post2022,guide_dir_x_q4print,accelerating | non-Q4 print,ret_1d_open_excess_pct,3,2.74,0.77,-0.26,7.72,2.0,0.67,0.71,1.0,0.636,2Q23 3Q24 2Q26,,,
post2022,guide_dir_x_q4print,decelerating | Q4 print,ret_1d_open_excess_pct,3,-0.57,0.94,-4.29,1.65,2.0,0.67,0.71,1.0,0.636,4Q23 4Q24 4Q25,,,
post2022,guide_dir_x_q4print,decelerating | non-Q4 print,ret_1d_open_excess_pct,6,-0.09,1.77,-6.25,3.13,4.0,0.67,0.71,0.688,0.548,1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
post2022,guide_dir_x_q4print,stable | non-Q4 print,ret_1d_open_excess_pct,2,0.14,0.14,0.13,0.15,2.0,1.0,0.71,0.5,0.51,1Q24 2Q25,,,
post2022,guide_dir_x_q4print,accelerating | non-Q4 print,gap_excess_pct,3,-0.5,-0.82,-8.52,7.84,1.0,0.33,0.36,1.0,0.708,2Q23 3Q24 2Q26,,,
post2022,guide_dir_x_q4print,decelerating | Q4 print,gap_excess_pct,3,5.84,9.09,-3.72,12.14,2.0,0.67,0.36,1.0,0.292,4Q23 4Q24 4Q25,,,
post2022,guide_dir_x_q4print,decelerating | non-Q4 print,gap_excess_pct,6,-4.92,-2.87,-15.4,4.67,2.0,0.33,0.36,0.688,0.633,1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
post2022,guide_dir_x_q4print,stable | non-Q4 print,gap_excess_pct,2,-7.87,-7.87,-8.52,-7.22,0.0,0.0,0.36,0.5,0.413,1Q24 2Q25,,,
post2022,guide_dir_x_q4print,accelerating | non-Q4 print,intraday_excess_pct,3,2.98,0.78,-0.25,8.41,2.0,0.67,0.71,1.0,0.636,2Q23 3Q24 2Q26,,,
post2022,guide_dir_x_q4print,decelerating | Q4 print,intraday_excess_pct,3,-0.62,0.9,-4.66,1.89,2.0,0.67,0.71,1.0,0.636,4Q23 4Q24 4Q25,,,
post2022,guide_dir_x_q4print,decelerating | non-Q4 print,intraday_excess_pct,6,-0.23,1.54,-6.4,3.1,4.0,0.67,0.71,0.688,0.548,1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
post2022,guide_dir_x_q4print,stable | non-Q4 print,intraday_excess_pct,2,0.14,0.14,0.13,0.16,2.0,1.0,0.71,0.5,0.51,1Q24 2Q25,,,
post2022,guide_dir_x_q4print,accelerating | non-Q4 print,ev_ntm_rev_multiple_change_pct,3,2.45,-2.89,-9.46,19.7,1.0,0.33,0.29,1.0,0.636,2Q23 3Q24 2Q26,,,
post2022,guide_dir_x_q4print,decelerating | Q4 print,ev_ntm_rev_multiple_change_pct,3,6.02,-0.7,-1.6,20.38,1.0,0.33,0.29,1.0,0.636,4Q23 4Q24 4Q25,,,
post2022,guide_dir_x_q4print,decelerating | non-Q4 print,ev_ntm_rev_multiple_change_pct,6,-4.26,-1.73,-14.45,0.63,2.0,0.33,0.29,0.688,0.548,1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
post2022,guide_dir_x_q4print,stable | non-Q4 print,ev_ntm_rev_multiple_change_pct,2,-6.72,-6.72,-8.38,-5.06,0.0,0.0,0.29,0.5,0.51,1Q24 2Q25,,,
post2022,guide_dir_x_q4print,accelerating | non-Q4 print,ret_5d_cc_excess_pct,3,3.27,-2.09,-7.75,19.65,1.0,0.33,0.36,1.0,0.708,2Q23 3Q24 2Q26,,,
post2022,guide_dir_x_q4print,decelerating | Q4 print,ret_5d_cc_excess_pct,3,4.66,5.4,-0.36,8.93,2.0,0.67,0.36,1.0,0.292,4Q23 4Q24 4Q25,,,
post2022,guide_dir_x_q4print,decelerating | non-Q4 print,ret_5d_cc_excess_pct,6,-7.86,-7.2,-18.76,1.08,2.0,0.33,0.36,0.688,0.633,1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
post2022,guide_dir_x_q4print,stable | non-Q4 print,ret_5d_cc_excess_pct,2,-8.72,-8.72,-10.58,-6.85,0.0,0.0,0.36,0.5,0.413,1Q24 2Q25,,,
post2022,guide_dir_x_q4print,accelerating | non-Q4 print,ret_20d_cc_excess_pct,3,1.46,-7.75,-9.61,21.74,1.0,0.33,0.29,1.0,0.636,2Q23 3Q24 2Q26,,,
post2022,guide_dir_x_q4print,decelerating | Q4 print,ret_20d_cc_excess_pct,3,4.73,6.51,-2.4,10.07,2.0,0.67,0.29,1.0,0.198,4Q23 4Q24 4Q25,,,
post2022,guide_dir_x_q4print,decelerating | non-Q4 print,ret_20d_cc_excess_pct,6,-7.61,-5.06,-16.73,0.89,1.0,0.17,0.29,0.219,0.452,1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
post2022,guide_dir_x_q4print,stable | non-Q4 print,ret_20d_cc_excess_pct,2,-8.76,-8.76,-12.2,-5.33,0.0,0.0,0.29,0.5,0.51,1Q24 2Q25,,,
post2022,guide_dir_x_q4print,accelerating | non-Q4 print,ret_20d_open_excess_pct,3,1.64,-0.95,-6.95,12.82,1.0,0.33,0.29,1.0,0.636,2Q23 3Q24 2Q26,,,
post2022,guide_dir_x_q4print,decelerating | Q4 print,ret_20d_open_excess_pct,3,-0.06,0.99,-11.82,10.64,2.0,0.67,0.29,1.0,0.198,4Q23 4Q24 4Q25,,,
post2022,guide_dir_x_q4print,decelerating | non-Q4 print,ret_20d_open_excess_pct,6,-2.44,-2.64,-4.42,-0.17,0.0,0.0,0.29,0.031,0.133,1Q23 3Q23 2Q24 1Q25 3Q25 1Q26,,,
post2022,guide_dir_x_q4print,stable | non-Q4 print,ret_20d_open_excess_pct,2,-0.72,-0.72,-4.96,3.52,1.0,0.5,0.29,1.0,0.49,1Q24 2Q25,,,
post2022,accel_sign_x_guide_dir,printed accel | guide accelerating,ret_1d_cc_excess_pct,1,16.26,16.26,16.26,16.26,1.0,1.0,0.29,1.0,0.286,2Q26,,,
post2022,accel_sign_x_guide_dir,printed accel | guide decelerating,ret_1d_cc_excess_pct,4,3.48,2.52,-5.14,14.03,3.0,0.75,0.29,0.625,0.073,3Q23 4Q24 3Q25 4Q25,,,
post2022,accel_sign_x_guide_dir,printed decel | guide accelerating,ret_1d_cc_excess_pct,1,-0.04,-0.04,-0.04,-0.04,0.0,0.0,0.29,1.0,0.714,2Q23,,,
post2022,accel_sign_x_guide_dir,printed decel | guide decelerating,ret_1d_cc_excess_pct,5,-5.84,-2.83,-12.3,-0.48,0.0,0.0,0.29,0.062,0.186,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,accel_sign_x_guide_dir,printed decel | guide stable,ret_1d_cc_excess_pct,2,-7.73,-7.73,-8.36,-7.09,0.0,0.0,0.29,0.5,0.51,1Q24 2Q25,,,
post2022,accel_sign_x_guide_dir,printed flat | guide accelerating,ret_1d_cc_excess_pct,1,-8.78,-8.78,-8.78,-8.78,0.0,0.0,0.29,1.0,0.714,3Q24,,,
post2022,accel_sign_x_guide_dir,printed accel | guide accelerating,ret_1d_cc_raw_pct,1,17.4,17.4,17.4,17.4,1.0,1.0,0.43,1.0,0.429,2Q26,,,
post2022,accel_sign_x_guide_dir,printed accel | guide decelerating,ret_1d_cc_raw_pct,4,4.0,2.45,-3.3,14.4,3.0,0.75,0.43,0.625,0.214,3Q23 4Q24 3Q25 4Q25,,,
post2022,accel_sign_x_guide_dir,printed decel | guide accelerating,ret_1d_cc_raw_pct,1,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.43,1.0,0.571,2Q23,,,
post2022,accel_sign_x_guide_dir,printed decel | guide decelerating,ret_1d_cc_raw_pct,5,-4.86,-1.7,-13.4,1.0,2.0,0.4,0.43,1.0,0.632,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,accel_sign_x_guide_dir,printed decel | guide stable,ret_1d_cc_raw_pct,2,-7.45,-7.45,-8.0,-6.9,0.0,0.0,0.43,0.5,0.327,1Q24 2Q25,,,
post2022,accel_sign_x_guide_dir,printed flat | guide accelerating,ret_1d_cc_raw_pct,1,-8.7,-8.7,-8.7,-8.7,0.0,0.0,0.43,1.0,0.571,3Q24,,,
post2022,accel_sign_x_guide_dir,printed accel | guide accelerating,ret_1d_open_excess_pct,1,7.72,7.72,7.72,7.72,1.0,1.0,0.71,1.0,0.714,2Q26,,,
post2022,accel_sign_x_guide_dir,printed accel | guide decelerating,ret_1d_open_excess_pct,4,-3.2,-4.1,-6.25,1.65,1.0,0.25,0.71,0.625,0.073,3Q23 4Q24 3Q25 4Q25,,,
post2022,accel_sign_x_guide_dir,printed decel | guide accelerating,ret_1d_open_excess_pct,1,0.77,0.77,0.77,0.77,1.0,1.0,0.71,1.0,0.714,2Q23,,,
post2022,accel_sign_x_guide_dir,printed decel | guide decelerating,ret_1d_open_excess_pct,5,2.12,2.73,0.82,3.13,5.0,1.0,0.71,0.062,0.186,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,accel_sign_x_guide_dir,printed decel | guide stable,ret_1d_open_excess_pct,2,0.14,0.14,0.13,0.15,2.0,1.0,0.71,0.5,0.51,1Q24 2Q25,,,
post2022,accel_sign_x_guide_dir,printed flat | guide accelerating,ret_1d_open_excess_pct,1,-0.26,-0.26,-0.26,-0.26,0.0,0.0,0.71,1.0,0.286,3Q24,,,
post2022,accel_sign_x_guide_dir,printed accel | guide accelerating,gap_excess_pct,1,7.84,7.84,7.84,7.84,1.0,1.0,0.36,1.0,0.357,2Q26,,,
post2022,accel_sign_x_guide_dir,printed accel | guide decelerating,gap_excess_pct,4,6.79,6.88,1.26,12.14,4.0,1.0,0.36,0.125,0.016,3Q23 4Q24 3Q25 4Q25,,,
post2022,accel_sign_x_guide_dir,printed decel | guide accelerating,gap_excess_pct,1,-0.82,-0.82,-0.82,-0.82,0.0,0.0,0.36,1.0,0.643,2Q23,,,
post2022,accel_sign_x_guide_dir,printed decel | guide decelerating,gap_excess_pct,5,-7.84,-3.72,-15.4,-2.38,0.0,0.0,0.36,0.062,0.11,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,accel_sign_x_guide_dir,printed decel | guide stable,gap_excess_pct,2,-7.87,-7.87,-8.52,-7.22,0.0,0.0,0.36,0.5,0.413,1Q24 2Q25,,,
post2022,accel_sign_x_guide_dir,printed flat | guide accelerating,gap_excess_pct,1,-8.52,-8.52,-8.52,-8.52,0.0,0.0,0.36,1.0,0.643,3Q24,,,
post2022,accel_sign_x_guide_dir,printed accel | guide accelerating,intraday_excess_pct,1,8.41,8.41,8.41,8.41,1.0,1.0,0.71,1.0,0.714,2Q26,,,
post2022,accel_sign_x_guide_dir,printed accel | guide decelerating,intraday_excess_pct,4,-3.31,-4.36,-6.4,1.89,1.0,0.25,0.71,0.625,0.073,3Q23 4Q24 3Q25 4Q25,,,
post2022,accel_sign_x_guide_dir,printed decel | guide accelerating,intraday_excess_pct,1,0.78,0.78,0.78,0.78,1.0,1.0,0.71,1.0,0.714,2Q23,,,
post2022,accel_sign_x_guide_dir,printed decel | guide decelerating,intraday_excess_pct,5,1.99,2.31,0.77,3.1,5.0,1.0,0.71,0.062,0.186,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,accel_sign_x_guide_dir,printed decel | guide stable,intraday_excess_pct,2,0.14,0.14,0.13,0.16,2.0,1.0,0.71,0.5,0.51,1Q24 2Q25,,,
post2022,accel_sign_x_guide_dir,printed flat | guide accelerating,intraday_excess_pct,1,-0.25,-0.25,-0.25,-0.25,0.0,0.0,0.71,1.0,0.286,3Q24,,,
post2022,accel_sign_x_guide_dir,printed accel | guide accelerating,ev_ntm_rev_multiple_change_pct,1,19.7,19.7,19.7,19.7,1.0,1.0,0.29,1.0,0.286,2Q26,,,
post2022,accel_sign_x_guide_dir,printed accel | guide decelerating,ev_ntm_rev_multiple_change_pct,4,4.83,-0.03,-0.97,20.38,2.0,0.5,0.29,1.0,0.323,3Q23 4Q24 3Q25 4Q25,,,
post2022,accel_sign_x_guide_dir,printed decel | guide accelerating,ev_ntm_rev_multiple_change_pct,1,-2.89,-2.89,-2.89,-2.89,0.0,0.0,0.29,1.0,0.714,2Q23,,,
post2022,accel_sign_x_guide_dir,printed decel | guide decelerating,ev_ntm_rev_multiple_change_pct,5,-5.36,-2.49,-14.45,0.05,1.0,0.2,0.29,0.375,0.558,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,accel_sign_x_guide_dir,printed decel | guide stable,ev_ntm_rev_multiple_change_pct,2,-6.72,-6.72,-8.38,-5.06,0.0,0.0,0.29,0.5,0.51,1Q24 2Q25,,,
post2022,accel_sign_x_guide_dir,printed flat | guide accelerating,ev_ntm_rev_multiple_change_pct,1,-9.46,-9.46,-9.46,-9.46,0.0,0.0,0.29,1.0,0.714,3Q24,,,
post2022,accel_sign_x_guide_dir,printed accel | guide accelerating,ret_5d_cc_excess_pct,1,19.65,19.65,19.65,19.65,1.0,1.0,0.36,1.0,0.357,2Q26,,,
post2022,accel_sign_x_guide_dir,printed accel | guide decelerating,ret_5d_cc_excess_pct,4,2.35,3.24,-5.99,8.93,3.0,0.75,0.36,0.625,0.133,3Q23 4Q24 3Q25 4Q25,,,
post2022,accel_sign_x_guide_dir,printed decel | guide accelerating,ret_5d_cc_excess_pct,1,-2.09,-2.09,-2.09,-2.09,0.0,0.0,0.36,1.0,0.643,2Q23,,,
post2022,accel_sign_x_guide_dir,printed decel | guide decelerating,ret_5d_cc_excess_pct,5,-8.53,-8.41,-18.76,0.55,1.0,0.2,0.36,0.375,0.415,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,accel_sign_x_guide_dir,printed decel | guide stable,ret_5d_cc_excess_pct,2,-8.72,-8.72,-10.58,-6.85,0.0,0.0,0.36,0.5,0.413,1Q24 2Q25,,,
post2022,accel_sign_x_guide_dir,printed flat | guide accelerating,ret_5d_cc_excess_pct,1,-7.75,-7.75,-7.75,-7.75,0.0,0.0,0.36,1.0,0.643,3Q24,,,
post2022,accel_sign_x_guide_dir,printed accel | guide accelerating,ret_20d_cc_excess_pct,1,21.74,21.74,21.74,21.74,1.0,1.0,0.29,1.0,0.286,2Q26,,,
post2022,accel_sign_x_guide_dir,printed accel | guide decelerating,ret_20d_cc_excess_pct,4,1.35,-0.75,-3.18,10.07,2.0,0.5,0.29,1.0,0.323,3Q23 4Q24 3Q25 4Q25,,,
post2022,accel_sign_x_guide_dir,printed decel | guide accelerating,ret_20d_cc_excess_pct,1,-7.75,-7.75,-7.75,-7.75,0.0,0.0,0.29,1.0,0.714,2Q23,,,
post2022,accel_sign_x_guide_dir,printed decel | guide decelerating,ret_20d_cc_excess_pct,5,-7.37,-6.38,-16.73,6.51,1.0,0.2,0.29,0.375,0.558,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,accel_sign_x_guide_dir,printed decel | guide stable,ret_20d_cc_excess_pct,2,-8.76,-8.76,-12.2,-5.33,0.0,0.0,0.29,0.5,0.51,1Q24 2Q25,,,
post2022,accel_sign_x_guide_dir,printed flat | guide accelerating,ret_20d_cc_excess_pct,1,-9.61,-9.61,-9.61,-9.61,0.0,0.0,0.29,1.0,0.714,3Q24,,,
post2022,accel_sign_x_guide_dir,printed accel | guide accelerating,ret_20d_open_excess_pct,1,12.82,12.82,12.82,12.82,1.0,1.0,0.29,1.0,0.286,2Q26,,,
post2022,accel_sign_x_guide_dir,printed accel | guide decelerating,ret_20d_open_excess_pct,4,-4.75,-4.09,-11.82,0.99,1.0,0.25,0.29,0.625,0.677,3Q23 4Q24 3Q25 4Q25,,,
post2022,accel_sign_x_guide_dir,printed decel | guide accelerating,ret_20d_open_excess_pct,1,-6.95,-6.95,-6.95,-6.95,0.0,0.0,0.29,1.0,0.714,2Q23,,,
post2022,accel_sign_x_guide_dir,printed decel | guide decelerating,ret_20d_open_excess_pct,5,0.84,-0.7,-4.05,10.64,1.0,0.2,0.29,0.375,0.558,1Q23 4Q23 2Q24 1Q25 1Q26,,,
post2022,accel_sign_x_guide_dir,printed decel | guide stable,ret_20d_open_excess_pct,2,-0.72,-0.72,-4.96,3.52,1.0,0.5,0.29,1.0,0.49,1Q24 2Q25,,,
post2022,accel_sign_x_guide_dir,printed flat | guide accelerating,ret_20d_open_excess_pct,1,-0.95,-0.95,-0.95,-0.95,0.0,0.0,0.29,1.0,0.714,3Q24,,,
