row_key,Itinerary,Itinerary Description
Private Tour: Hanoi Street Foods - Train Street - Hidden Gems_5.0_12,"Old House, Bach Ma Temple, Old Quarter, KTV Karaoke F5 Hà Đông","Old House
Our tour guide will meet you at hotels/locations located in Hanoi Old Quarter and then start a discovery tour of the area. And in case you do not need hotel pickup, you can also go to the meeting point (Cultural Exchange Center, addressed 50 Dao Duy Tu street) to meet our tour guide
The first visit is The Old house addressed No.87 Ma May Street, one of 14 ancient houses in Hanoi built in the late 19th century that still retains its original features and becomes a familiar address for those who want to learn about the daily life of Hanoians in the old time. The house features the typical architecture of Hanoi's houses in the old time with its tubular shape which is narrow but deep.

Bach Ma Temple
In the heart of the Old Quarter, the small Bach Ma Temple (literally 'White Horse Temple') is said to be the oldest temple in the city, though much of the current structure dates from the 18th century and a shrine to Confucius was added in 1839. It was originally built by Emperor Ly Thai To in the 11th century to honour a white horse that guided him to this site, where he chose to construct his city walls. The history of this temple dates back to the 11th century, was built by the King Ly Thai To to honour a white horse that guided him to this site, where he chose to construct his city walls. Bach Ma temple was one of the four district gate temples of ancient Thang Long citadel. You will enter Bach Ma temple through some ancient wooden doors, then you will see the beautiful decorated interior and a red-lacquered funeral palanquin. You will also find a statue of the white horse, a shrine to Confucius and a Phoenix Altar for offerings to the four seasons.

Old Quarter
This part is one of the most exciting thing to do while in Hanoi. You combine walking tour with street food tasting tour. It is difficult to find some excellent local foods in hidden alleys or sidewalks. Our tour guide will help you choose good ones during the walking tour and so you have chance to learn Vietnamese cuisine, cultures, lifestyles. You will also have insight of details on ingredients and historical backgrounds of popular northern dishes. Street food in Hanoi are not just hot dog carts and pretzel stands, we offer an opportunity to try out many different dishes at local food stand as well as local family restaurants. A rotating menu from day-to-day to represent the variety of delicious options, but tastings might include, but are subject to change: rice noodle soup with beef, rice noodle with chicken, rice noodle with grilled pork, snail, or dry noodle, sticky rice, along with various kinds of donut, steamed pancake or Vietnamese sandwiches.

KTV Karaoke F5 Hà Đông
Visiting Hanoi Train Street in Hanoi is one of the Best Things To Do to learn and explore Hanoi local life. Rather than being a normal road with car or motorbike traffic, it has actual real railway lines running through it. Nestled in Hanoi’s Old Quarter, this narrow alley attracts travelers hoping to snap a picture on the active train track, and even catch a train whizz by! This alley is actually a residential area - many locals have converted their houses into quaint little cafes where you can sip on traditional egg coffee. It is a very wonderful experience once visting Hanoi city. After this site, Say goodbye to your tour guide and end the trip here then you have your own programs. Or tour guide will show you the way back to hotel (in Hanoi Old Quarter) or help you arrange a transfer for you back to your morning place."
Private Departure Transfer: From Hotel in Hoian to Danang International Airport_4.0_4,,
Horseback Riding Through Rice Fields Trails Da Nang Hoi An_0.0_0,,
Nha Trang Private Authentic Cultural River Cruise_5.0_13,Cai River,"Cai River
Depart at 9 am and return at 2:00 pm Visit Ponagar Temple, board the riverboat for the leisurely cruise, take a special tuk tuk around, visit a sedge mat weaving, an Inspirational Pagoda Orphanage: where it shelters and cares for over 160 abandoned, orphaned or street children. They range from several months to 9 years of age. The children of the orphanage are taken care of by a group of Buddhist nuns and volunteers. Being a private organization, the orphanage is trying to provide its children food, shelter, health and education. The nuns and volunteers at the orphanage have devoted their lives for the wonderful mission - helping the orphans. You will learn about the Vietnamese educational system, and you can play and sing with the little children. Including: taxi, local guide, river boat, special tuk tuk, admission fees, lunch at a riverside restaurant"
Ninh Binh Hoa Lu Trang An Unique 1 Day Tour from Hanoi_0.0_58,"Old Quarter, Hoa Lu Ancient Capital, Trang An Grottoes, Old Quarter","Old Quarter
07h10 – 7h20: Pick up at your hotel/stays in Old Quarter depart for Ninh Binh Province. It takes about 2.5 hours drive to Ninh Binh included 1 stop for short break on the way.

Hoa Lu Ancient Capital
10h30: Visit Hoa Lư ancient capital of Vietnam between 968 and 1010. You have a chance to learn about Vietnamese history in the feudal system under Dinh, Le, and Ly Dynasty

Trang An Grottoes
11h45: Have a buffet lunch in the restaurant with a lot of local foods such as goat meat, fish, chicken, fried rice…. Vegetarian foods are always available in the buffet lunch
13h00: Visit Trang An which was recognized by UNESCO as AWorld Heritage Site in 2014. Trang An has a wonderful tunnel cave system so Kong’s Movie Group chose this place for the New Version of Kong in 2016 – “Skull Island”. With 2 hours for the boat trip, you will be persuaded by the beauty here.
15h00: Continue the tour cycling around the village to discover the life of the local people.

Old Quarter
At the end of the day, you will get on Limousine Bus back to Hanoi City. Between 18h30 - 18h45 : Get dropped off at Hotel in Hanoi Old Quarter Area."
Hanoi Street Food Cooking Class_4.5_2,,
Ninh Binh 1 day Hoa Lu Trang An with Dragon Mountain Hiking_5.0_250,"Hanoi Opera House, Hoa Lu Temple, Trang An Grottoes, Mua Caves","Hanoi Opera House
If your hotel is located in Hanoi Old Quarter, please choose hotel pick up on hotel listing or send the message your hotel address for us, we will check and confirm you.
If your hotel is outside of Hanoi Old Quarter, you have to be in front of Hanoi Opera House at 7:00 am.

Hoa Lu Temple
Hoa Lu is an ancient city surrounded by the Trang An limestone mountains. Its northwest is bordered by the Hoang Long River, the tributaries of which run through the capital, cooling the weather within the city and serving as convenient waterways.

Hoa Lu is known as the first capital of Vietnam with a wide range of historical landmarks. In 968, King Dinh Bo Linh of Dai Co Viet (an old name of Vietnam) constructed his capital in Hoa Lu and ruled until the year 980.

Trang An Grottoes
Trang An Scenic Landscape Complex, recognised as a World Heritage Site, is famous for its cultural value, natural beauty, geological value, and preservation of heritage..

Trang An has two main types of ecosystems: limestone mountain ecosystem and aquatic ecosystem. The biological diversity of the communities is a major factor contributing to the creation of these two ecosystems.

Mua Caves
With over 500 steps up to the top of Ngoa Long Mountain with a panorama view of Ninh Binh city, Ngo Dong river."
Hue: Private Car to Hoi An via Many Fabulous Stops_5.0_29,,
Da Nang Religion Tour Motorbike Sighstseeing with Cafe Culture_5.0_20,"Dragon Bridge, Cao Dai Temple, Hai Chau, Phap Lam Pagoda, Hai Chau, Da Nang, Da Nang Catheral, Nam An Crafts & Cafe","Dragon Bridge
Explore the most iconic bridge on the world with length of 666m by Dragon shaping.

Cao Dai Temple
Admire of Caodai temple to know about Caodaiism was developed by Vietnamese Master living in the Mekong delta during Colonial periods of French, worshiping an EYE.

Hai Chau
Explore Hai Chau temples where worshiping our ancestors coming to develop Hai Chau Village in 15th century featuring the typical temple of Vietnamese countryside in the past.

Phap Lam Pagoda
Discover the most beautiful Mahayan Budhhist Pagoda in Da Nang, built in 1953 by amazing painting art of Buddhism which 40% Vietnamese are following today.

Hai Chau
Explore Mazuism temples worshiping Mazu Godness, built by Chinese traders from 5 province of China: Quangdong, Quangzhou, Shungchinh, Hainan, Fujian.

Da Nang
Visit Tam Bao Theravada Pagoda to learn about Theravada Budhism in Vietnam with big connection to Thailand, built during the periods of French Colonial.

Da Nang Catheral
Admire of Le Cock Church, called by local Catholic or another name: Pink Church, in 1923 by French Catholic priest within 1 year by story of Catholicism Vietnam which 10% population are following.

Nam An Crafts & Cafe
Taste one of innovative cafe of Vietnam by selecting egg cafe or salt cafe or coconut cafe or peanut cafe... at the atmosphere of Vietnam in the 1980s."
Private Local Food 4-hour Scooter Tour in Ho Chi Minh City_5.0_46,"Hủ tiếu Thành Tín, Nguyen Thien Thuat Apartment Buildings, Bún Bò Xưa, Ho Thi Ky Flower Market, Cheo Leo Cafe, Phố Tau Sai Gon (Chợ Lớn Quận 5), Bánh Xèo Ngọc Sơn, Thi Thi Chè","Hủ tiếu Thành Tín
Enjoy Hu tieu nam vang

Nguyen Thien Thuat Apartment Buildings
The oldest apartment in Saigon. You will have some walks around to learn more about local lifestyle

Bún Bò Xưa
Enjoy Bun Bo Hue

Ho Thi Ky Flower Market
Visit the biggest wholesale market in Saigon

Cheo Leo Cafe
Enjoy authentic Vietnamese coffee and learn how to make it at the oldest coffee shop in Saigon

Phố Tau Sai Gon (Chợ Lớn Quận 5)
Visit the chinatown of Saigon

Bánh Xèo Ngọc Sơn
Enjoy Banh Xeo, Vietnamese pancake

Thi Thi Chè
Enjoy local dessert (tropical fruit yogurt, che, flan,....)"
Traditional Cooking Class and Meal with a Local Chef_0.0_158,Cam Thanh,Cam Thanh
Basket Boat Ride in Water Coconut Forest_0.0_158,,
Experience Hmong Batik Indigo Embroidery Workshop in Sapa_5.0_3,,
Pottery Class in Hanoi’s Old Quarter in Vietnam_5.0_1,Hanoi,Hanoi
Amethyst Cruise Luxury Day Tour from Halong Bay Included Transfer_0.0_77,"Hạ Long Bay, Tuan Chau Island, Hạ Long Bay, Sung Sot Cave, Ti Top Island, Hạ Long Bay, Tuan Chau Island, Hạ Long Bay","Hạ Long Bay
FOR THE GUESTS BOOK TRANSFER FROM HALONG : We will pick up from 08.45 AM -09.00 AM at your hotels/stays in Halong Area then transfer to Tuan Chau Port for boarding Cruise.

Tuan Chau Island
Between 9h30 AM to 10h00 AM : Upon at Tuan Chau harbor, you will check-in and get on board the cruise then starts a trip to discover the World Heritage.

Hạ Long Bay
10:00: Enjoy welcome drink. The cruise departs from Tuan Chau harbor for a joyful journey to discover the beauty of the world heritage Ha Long Bay. Along the way, you will have chance to pass through the grandeur of the legendary bay with thousands of limestone islands. 
12:00: Have a huge buffet lunch with variety of dishes including seafood and Vietnamese traditional food.

Sung Sot Cave
Visit Sung Sot Cave - This is one of the most famous caves located in Ha Long Bay. Sung Sot cave was found by the French in 1901, they discovered this cave and named it ""La Grotte des Surprises"" for its beauty and majesty in the cave. This is the widest and most beautiful cave of Ha Long Bay and this is also the place where many unique shape rocks are found

Ti Top Island
15:00: Stop at Titov Island. On this small island, you can climb halfway up the mountain to enjoy a panoramic view of Ha Long Bay. Looking down from high above gives you a wonderful sensation; at the same time offers you a spectacular view of every corner of the bay.

Hạ Long Bay
16:00: After that, you will get back to cruise and ready for our Sunset Party. Vietnamese tea, fresh fruits and snacks will be served when you’re relaxing on the sundeck or in the Jacuzzi.
17:30-18:00: Arrive in Tuan Chau port. End of the trip. Thank you for choosing Amethyst Daily Cruise for your holiday in Vietnam. See you in the next journey!

Tuan Chau Island
FOR THE GUESTS NOT USING OUR TRANSFER SERVICE WILL FINISH DAY CRUISE AT TUAN CHAU MARINA THEN.

Hạ Long Bay
FOR THE GUESTS BOOK TOUR FROM HALONG WITH TRANSFER will get on private car at Tuan Chau Port then our driver will take you back to Hotel/stays in halong City."
