Supplied By,Trading Name,Legal Name,Website,Phone,Email,Full Address,Address Line1,Address Line2,City,State,PostCode,Country,Trade Register Name,Registration Number,Managing Director,Supplier URL,Supplier ID,Source
株式会社 雄風観光,株式会社 雄風観光,"Xiongfeng Sightseeing Co., Ltd.",,,,"2-chōme-8-9 Kitajima, Suminoe Ward 301, 559-0014 Osaka, Osaka, Japan","2-chōme-8-9 Kitajima, Suminoe Ward 301",,Osaka,Osaka,559-0014,Japan,,`120001268095,YANG ZUNLUAN,https://www.getyourguide.com/-s652924/,,GYG
Takimori,Takimori,"Takimori Co., Ltd.",,,,"下谷 1-3-11, 110-0004 台东区, 东京都, Japan",下谷 1-3-11,,台东区,东京都,110-0004,Japan,,`010401131776,HIDEFUMI TAKE,https://www.getyourguide.com/takimori-s693025/,,GYG
H.I.S. Co Ltd(TIC),H.I.S. Co Ltd(TIC),"H.I.S.Co.,Ltd.",,,,"6-13-1 Nishi-Shinjuku Sumitomo Fudosan SHINJUKU CENTRAL PARK BUILDING, 160-0023 Shinjuku ku, Tokyo, Japan",6-13-1 Nishi-Shinjuku Sumitomo Fudosan SHINJUKU CENTRAL PARK BUILDING,,Shinjuku ku,Tokyo,160-0023,Japan,,"`H.I.S.Co., Ltd.",HIDETAKA SAWADA,https://www.getyourguide.com/his-co-ltdtic-s33380/,,GYG
gotcha　Corporation,gotcha　Corporation,gotcha　Corporation,,`+81368250815,info@gotcha.tokyo,"6F Arkland Yotsuya Building, 15-5 Yotsuy, 160-0008 shinjyuku, Tokyo, Japan","6F Arkland Yotsuya Building, 15-5 Yotsuy",,shinjyuku,Tokyo,160-0008,Japan,,`9011101103574,yasuhito takayama,https://www.getyourguide.com/gotchacorporation-s328286/,,GYG
Joy OZ Tours,Joy OZ Tours,JOYOZ TOURS LIMITED,,,,"ASTORIA BUILDING, NO.34 ASHLEY ROAD, TSIM SHA TSUI RM A5,7F, 999077 HONG KONG, Hong Kong","ASTORIA BUILDING, NO.34 ASHLEY ROAD, TSIM SHA TSUI RM A5,7F",,HONG KONG,,999077,Hong Kong,,`78206965,DIYANG QI,https://www.getyourguide.com/joy-oz-tours-s604430/,,GYG
videoshootingservicetokyo,videoshootingservicetokyo,相馬 康作,,,,"東京都世田谷区岡本１−１６−１７−３０１ １−１６−１７−３０１, 157-0076 Okamoto, Setagaya-ku,, Tokyo, Japan",東京都世田谷区岡本１−１６−１７−３０１ １−１６−１７−３０１,,"Okamoto, Setagaya-ku,",Tokyo,157-0076,Japan,,,,https://www.getyourguide.com/videoshootingservicetokyo-s681411/,,GYG
LocalGuideJapan,LocalGuideJapan,Ryuju Saito,,,,"2-7-14 ,Nakamurakita, 176-0023 Nerima ku, Tokyo, Japan","2-7-14 ,Nakamurakita",,Nerima ku,Tokyo,176-0023,Japan,,`344779921914,,https://www.getyourguide.com/localguidejapan-s302893/,,GYG
一般社団法人　活人無双流阿部道場,一般社団法人　活人無双流阿部道場,Katsujin Muso-ryu Abe dojo General Incorporated Association,,,,"3-15-5-2 Minaniurawa, 336-0017 Saitama-shi, Saitama, Japan",3-15-5-2 Minaniurawa,,Saitama-shi,Saitama,336-0017,Japan,,`6012405004098,Takeaki Abe,https://www.getyourguide.com/-s744967/,,GYG
Be a SAMURAI,Be a SAMURAI,Hisayuki GOTO,,,,"13-107 Sumazugaike, 989-0271 Shiroishi City, Miyagi Prefecture, Japan",13-107 Sumazugaike,,Shiroishi City,Miyagi Prefecture,989-0271,Japan,,,,https://www.getyourguide.com/be-a-samurai-s620891/,,GYG
MARKEVISION株式会社,MARKEVISION株式会社,MARKEVISION株式会社,,,,"１丁目-２-４ 粕壁, 344-0061 春日部市, 埼玉県, Japan",１丁目-２-４ 粕壁,,春日部市,埼玉県,344-0061,Japan,,`3030001160127,雄一朗 今井,https://www.getyourguide.com/markevision-s711656/,,GYG
Nara Guide,Nara Guide,Mouloud Hammadou,,,,"Shimogyo-ku, Gojo-dori, Shinmachi, Nishiiri, Nishi-kazariyacho 14-401, 600-8108 Kyoto, Kyoto, Japan","Shimogyo-ku, Gojo-dori, Shinmachi, Nishiiri, Nishi-kazariyacho 14-401",,Kyoto,Kyoto,600-8108,Japan,,,,https://www.getyourguide.com/nara-guide-s233634/,,GYG
Osaka Local Vibes Tours,Osaka Local Vibes Tours,Ippei Kato,,,,"Yodogawa-Ku Miyahara 5-5-8, 5320003 Osaka, Osaka, Japan",Yodogawa-Ku Miyahara 5-5-8,,Osaka,Osaka,5320003,Japan,,,,https://www.getyourguide.com/osaka-local-vibes-tours-s713956/,,GYG
True Japan Tour,True Japan Tour,"True Japan Tour Co. , Ltd.",,`+81364320195,info@truejapantours.com,"Kikai Shinko Kaikan B109, 3-5-8 Shiba Koen, 105-0011 Minato-Ku, Tokyo, Japan","Kikai Shinko Kaikan B109, 3-5-8 Shiba Koen",,Minato-Ku,Tokyo,105-0011,Japan,,`2010001152564,"True Japan Tour Co., Ltd.",https://www.getyourguide.com/true-japan-tour-s189431/,,GYG
VAS TOURS,VAS TOURS,合同会社バリューアッドサービス,,`+817085329883,max@vastoursproperties.net,"港区麻布十番3-9-6スバルm, 1060045 東京都, Japan",港区麻布十番3-9-6スバルm,,東京都,,1060045,Japan,,`8010403022335,Max Asamura,https://www.getyourguide.com/vas-tours-s386786/,,GYG
Ishigaki Photo Tour UMI,Ishigaki Photo Tour UMI,yumiko takeuchi,,,,"arakawa1468-118 forest1 102, 9070024 ishigaki, okinawa, Japan",arakawa1468-118 forest1 102,,ishigaki,okinawa,9070024,Japan,,,,https://www.getyourguide.com/ishigaki-photo-tour-umi-s604832/,,GYG
Native Japan,Native Japan,"L7 Ltd.,",,,,"等々力 4-24-14, 158-0082 世田谷区, 東京都, Japan",等々力 4-24-14,,世田谷区,東京都,158-0082,Japan,,`L7.ltd,yoshiya murayama,https://www.getyourguide.com/native-japan-s712636/,,GYG
YURAGI - Japan Guide Tours -,YURAGI - Japan Guide Tours -,Willverse Inc.,,`+818035368128,yuragi-support@willverse.io,"31-14 SLACK SHIBUYA 302 SLACK SHIBUYA 302, 150-0031 Sakuragaoka-cho, Shibuya-ku, Japan",31-14 SLACK SHIBUYA 302 SLACK SHIBUYA 302,,Sakuragaoka-cho,Shibuya-ku,150-0031,Japan,,`3011001168871,Haruto Asahina,https://www.getyourguide.com/yuragi---japan-guide-tours--s601939/,,GYG
TripGuru Japan,TripGuru Japan,Trip Guru Limited,,`+12544544878,reservations@thetripguru.com,"838 Lai Chi Kok Road Unit 304-7, 3/F Laford Centre, n/a Cheung Sha Wan, Kowloon, Hong Kong","838 Lai Chi Kok Road Unit 304-7, 3\u002FF Laford Centre",,Cheung Sha Wan,Kowloon,n\u002Fa,Hong Kong,,`65257177,Sebastian Renzacci,https://www.getyourguide.com/tripguru-japan-s236956/,,GYG
Sumimasen Come to Japan,Sumimasen Come to Japan,"Raj Trading Co., Ltd.",,,,"3-chōme-43-山本Ｙビル Gion, Asaminami Ward 303, 731-0138 Hiroshima, Hiroshima, Japan","3-chōme-43-山本Ｙビル Gion, Asaminami Ward 303",,Hiroshima,Hiroshima,731-0138,Japan,,`2400-01-060495,BASHARAT ALI,https://www.getyourguide.com/sumimasen-come-to-japan-s604850/,,GYG
"TakeMe Co.,Ltd.","TakeMe Co.,Ltd.","TakeMe Co.,Ltd.",,,,"1-18-6 Nishi Shinbashi Cross Office #605, 105-0003 Minato-ku, Tokyo, Japan",1-18-6 Nishi Shinbashi Cross Office #605,,Minato-ku,Tokyo,105-0003,Japan,,`4010401121860,Lu Dong,https://www.getyourguide.com/takeme-coltd-s446822/,,GYG
Mandala Japan Experience,Mandala Japan Experience,Indra Mandala Putra,,,,"Higashikujo Kawanishicho, Minami Ward 17-5, 601-8014 Kyoto, Kyoto, Japan","Higashikujo Kawanishicho, Minami Ward 17-5",,Kyoto,Kyoto,601-8014,Japan,,,,https://www.getyourguide.com/mandala-japan-experience-s275906/,,GYG
InsideOutJapan,InsideOutJapan,"MTJ Co., Ltd",,`+81345604160,support@insideoutjapan.com,"Sakae Bld.3F,2-14-7 Akasaka, Minato-ku, 107-0052 Tokyo, Japan, Japan","Sakae Bld.3F,2-14-7 Akasaka, Minato-ku",,Tokyo,Japan,107-0052,Japan,,`0110-01-060102,Mariateresa Agusto,https://www.getyourguide.com/insideoutjapan-s373994/,,GYG
Honey J Travel,Honey J Travel,Honey J Corporation,,`+817041451961,info@honeyj.co.jp,"Morimatsu Building 2F, 462-0008 3 Nyorai, Kita, Nagoya, Aichi, Japan",Morimatsu Building 2F,,"3 Nyorai, Kita, Nagoya",Aichi,462-0008,Japan,,`6180001133503,Junichi Ito,https://www.getyourguide.com/honey-j-travel-s360515/,,GYG
Island Theo Okinawa,Island Theo Okinawa,Manuel Theo Raymond axel,,,,"3-chome Agena Y227, 904-2214 Uruma, Okinawa, Japan",3-chome Agena Y227,,Uruma,Okinawa,904-2214,Japan,,,,https://www.getyourguide.com/island-theo-okinawa-s660991/,,GYG
Japón Viajero,Japón Viajero,Aurelio Manuel Cansaya Jauregui,,,,"Akashi Shi, Futami Cho, Higashi Futami 686-3-601, 6740092 Hyogo Ken, Japan","Akashi Shi, Futami Cho, Higashi Futami 686-3-601",,Hyogo Ken,,6740092,Japan,,,,https://www.getyourguide.com/japon-viajero-s474303/,,GYG
Alpha International Service Corporation,Alpha International Service Corporation,Alpha International Service Corporation,,,,"3rd Floor, Mitsuya-Yotsuya Building,, 1600004 Shinjuku-ku, Tokyo, Japan","3rd Floor, Mitsuya-Yotsuya Building,",,Shinjuku-ku,Tokyo,1600004,Japan,,`38160,Micky Gan,https://www.getyourguide.com/alpha-international-service-corporation-s19253/,,GYG
株式会社Golux Japan,株式会社Golux Japan,Golux Japan inc.,,`+817038172227,japan@goluxjapan.com,"３丁目-１-３６ 南青山, 107-0062 港区, 東京都, Japan",３丁目-１-３６ 南青山,,港区,東京都,107-0062,Japan,,`4010401192324,Otaro Kanai,https://www.getyourguide.com/golux-japan-s745780/,,GYG
Jewel Tours Japan,Jewel Tours Japan,Jewel Tours Japan,,,,"Meteru Heights 202, Oka, Minami Ku, 232-0061 Yokohama, Kanagawa Ken, Japan","Meteru Heights 202, Oka, Minami Ku",,Yokohama,Kanagawa Ken,232-0061,Japan,,`975799049350,Gabriel Jewel,https://www.getyourguide.com/jewel-tours-japan-s319706/,,GYG
Street Witness Productions,Street Witness Productions,Naotomo Umewaka,,,,"3-chōme-3-36 Minamiazabu 503, 106-0047 Minato City, Tokyo, Japan",3-chōme-3-36 Minamiazabu 503,,Minato City,Tokyo,106-0047,Japan,,,,https://www.getyourguide.com/street-witness-productions-s772864/,,GYG
Roots Japan,Roots Japan,Beyond Innovation株式会社,,,,"Kyoto ディアコート I 201, 6100313 Kyotanabe, 三山木中央９丁目５−１, Japan",Kyoto ディアコート I 201,,Kyotanabe,三山木中央９丁目５−１,6100313,Japan,,`9130001081142,Yusuke Muteki,https://www.getyourguide.com/roots-japan-s755147/,,GYG
Gappy,Gappy,Gappy.Inc,,`+818035842648,kanta@gappy.jp,"1-10-8 Dogenzaka 2F-C, Shibuya Dogenzaka Tokyu Building,, 150-0043 Shibuya-ku, Tokyo, Japan","1-10-8 Dogenzaka 2F-C, Shibuya Dogenzaka Tokyu Building,",,Shibuya-ku,Tokyo,150-0043,Japan,,`5011001170248,Mitsuki Asano,https://www.getyourguide.com/gappy-s636567/,,GYG
Planet Japan合同会社,Planet Japan合同会社,Planet Japan合同会社,,,,"3722-17 Shimana, 300-2655 Tsukuba City, Ibaraki, Japan",3722-17 Shimana,,Tsukuba City,Ibaraki,300-2655,Japan,,`1050003009891,アンドレイ クラシリシコフ,https://www.getyourguide.com/planet-japan-s577902/,,GYG
日本伝統文化体験処「遭遇」sogoo,日本伝統文化体験処「遭遇」sogoo,"KOKOWASU Co.,ltd.",,,,"Sujyaku-cho1-118 Ukyo-ku Kyoto,Japan, 6168137 kyoto-city, kyoto, Japan","Sujyaku-cho1-118 Ukyo-ku Kyoto,Japan",,kyoto-city,kyoto,6168137,Japan,,`3130001068327,Shinji Ninoyu,https://www.getyourguide.com/sogoo-s770040/,,GYG
（一社）奥むさし飯能観光協会,（一社）奥むさし飯能観光協会,Okumusashi Hanno Tourism Association,,`+81429805051,hannokanko@gmail.com,"1-7 Honmachi, 3570032 Hanno-shi, Saitama prefecture, Japan",1-7 Honmachi,,Hanno-shi,Saitama prefecture,3570032,Japan,,`0300-05-017872,Shuichi Numazaki,https://www.getyourguide.com/-s694874/,,GYG
Toida Travel,Toida Travel,Francine Toida,,,,"1-8-20, 144-0034 Ota ku, Tokyo, Japan",1/8/2020,,Ota ku,Tokyo,144-0034,Japan,,,,https://www.getyourguide.com/toida-travel-s443818/,,GYG
L'Ami,L'Ami,Toshiko Shoshihara,,,,"591薬屋町, 中京区, 604-0066 京都市, 京都府, Japan","591薬屋町, 中京区",,京都市,京都府,604-0066,Japan,,,,https://www.getyourguide.com/lami-s684926/,,GYG
Hop! Step! Japan!,Hop! Step! Japan!,Yohei Takaba,,,,"１丁目 小島町 Le damier, 182-0026 調布市, 東京都, Japan",１丁目 小島町 Le damier,,調布市,東京都,182-0026,Japan,,,,https://www.getyourguide.com/hop-step-japan-s651351/,,GYG
Goodays tour,Goodays tour,Hideki Naono,,,,"naoe Ho72, 9208216 Kanazwa, 石川県, Japan",naoe Ho72,,Kanazwa,石川県,9208216,Japan,,,,https://www.getyourguide.com/goodays-tour-s627961/,,GYG
"Orange Tour Co., Ltd","Orange Tour Co., Ltd","Orange Tour Co., Ltd",,,,"16-5, Monzen-Nakacho 1-chome, Koto-ku, Tokyo, Tokyo, Japan, 135-0048 Tokyo, Japan, Japan","16-5, Monzen-Nakacho 1-chome, Koto-ku, Tokyo, Tokyo, Japan",,Tokyo,Japan,135-0048,Japan,,`28368,Lucie Ma,https://www.getyourguide.com/orange-tour-co-ltd-s304642/,,GYG
solfeggio,solfeggio,信 菅原,,,,"亀川四の湯町 20, 874-0025 別府市, 大分県, Japan",亀川四の湯町 20,,別府市,大分県,874-0025,Japan,,,,https://www.getyourguide.com/solfeggio-s562694/,,GYG
花実かざり,花実かざり,"KAMIKAZARI Co.Ltd.,",,,,"３丁目-１-５　南天満ビル 天満, 北区 406, 530-0043 大阪市, 大阪府, Japan","３丁目-１-５　南天満ビル 天満, 北区 406",,大阪市,大阪府,530-0043,Japan,,`9140001129923,Kosei SHIBA,https://www.getyourguide.com/-s722145/,,GYG
OOKINI KIMONO,OOKINI KIMONO,ookini kimono,,,,"1-chōme-16-11 Asakusa, 111-0032 Taito City, Tokyo, Japan",1-chōme-16-11 Asakusa,,Taito City,Tokyo,111-0032,Japan,,`6796216,ZHIDAO SUN,https://www.getyourguide.com/ookini-kimono-s703067/,,GYG
Alva Japan Tours🇯🇵,Alva Japan Tours🇯🇵,KOSEI ITO,,,,"info@alvajapan.com, 1040061 TOKYO, Japan",info@alvajapan.com,,TOKYO,,1040061,Japan,,,,https://www.getyourguide.com/alva-japan-tours-s597674/,,GYG
Tama Transmission Office,Tama Transmission Office,Hiroyuki Dobashi,,,,"498-3, Fukushima,, Koshin Haitsu 302, 6408401 Wakayama, Wakayama, Japan","498-3, Fukushima,, Koshin Haitsu 302",,Wakayama,Wakayama,6408401,Japan,,,,https://www.getyourguide.com/tama-transmission-office-s308985/,,GYG
Travel Japan Together,Travel Japan Together,ｶ)ﾔﾄﾗ,,,,"6-17-14 Higashi-Ueno, 110-0015 Taito Ku, Tokyo, Japan",6-17-14 Higashi-Ueno,,Taito Ku,Tokyo,110-0015,Japan,,`2010501050929,Kensuke Ko,https://www.getyourguide.com/travel-japan-together-s310698/,,GYG
Nijigennomori,Nijigennomori,"Nijigen no Mori Co., Ltd.",,,,"兵庫県淡路市岩屋９２４番地１, 6562401 Awaji, Japan",兵庫県淡路市岩屋９２４番地１,,Awaji,,6562401,Japan,,`9140001104364,Huiwon Kim,https://www.getyourguide.com/nijigennomori-s583069/,,GYG
TOMOGO!,TOMOGO!,TANGLE Inc.,,,,"３丁目-１-１ 上大崎, 141-0021 品川区, 東京都, Japan",３丁目-１-１ 上大崎,,品川区,東京都,141-0021,Japan,,`1010901048111,Kengo Goto,https://www.getyourguide.com/tomogo-s605846/,,GYG
Japan Travel and Tours,Japan Travel and Tours,Adeel Muhammad,,,,"Komagome, 306-0121 Koga, Ibaraki, Japan",Komagome,,Koga,Ibaraki,306-0121,Japan,,,,https://www.getyourguide.com/japan-travel-and-tours-s485841/,,GYG
Japan Wonder Travel,Japan Wonder Travel,Compass Corp.,,,,"7-16-21, Ginza Kobiki Building 3F,, 104-0061 Chuo-ku, Tokyo, Tokyo, Japan","7-16-21, Ginza Kobiki Building 3F,",,"Chuo-ku, Tokyo",Tokyo,104-0061,Japan,,`6011001151643,Yu Kono,https://www.getyourguide.com/japan-wonder-travel-s17741/,,GYG
Lokafy,Lokafy,Lokafy,,,,"1416-40 Homewood Avenue, M4Y2K2 Toronto, Ontario, Canada",1416-40 Homewood Avenue,,Toronto,Ontario,M4Y2K2,Canada,,,,https://www.getyourguide.com/lokafy-s20065/,,GYG
PhoenixJP合同会社,PhoenixJP合同会社,PhoenixJP合同会社,,`+817083865060,phoenixjp2021@gmail.com,"5-chōme-12-5丁目ビルディング アカマツ Nipponbashi, Naniwa Ward, 556-0005 Osaka, Osaka, Japan","5-chōme-12-5丁目ビルディング アカマツ Nipponbashi, Naniwa Ward",,Osaka,Osaka,556-0005,Japan,,`1120003019735,Mina Zaki,https://www.getyourguide.com/phoenixjp-s310879/,,GYG
JIRAIKEI exciting Honda civic JDM tour,JIRAIKEI exciting Honda civic JDM tour,瑞貴 篠原,,,,"３丁目-２-９ 夏見, 273-0865 船橋市, 千葉県, Japan",３丁目-２-９ 夏見,,船橋市,千葉県,273-0865,Japan,,,,https://www.getyourguide.com/jiraikei-exciting-honda-civic-jdm-tour-s693965/,,GYG
株式会社日本東旭国際交流センター,株式会社日本東旭国際交流センター,株式会社日本東旭国際交流センター,,,,"南船場, 中央区 長堀八千代ビル2階BC室, 542-0081 大阪市, 大阪府, Japan","南船場, 中央区 長堀八千代ビル2階BC室",,大阪市,大阪府,542-0081,Japan,,`大阪府知事登録旅行業3-2444号,修 啓明,https://www.getyourguide.com/-s694472/,,GYG
TOKYOHIGHWAY,TOKYOHIGHWAY,株式会社KIWAMI EDEN,,,,"８丁目-１-１０ 北小岩, 133-0051 江戸川区, 東京都, Japan",８丁目-１-１０ 北小岩,,江戸川区,東京都,133-0051,Japan,,`6011701029445,Mana Nakamura,https://www.getyourguide.com/tokyohighway-s750022/,,GYG
Find SUGOI,Find SUGOI,Curifuru.inc,,,,"銀座1丁目12番4号 N&E BLD.6F, 1040061 中央区, 東京都, Japan",銀座1丁目12番4号 N&E BLD.6F,,中央区,東京都,1040061,Japan,,`4010001262667,Mari Aiyama,https://www.getyourguide.com/find-sugoi-s707719/,,GYG
Coconuts Hike Japan,Coconuts Hike Japan,Akihiro Wada,,,,"143 Komagata, 2500125 Minamiashigara-shi, Kanagawa, Japan",143 Komagata,,Minamiashigara-shi,Kanagawa,2500125,Japan,,`817084168412,,https://www.getyourguide.com/coconuts-hike-japan-s270361/,,GYG
tourcandy ltd.,tourcandy ltd.,tourcandy株式会社,,,,"16F, 5-27-5 Sendagaya, 151-0051 Shinjuku-ku, tokyo, Japan","16F, 5-27-5 Sendagaya",,Shinjuku-ku,tokyo,151-0051,Japan,,`2020001111387,YIQI LIU,https://www.getyourguide.com/tourcandy-ltd-s260568/,,GYG
Kiana’s Lens,Kiana’s Lens,Kalugala Withanage Nimesh Kavinda,,,,"1-10 Kamitachiurichō, Kamigyo Ward, 602-0024 Kyoto, Kyoto, Japan","1-10 Kamitachiurichō, Kamigyo Ward",,Kyoto,Kyoto,602-0024,Japan,,,,https://www.getyourguide.com/kianas-lens-s717232/,,GYG
Nippon Navigators Private Tours,Nippon Navigators Private Tours,Chris Dearing,,,,"Kita-Ku, Komegasecho 29, Famille 21 A-105, 462-0031 Nagoya, Aichi, Japan","Kita-Ku, Komegasecho 29, Famille 21 A-105",,Nagoya,Aichi,462-0031,Japan,,,,https://www.getyourguide.com/nippon-navigators-private-tours-s395297/,,GYG
Shukuba Travel,Shukuba Travel,Shukuba PLUS LLC,,,,"1-22-16, Kitashinagawa, 140-0001 Shinagawa, Tokyo, Japan, Japan","1-22-16, Kitashinagawa",,Shinagawa,"Tokyo, Japan",140-0001,Japan,,`7010703006088,Takayuki Watanabe,https://www.getyourguide.com/shukuba-travel-s379207/,,GYG
Mari Tours,Mari Tours,Marielle Smith,,,,"2-5-21 Ogaya Sharumu KSK II 111, 520-2144 Otsu, Shiga, Japan",2-5-21 Ogaya Sharumu KSK II 111,,Otsu,Shiga,520-2144,Japan,,,,https://www.getyourguide.com/mari-tours-s762170/,,GYG
QingHe Travel,QingHe Travel,NANJING QHTRAVEL CO..LTD,,,,"No. 318 Block 11, Qixia, Maqun St., Shishi Road 10, LvDiYunDuHui, 210000 Nanjing, Jiangsu, China, China","No. 318 Block 11, Qixia, Maqun St., Shishi Road 10, LvDiYunDuHui",,Nanjing,"Jiangsu, China",210000,China,,`91320113MAD25D2X8F,Lee QinWen,https://www.getyourguide.com/qinghe-travel-s415502/,,GYG
株式会社セブンオーシャン,株式会社セブンオーシャン,"Seven Ocean Co., Ltd.",,`+81989647502,sevenocean@7oc.jp,"１５９−４ 前兼久, 904-0414 恩納村, 沖縄県, Japan",１５９−４ 前兼久,,恩納村,沖縄県,904-0414,Japan,,`1360001030026,Sakamoto Daisuke,https://www.getyourguide.com/-s693342/,,GYG
Tiny Tours Japan,Tiny Tours Japan,Edwin Snell,,,,"Nakagosho 5chome 8-12-3, 3800935 Nagano, Nagano, Japan",Nakagosho 5chome 8-12-3,,Nagano,Nagano,3800935,Japan,,,,https://www.getyourguide.com/tiny-tours-japan-s674444/,,GYG
Leda Japan,Leda Japan,Leda Japan,,,,"3-3-19 Nishimizumoto, Katsushika-ku, 125-0031 Tokyo, Japan","3-3-19 Nishimizumoto, Katsushika-ku",,Tokyo,,125-0031,Japan,,`1200-01-198680,Leda Qingdao,https://www.getyourguide.com/leda-japan-s389817/,,GYG
Towa | Private Tea Ceremony,Towa | Private Tea Ceremony,Akane Campos,,,,"4-8-14, 1250052 Katsushika, Tokyo, Japan",4-8-14,,Katsushika,Tokyo,1250052,Japan,,,,https://www.getyourguide.com/towa--private-tea-ceremony-s647559/,,GYG
エーポートコミュニケーションズ株式会社,エーポートコミュニケーションズ株式会社,エーポートコミュニケーションズ株式会社,,`+818054200469,japanguide@aportcomm.co.jp,"中原区今井上町 5番9号 -A-301, 2110067 川崎市, 神奈川, Japan",中原区今井上町 5番9号 -A-301,,川崎市,神奈川,2110067,Japan,,`7020001107059,亜紀 座覇,https://www.getyourguide.com/-s731933/,,GYG
SUNNY YOU Yoga Studio,SUNNY YOU Yoga Studio,Agasa Hashimoto,,,,"１１ 御室芝橋町, 右京区 12番地, 616-8095 京都市, 京都府, Japan","１１ 御室芝橋町, 右京区 12番地",,京都市,京都府,616-8095,Japan,,,,https://www.getyourguide.com/sunny-you-yoga-studio-s631238/,,GYG
真崎翼,真崎翼,Tsubasa Masaki,,,,"浦和区皇山町29ー4, 3300045 さいたま市, 埼玉県, Japan",浦和区皇山町29ー4,,さいたま市,埼玉県,3300045,Japan,,,,https://www.getyourguide.com/-s740376/,,GYG
合同会社Jstella,合同会社Jstella,Jstella LLC,,,,"1-12-4  Ginza N&E BLD.6F, 1040061 Tokyo, Chuo ku, Japan",1-12-4  Ginza N&E BLD.6F,,Tokyo,Chuo ku,1040061,Japan,,`9010003047384,Masako Ueda,https://www.getyourguide.com/jstella-s638003/,,GYG
一般社団法人　南紀ウェルネスツーリズム協議会,一般社団法人　南紀ウェルネスツーリズム協議会,一般社団法人南紀ウェルネスツーリズム協議会,,,,"316-55 Ikuma, 649-2103 Kamitonda, Wakayama, Japan",316-55 Ikuma,,Kamitonda,Wakayama,649-2103,Japan,,`7170005006630,壽夫 柏木,https://www.getyourguide.com/-s708152/,,GYG
Japan Idol Experience,Japan Idol Experience,CENTRAL PLAY AGENCY,,,,"3-10-3 Kyojima #802, 131-0046 Sumida-ku, Tokyo-to, Japan",3-10-3 Kyojima #802,,Sumida-ku,Tokyo-to,131-0046,Japan,,,,https://www.getyourguide.com/japan-idol-experience-s592037/,,GYG
Wins国際株式会社,Wins国際株式会社,WINS国際株式会社,,,,"平井6−5−１５, 132-0035 Edogawa City, Tokyo, Japan",平井6−5−１５,,Edogawa City,Tokyo,132-0035,Japan,,`東京都知事登録旅行業第３ー８７１２号,Yansong Zhou,https://www.getyourguide.com/wins-s646738/,,GYG
OMOIDE JOURNEY合同会社,OMOIDE JOURNEY合同会社,OMOIDE JOURNEY JAPAN,,`+817021832942,info@omoidejourney.com,"209-4-32-1 Izumi Chuo Kita, Izumi-ku, Yokohama, Kanagawa, Japan 209-4-32, 245-0024 Yokohama, Japan","209-4-32-1 Izumi Chuo Kita, Izumi-ku, Yokohama, Kanagawa, Japan 209-4-32",,Yokohama,,245-0024,Japan,,`5010903005156,Koki Inoue,https://www.getyourguide.com/omoide-journey-s752887/,,GYG
